Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"WEC","WEC ENERGY GROUP INC","Aktien","0,36","99,10","5.059","501.347","501.346,90","Versorger","US92939U1060","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ES","EVERSOURCE ENERGY","Aktien","0,36","92,66","5.399","500.271","500.271,34","Versorger","US30040W1080","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SYY","SYSCO CORP","Aktien","0,35","65,08","7.657","498.318","498.317,56","Nichtzyklische Konsumgüter","US8718291078","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AAL","ANGLO AMERICAN PLC","Aktien","0,35","25,21","19.748","497.816","497.815,94","Materialien","GB00B1XZS820","London Stock Exchange","Vereinigtes Königreich","GBP"
"ITX","INDUSTRIA DE DISENO TEXTIL INDITEX","Aktien","0,35","28,34","17.337","491.301","491.300,62","Zyklische Konsumgüter ","ES0148396007","Bolsa De Madrid","Spanien","EUR"
"PCAR","PACCAR INC","Aktien","0,35","88,54","5.502","487.147","487.147,08","Industrie","US6937181088","NASDAQ","Vereinigte Staaten","USD"
"CRG","CRH PLC","Aktien","0,34","38,77","12.447","482.532","482.532,15","Materialien","IE0001827041","Irish Stock Exchange - All Market","Irland","EUR"
"8766","TOKIO MARINE HOLDINGS INC","Aktien","0,34","46,45","10.300","478.425","478.425,17","Financials","JP3910660004","Tokyo Stock Exchange","Japan","JPY"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Aktien","0,34","57,92","8.178","473.670","473.669,76","Versorger","US7445731067","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"KNEBV","KONE","Aktien","0,34","87,92","5.384","473.338","473.337,50","Industrie","FI0009013403","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"BK","BANK OF NEW YORK MELLON CORP","Aktien","0,33","36,88","12.699","468.339","468.339,12","Financials","US0640581007","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TRV","TRAVELERS COMPANIES INC","Aktien","0,32","112,89","4.044","456.527","456.527,16","Financials","US89417E1091","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"D05","DBS GROUP HOLDINGS LTD","Aktien","0,32","15,87","28.700","455.512","455.512,02","Financials","SG1L01001701","Singapore Exchange","Singapur","SGD"
"MFC","MANULIFE FINANCIAL CORP","Aktien","0,32","14,36","31.410","451.105","451.104,88","Financials","CA56501R1064","Toronto Stock Exchange","Kanada","CAD"
"USD","USD CASH","Geldmarkt","0,32","100,00","450.378","450.378","450.378,15","Cash und/oder Derivate","-","-","Vereinigte Staaten","USD"
"HPQ","HP INC","Aktien","0,32","19,68","22.824","449.176","449.176,32","IT","US40434L1052","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ED","CONSOLIDATED EDISON INC","Aktien","0,31","82,32","5.368","441.894","441.893,76","Versorger","US2091151041","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"9432","NIPPON TELEGRAPH AND TELEPHONE COR","Aktien","0,31","21,32","20.600","439.093","439.093,19","Kommunikation","JP3735400008","Tokyo Stock Exchange","Japan","JPY"
"ADM","ARCHER DANIELS MIDLAND","Aktien","0,31","48,83","8.885","433.855","433.854,55","Nichtzyklische Konsumgüter","US0394831020","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WBA","WALGREEN BOOTS ALLIANCE INC","Aktien","0,31","36,18","11.904","430.687","430.686,72","Nichtzyklische Konsumgüter","US9314271084","NASDAQ","Vereinigte Staaten","USD"
"PAYX","PAYCHEX INC","Aktien","0,30","83,00","5.110","424.130","424.130,00","IT","US7043261079","NASDAQ","Vereinigte Staaten","USD"
"PRU","PRUDENTIAL FINANCIAL INC","Aktien","0,30","66,40","6.293","417.855","417.855,20","Financials","US7443201022","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RIO","RIO TINTO LTD","Aktien","0,29","69,20","5.952","411.892","411.891,57","Materialien","AU000000RIO1","Asx - All Markets","Australien","AUD"
"VFC","VF CORP","Aktien","0,29","76,82","5.317","408.452","408.451,94","Zyklische Konsumgüter ","US9182041080","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AFL","AFLAC INC","Aktien","0,29","37,21","10.881","404.882","404.882,01","Financials","US0010551028","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SLF","SUN LIFE FINANCIAL INC","Aktien","0,27","41,64","9.250","385.164","385.164,40","Financials","CA8667961053","Toronto Stock Exchange","Kanada","CAD"
"DTE","DTE ENERGY","Aktien","0,27","119,07","3.144","374.356","374.356,08","Versorger","US2333311072","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"STT","STATE STREET CORP","Aktien","0,26","66,09","5.618","371.294","371.293,62","Financials","US8574771031","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"2914","JAPAN TOBACCO INC","Aktien","0,26","18,89","19.600","370.234","370.233,57","Nichtzyklische Konsumgüter","JP3726800000","Tokyo Stock Exchange","Japan","JPY"
"NTR","NUTRIEN LTD","Aktien","0,26","40,05","9.058","362.761","362.761,21","Materialien","CA67077M1086","Toronto Stock Exchange","Kanada","CAD"
"PSX","PHILLIPS","Aktien","0,26","51,27","6.999","358.839","358.838,73","Energie","US7185461040","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PPL","PPL CORP","Aktien","0,25","28,47","12.264","349.156","349.156,08","Versorger","US69351T1060","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"EIX","EDISON INTERNATIONAL","Aktien","0,24","56,28","6.066","341.394","341.394,48","Versorger","US2810201077","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"O39","OVERSEA-CHINESE BANKING LTD","Aktien","0,24","6,43","52.200","335.772","335.771,52","Financials","SG1S04926220","Singapore Exchange","Singapur","SGD"
"FMG","FORTESCUE METALS GROUP LTD","Aktien","0,23","11,91","27.376","326.113","326.113,45","Materialien","AU000000FMG4","Asx - All Markets","Australien","AUD"
"6301","KOMATSU LTD","Aktien","0,23","23,29","14.000","326.006","326.005,59","Industrie","JP3304200003","Tokyo Stock Exchange","Japan","JPY"
"AMP","AMERIPRISE FINANCE INC","Aktien","0,23","166,73","1.953","325.624","325.623,69","Financials","US03076C1062","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"6902","DENSO CORP","Aktien","0,23","45,76","7.100","324.877","324.877,06","Zyklische Konsumgüter ","JP3551500006","Tokyo Stock Exchange","Japan","JPY"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Aktien","0,23","76,69","4.215","323.248","323.248,35","Materialien","NL0009434992","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AEE","AMEREN CORP","Aktien","0,23","81,15","3.956","321.029","321.029,40","Versorger","US0236081024","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MXIM","MAXIM INTEGRATED PRODUCTS INC","Aktien","0,23","73,34","4.342","318.442","318.442,28","IT","US57772K1016","NASDAQ","Vereinigte Staaten","USD"
"DFS","DISCOVER FINANCIAL SERVICES","Aktien","0,22","64,13","4.887","313.403","313.403,31","Financials","US2547091080","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FTS","FORTIS INC","Aktien","0,22","41,56","7.482","310.920","310.919,55","Versorger","CA3495531079","Toronto Stock Exchange","Kanada","CAD"
"MPC","MARATHON PETROLEUM CORP","Aktien","0,22","29,38","10.410","305.846","305.845,80","Energie","US56585A1025","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CMS","CMS ENERGY CORP","Aktien","0,21","64,76","4.553","294.852","294.852,28","Versorger","US1258961002","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AMCR","AMCOR PLC","Aktien","0,21","11,41","25.823","294.640","294.640,43","Materialien","JE00BJ1F3079","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SSE","SSE PLC","Aktien","0,21","17,51","16.812","294.296","294.296,21","Versorger","GB0007908733","London Stock Exchange","Vereinigtes Königreich","GBP"
"6752","PANASONIC CORP","Aktien","0,21","8,34","35.000","291.846","291.846,31","Zyklische Konsumgüter ","JP3866800000","Tokyo Stock Exchange","Japan","JPY"
"PGHN","PARTNERS GROUP HOLDING AG","Aktien","0,20","949,00","296","280.905","280.905,23","Financials","CH0024608827","Six Swiss Exchange Ag","Schweiz","CHF"
"K","KELLOGG","Aktien","0,20","66,82","4.172","278.773","278.773,04","Nichtzyklische Konsumgüter","US4878361082","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"5108","BRIDGESTONE CORP","Aktien","0,20","32,21","8.600","276.983","276.982,99","Zyklische Konsumgüter ","JP3830800003","Tokyo Stock Exchange","Japan","JPY"
"VLO","VALERO ENERGY CORP","Aktien","0,20","41,43","6.626","274.515","274.515,18","Energie","US91913Y1001","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"8750","DAI-ICHI LIFE HOLDINGS INC","Aktien","0,19","15,31","17.700","271.030","271.030,46","Financials","JP3476480003","Tokyo Stock Exchange","Japan","JPY"
"UPM","UPM-KYMMENE","Aktien","0,19","30,75","8.748","268.964","268.964,19","Materialien","FI0009005987","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"1","CK HUTCHISON HOLDINGS LTD","Aktien","0,19","6,10","44.000","268.542","268.541,94","Industrie","KYG217651051","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"NTRS","NORTHERN TRUST CORP","Aktien","0,19","83,93","3.150","264.380","264.379,50","Financials","US6658591044","NASDAQ","Vereinigte Staaten","USD"
"IMB","IMPERIAL BRANDS PLC","Aktien","0,19","17,32","15.188","263.008","263.008,03","Nichtzyklische Konsumgüter","GB0004544929","London Stock Exchange","Vereinigtes Königreich","GBP"
"16","SUN HUNG KAI PROPERTIES LTD","Aktien","0,19","12,76","20.500","261.606","261.606,45","Immobilien","HK0016000132","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"7751","CANON INC","Aktien","0,19","16,21","16.100","261.023","261.023,36","IT","JP3242800005","Tokyo Stock Exchange","Japan","JPY"
"IP","INTERNATIONAL PAPER","Aktien","0,19","44,01","5.930","260.979","260.979,30","Materialien","US4601461035","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FITB","FIFTH THIRD BANCORP","Aktien","0,19","23,12","11.267","260.493","260.493,04","Financials","US3167731005","NASDAQ","Vereinigte Staaten","USD"
"G","ASSICURAZIONI GENERALI","Aktien","0,18","14,50","17.663","256.181","256.181,33","Financials","IT0000062072","Borsa Italiana","Italien","EUR"
"SGSN","SGS SA","Aktien","0,18","2.694,24","95","255.953","255.953,16","Industrie","CH0002497458","Six Swiss Exchange Ag","Schweiz","CHF"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Aktien","0,18","5,46","46.567","254.082","254.081,77","Versorger","PTEDP0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"2","CLP HOLDINGS LTD","Aktien","0,18","9,57","26.500","253.716","253.716,13","Versorger","HK0002007356","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"SYF","SYNCHRONY FINANCIAL","Aktien","0,18","28,54","8.752","249.782","249.782,08","Financials","US87165B1035","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"1925","DAIWA HOUSE INDUSTRY LTD","Aktien","0,18","27,37","9.000","246.288","246.287,96","Immobilien","JP3505000004","Tokyo Stock Exchange","Japan","JPY"
"MG","MAGNA INTERNATIONAL INC","Aktien","0,17","52,21","4.638","242.155","242.154,50","Zyklische Konsumgüter ","CA5592224011","Toronto Stock Exchange","Kanada","CAD"
"GPC","GENUINE PARTS","Aktien","0,17","99,90","2.369","236.663","236.663,10","Zyklische Konsumgüter ","US3724601055","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NUE","NUCOR CORP","Aktien","0,17","48,67","4.786","232.935","232.934,62","Materialien","US6703461052","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Aktien","0,16","41,18","5.619","231.406","231.405,81","Kommunikation","CA7751092007","Toronto Stock Exchange","Kanada","CAD"
"CAH","CARDINAL HEALTH INC","Aktien","0,16","47,92","4.726","226.470","226.469,92","Gesundheitsversorgung","US14149Y1082","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SCMN","SWISSCOM AG","Aktien","0,16","547,60","411","225.065","225.065,00","Kommunikation","CH0008742519","Six Swiss Exchange Ag","Schweiz","CHF"
"SJM","JM SMUCKER","Aktien","0,16","120,09","1.863","223.728","223.727,67","Nichtzyklische Konsumgüter","US8326964058","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LNT","ALLIANT ENERGY CORP","Aktien","0,15","54,08","3.995","216.050","216.049,60","Versorger","US0188021085","NASDAQ","Vereinigte Staaten","USD"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Aktien","0,15","37,74","5.684","214.514","214.514,16","Financials","US4165151048","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"III","3I GROUP PLC","Aktien","0,15","13,90","15.090","209.676","209.675,85","Financials","GB00B1YW4409","London Stock Exchange","Vereinigtes Königreich","GBP"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Aktien","0,15","1,60","129.500","207.535","207.535,10","Kommunikation","SG1T75931496","Singapore Exchange","Singapur","SGD"
"MTB","M&T BANK CORP","Aktien","0,15","99,76","2.067","206.204","206.203,92","Financials","US55261F1049","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"1113","CK ASSET HOLDINGS LTD","Aktien","0,15","4,97","41.500","206.161","206.161,29","Immobilien","KYG2177B1014","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"KEY","KEYCORP","Aktien","0,14","12,81","15.442","197.812","197.812,02","Financials","US4932671088","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PPL","PEMBINA PIPELINE CORP","Aktien","0,14","22,07","8.945","197.431","197.431,31","Energie","CA7063271034","Toronto Stock Exchange","Kanada","CAD"
"WHR","WHIRLPOOL CORP","Aktien","0,14","201,37","979","197.141","197.141,23","Zyklische Konsumgüter ","US9633201069","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CFG","CITIZENS FINANCIAL GROUP INC","Aktien","0,14","28,02","7.000","196.140","196.140,00","Financials","US1746101054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"8630","SOMPO HOLDINGS INC","Aktien","0,14","36,32","5.400","196.126","196.126,40","Financials","JP3165000005","Tokyo Stock Exchange","Japan","JPY"
"SLHN","SWISS LIFE HOLDING AG","Aktien","0,14","382,58","508","194.350","194.349,75","Financials","CH0014852781","Six Swiss Exchange Ag","Schweiz","CHF"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Aktien","0,14","27,32","7.100","193.991","193.991,09","Financials","JP3890310000","Tokyo Stock Exchange","Japan","JPY"
"RF","REGIONS FINANCIAL CORP","Aktien","0,14","12,49","15.530","193.970","193.969,70","Financials","US7591EP1005","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BT.A","BT GROUP PLC","Aktien","0,14","1,38","138.938","192.333","192.332,93","Kommunikation","GB0030913577","London Stock Exchange","Vereinigtes Königreich","GBP"
"STX","SEAGATE TECHNOLOGY PLC","Aktien","0,14","51,18","3.730","190.901","190.901,40","IT","IE00B58JVZ52","NASDAQ","Vereinigte Staaten","USD"
"7270","SUBARU CORP","Aktien","0,13","19,82","9.500","188.317","188.316,67","Zyklische Konsumgüter ","JP3814800003","Tokyo Stock Exchange","Japan","JPY"
"11","HANG SENG BANK LTD","Aktien","0,13","15,17","12.400","188.160","188.160,00","Financials","HK0011000095","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"POW","POWER CORPORATION OF CANADA","Aktien","0,13","20,29","9.102","184.686","184.686,29","Financials","CA7392391016","Toronto Stock Exchange","Kanada","CAD"
"ASX","ASX LTD","Aktien","0,13","59,58","3.098","184.589","184.589,46","Financials","AU000000ASX7","Asx - All Markets","Australien","AUD"
"OMC","OMNICOM GROUP INC","Aktien","0,13","52,86","3.432","181.416","181.415,52","Kommunikation","US6819191064","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"EMN","EASTMAN CHEMICAL","Aktien","0,13","84,52","2.146","181.380","181.379,92","Materialien","US2774321002","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
