Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"ASML","ASML HOLDING NV","Aktien","0,37","404,29","45.126","18.243.864","18.243.864,19","IT","NL0010273215","Euronext Amsterdam","Niederlande","EUR"
"MCD","MCDONALDS CORP","Aktien","0,36","227,35","78.605","17.870.847","17.870.846,75","Zyklische Konsumgüter ","US5801351017","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CSCO","CISCO SYSTEMS INC","Aktien","0,36","39,81","445.106","17.719.670","17.719.669,86","IT","US17275R1023","NASDAQ","Vereinigte Staaten","USD"
"COST","COSTCO WHOLESALE CORP","Aktien","0,35","380,68","46.425","17.673.069","17.673.069,00","Nichtzyklische Konsumgüter","US22160K1051","NASDAQ","Vereinigte Staaten","USD"
"SAP","SAP","Aktien","0,35","157,46","112.079","17.648.357","17.648.357,44","IT","DE0007164600","Xetra","Deutschland","EUR"
"NKE","NIKE INC CLASS B","Aktien","0,34","129,20","132.399","17.105.951","17.105.950,80","Zyklische Konsumgüter ","US6541061031","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ABBV","ABBVIE INC","Aktien","0,33","87,83","187.037","16.427.460","16.427.459,71","Gesundheitsversorgung","US00287Y1091","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AVGO","BROADCOM INC","Aktien","0,33","381,49","42.430","16.186.621","16.186.620,70","IT","US11135F1012","NASDAQ","Vereinigte Staaten","USD"
"NEE","NEXTERA ENERGY INC","Aktien","0,31","301,47","51.723","15.592.933","15.592.932,81","Versorger","US65339F1012","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"QCOM","QUALCOMM INC","Aktien","0,31","127,46","121.614","15.500.920","15.500.920,44","IT","US7475251036","NASDAQ","Vereinigte Staaten","USD"
"ACN","ACCENTURE PLC CLASS A","Aktien","0,31","229,38","67.103","15.392.086","15.392.086,14","IT","IE00B4BNMY34","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AZN","ASTRAZENECA PLC","Aktien","0,31","109,81","139.896","15.361.926","15.361.926,04","Gesundheitsversorgung","GB0009895292","London Stock Exchange","Vereinigtes Königreich","GBP"
"MDT","MEDTRONIC PLC","Aktien","0,31","106,94","143.151","15.308.568","15.308.567,94","Gesundheitsversorgung","IE00BTN1Y115","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"XOM","EXXON MOBIL CORP","Aktien","0,31","34,22","447.247","15.304.792","15.304.792,34","Energie","US30231G1022","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TXN","TEXAS INSTRUMENT INC","Aktien","0,31","154,49","98.385","15.199.499","15.199.498,65","IT","US8825081040","NASDAQ","Vereinigte Staaten","USD"
"DHR","DANAHER CORP","Aktien","0,30","225,62","66.400","14.981.168","14.981.168,00","Gesundheitsversorgung","US2358511028","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CVX","CHEVRON CORP","Aktien","0,30","73,40","204.005","14.973.967","14.973.967,00","Energie","US1667641005","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"7203","TOYOTA MOTOR CORP","Aktien","0,30","66,61","224.100","14.927.967","14.927.967,03","Zyklische Konsumgüter ","JP3633400001","Tokyo Stock Exchange","Japan","JPY"
"AMGN","AMGEN INC","Aktien","0,30","239,34","62.194","14.885.512","14.885.511,96","Gesundheitsversorgung","US0311621009","NASDAQ","Vereinigte Staaten","USD"
"BMY","BRISTOL MYERS SQUIBB","Aktien","0,29","61,13","239.775","14.657.446","14.657.445,75","Gesundheitsversorgung","US1101221083","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"UNP","UNION PACIFIC CORP","Aktien","0,29","203,00","71.544","14.523.432","14.523.432,00","Industrie","US9078181081","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MC","LVMH","Aktien","0,29","489,43","29.209","14.295.796","14.295.795,92","Zyklische Konsumgüter ","FR0000121014","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"LOW","LOWES COMPANIES INC","Aktien","0,28","175,33","80.307","14.080.226","14.080.226,31","Zyklische Konsumgüter ","US5486611073","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LLY","ELI LILLY","Aktien","0,28","150,08","91.261","13.696.451","13.696.450,88","Gesundheitsversorgung","US5324571083","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NOVO B","NOVO NORDISK CLASS B","Aktien","0,27","73,52","185.799","13.659.040","13.659.039,95","Gesundheitsversorgung","DK0060534915","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"ORCL","ORACLE CORP","Aktien","0,27","60,97","217.091","13.236.038","13.236.038,27","IT","US68389X1054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LIN","LINDE PLC","Aktien","0,26","235,98","55.623","13.125.916","13.125.915,54","Materialien","IE00BZ12WP82","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"1299","AIA GROUP LTD","Aktien","0,26","10,37","1.262.493","13.089.202","13.089.201,62","Financials","HK0000069689","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"PM","PHILIP MORRIS INTERNATIONAL INC","Aktien","0,26","79,21","165.161","13.082.403","13.082.402,81","Nichtzyklische Konsumgüter","US7181721090","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"HON","HONEYWELL INTERNATIONAL INC","Aktien","0,26","171,55","76.222","13.075.884","13.075.884,10","Industrie","US4385161066","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Aktien","0,26","175,33","74.536","13.068.397","13.068.396,88","Industrie","US9113121068","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Aktien","0,25","1.108,11","11.164","12.370.976","12.370.976,33","IT","CA82509L1076","Toronto Stock Exchange","Kanada","CAD"
"SAN","SANOFI SA","Aktien","0,24","102,78","116.768","12.001.822","12.001.822,33","Gesundheitsversorgung","FR0000120578","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Aktien","0,24","125,10","94.350","11.803.185","11.803.185,00","IT","US4592001014","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AMT","AMERICAN TOWER REIT CORP","Aktien","0,23","242,41","46.822","11.350.121","11.350.121,02","Immobilien","US03027X1000","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RY","ROYAL BANK OF CANADA","Aktien","0,23","74,05","151.945","11.252.187","11.252.187,00","Financials","CA7800871021","Toronto Stock Exchange","Kanada","CAD"
"SBUX","STARBUCKS CORP","Aktien","0,22","90,16","122.978","11.087.696","11.087.696,48","Zyklische Konsumgüter ","US8552441094","NASDAQ","Vereinigte Staaten","USD"
"9984","SOFTBANK GROUP CORP","Aktien","0,22","66,88","165.000","11.034.917","11.034.917,33","Kommunikation","JP3436100006","Tokyo Stock Exchange","Japan","JPY"
"AMD","ADVANCED MICRO DEVICES INC","Aktien","0,21","85,28","125.291","10.684.816","10.684.816,48","IT","US0079031078","NASDAQ","Vereinigte Staaten","USD"
"LMT","LOCKHEED MARTIN CORP","Aktien","0,21","388,95","27.147","10.558.826","10.558.825,65","Industrie","US5398301094","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CSL","CSL LTD","Aktien","0,21","213,76","48.974","10.468.504","10.468.503,61","Gesundheitsversorgung","AU000000CSL8","Asx - All Markets","Australien","AUD"
"SIE","SIEMENS N AG","Aktien","0,21","130,64","80.080","10.461.672","10.461.671,70","Industrie","DE0007236101","Xetra","Deutschland","EUR"
"BLK","BLACKROCK INC","Aktien","0,21","638,96","16.191","10.345.401","10.345.401,36","Financials","US09247X1019","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NOW","SERVICENOW INC","Aktien","0,21","518,30","19.925","10.327.128","10.327.127,50","IT","US81762P1021","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WFC","WELLS FARGO","Aktien","0,21","24,74","413.500","10.229.990","10.229.990,00","Financials","US9497461015","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"6758","SONY CORP","Aktien","0,20","74,95","136.000","10.193.396","10.193.395,56","Zyklische Konsumgüter ","JP3435000009","Tokyo Stock Exchange","Japan","JPY"
"MMM","3M","Aktien","0,20","166,63","61.153","10.189.924","10.189.924,39","Industrie","US88579Y1010","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GSK","GLAXOSMITHKLINE PLC","Aktien","0,20","18,69","534.447","9.989.909","9.989.909,19","Gesundheitsversorgung","GB0009252882","London Stock Exchange","Vereinigtes Königreich","GBP"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Aktien","0,20","649,95","15.175","9.862.991","9.862.991,25","Kommunikation","US16119P1084","NASDAQ","Vereinigte Staaten","USD"
"C","CITIGROUP INC","Aktien","0,20","43,68","223.649","9.768.988","9.768.988,32","Financials","US1729674242","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Aktien","0,19","145,96","66.205","9.663.282","9.663.281,80","IT","US31620M1062","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"UNA","UNILEVER NV","Aktien","0,19","62,17","154.532","9.607.677","9.607.677,24","Nichtzyklische Konsumgüter","NL0000388619","Euronext Amsterdam","Niederlande","EUR"
"CAT","CATERPILLAR INC","Aktien","0,19","162,12","59.141","9.587.939","9.587.938,92","Industrie","US1491231015","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RTX","RAYTHEON TECHNOLOGIES CORP","Aktien","0,19","59,52","159.433","9.489.452","9.489.452,16","Industrie","US75513E1010","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"INTU","INTUIT INC","Aktien","0,19","349,59","27.095","9.472.141","9.472.141,05","IT","US4612021034","NASDAQ","Vereinigte Staaten","USD"
"ISRG","INTUITIVE SURGICAL INC","Aktien","0,19","755,35","12.525","9.460.759","9.460.758,75","Gesundheitsversorgung","US46120E6023","NASDAQ","Vereinigte Staaten","USD"
"CBA","COMMONWEALTH BANK OF AUSTRALIA","Aktien","0,19","49,73","189.928","9.444.761","9.444.761,43","Financials","AU000000CBA7","Asx - All Markets","Australien","AUD"
"BA","BOEING","Aktien","0,18","162,14","56.619","9.180.205","9.180.204,66","Industrie","US0970231058","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TGT","TARGET CORP","Aktien","0,18","165,64","54.973","9.105.728","9.105.727,72","Zyklische Konsumgüter ","US87612E1064","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"DGE","DIAGEO PLC","Aktien","0,18","35,07","258.786","9.075.287","9.075.286,79","Nichtzyklische Konsumgüter","GB0002374006","London Stock Exchange","Vereinigtes Königreich","GBP"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Aktien","0,18","58,90","153.279","9.028.133","9.028.133,10","Nichtzyklische Konsumgüter","US6092071058","NASDAQ","Vereinigte Staaten","USD"
"OR","LOREAL SA","Aktien","0,18","337,17","26.769","9.025.710","9.025.710,15","Nichtzyklische Konsumgüter","FR0000120321","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"TD","TORONTO DOMINION","Aktien","0,18","46,03","196.066","9.025.095","9.025.094,51","Financials","CA8911605092","Toronto Stock Exchange","Kanada","CAD"
"6861","KEYENCE CORP","Aktien","0,18","471,60","19.120","9.016.937","9.016.936,56","IT","JP3236200006","Tokyo Stock Exchange","Japan","JPY"
"SPGI","S&P GLOBAL INC","Aktien","0,18","354,00","25.232","8.932.128","8.932.128,00","Financials","US78409V1044","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GILD","GILEAD SCIENCES INC","Aktien","0,18","64,49","136.162","8.781.087","8.781.087,38","Gesundheitsversorgung","US3755581036","NASDAQ","Vereinigte Staaten","USD"
"FP","TOTAL","Aktien","0,18","34,30","255.561","8.766.822","8.766.821,79","Energie","FR0000120271","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ALV","ALLIANZ","Aktien","0,18","195,56","44.572","8.716.549","8.716.548,81","Financials","DE0008404005","Xetra","Deutschland","EUR"
"BATS","BRITISH AMERICAN TOBACCO PLC","Aktien","0,17","35,24","244.056","8.601.511","8.601.510,64","Nichtzyklische Konsumgüter","GB0002875804","London Stock Exchange","Vereinigtes Königreich","GBP"
"HSBA","HSBC HOLDINGS PLC","Aktien","0,17","3,96","2.163.693","8.575.423","8.575.423,32","Financials","GB0005405286","London Stock Exchange","Vereinigtes Königreich","GBP"
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","Aktien","0,17","518,79","16.498","8.558.997","8.558.997,42","IT","US98980L1017","NASDAQ","Vereinigte Staaten","USD"
"PLD","PROLOGIS REIT INC","Aktien","0,17","106,63","79.334","8.459.384","8.459.384,42","Immobilien","US74340W1036","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CNR","CANADIAN NATIONAL RAILWAY","Aktien","0,17","110,83","76.045","8.428.094","8.428.094,15","Industrie","CA1363751027","Toronto Stock Exchange","Kanada","CAD"
"ZTS","ZOETIS INC CLASS A","Aktien","0,17","165,32","50.470","8.343.700","8.343.700,40","Gesundheitsversorgung","US98978V1035","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"IBE","IBERDROLA SA","Aktien","0,17","13,09","631.003","8.259.001","8.259.001,39","Versorger","ES0144580Y14","Bolsa De Madrid","Spanien","EUR"
"ANTM","ANTHEM INC","Aktien","0,16","297,44","27.336","8.130.820","8.130.819,84","Gesundheitsversorgung","US0367521038","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BHP","BHP GROUP LTD","Aktien","0,16","26,03","310.632","8.084.258","8.084.257,60","Materialien","AU000000BHP4","Asx - All Markets","Australien","AUD"
"SYK","STRYKER CORP","Aktien","0,16","220,00","36.399","8.007.780","8.007.780,00","Gesundheitsversorgung","US8636671013","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CVS","CVS HEALTH CORP","Aktien","0,16","59,12","134.660","7.961.099","7.961.099,20","Gesundheitsversorgung","US1266501006","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MS","MORGAN STANLEY","Aktien","0,16","50,44","155.976","7.867.429","7.867.429,44","Financials","US6174464486","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ENEL","ENEL","Aktien","0,16","9,06","867.258","7.854.732","7.854.732,12","Versorger","IT0003128367","Borsa Italiana","Italien","EUR"
"MO","ALTRIA GROUP INC","Aktien","0,16","39,38","198.822","7.829.610","7.829.610,36","Nichtzyklische Konsumgüter","US02209S1033","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BKNG","BOOKING HOLDINGS INC","Aktien","0,16","1.780,97","4.390","7.818.458","7.818.458,30","Zyklische Konsumgüter ","US09857L1089","NASDAQ","Vereinigte Staaten","USD"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Aktien","0,16","159,25","48.467","7.718.304","7.718.303,83","Materialien","FR0000120073","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"AXP","AMERICAN EXPRESS","Aktien","0,15","105,01","72.890","7.654.179","7.654.178,90","Financials","US0258161092","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"DE","DEERE","Aktien","0,15","237,22","32.207","7.640.145","7.640.144,54","Industrie","US2441991054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Aktien","0,15","276,09","27.256","7.525.109","7.525.109,04","Gesundheitsversorgung","US92532F1003","NASDAQ","Vereinigte Staaten","USD"
"ULVR","UNILEVER PLC","Aktien","0,15","63,29","118.775","7.517.717","7.517.716,82","Nichtzyklische Konsumgüter","GB00B10RZP78","London Stock Exchange","Vereinigtes Königreich","GBP"
"TJX","TJX INC","Aktien","0,15","57,39","130.245","7.474.761","7.474.760,55","Zyklische Konsumgüter ","US8725401090","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SQ","SQUARE INC CLASS A","Aktien","0,15","190,47","38.943","7.417.473","7.417.473,21","IT","US8522341036","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SU","SCHNEIDER ELECTRIC","Aktien","0,15","130,48","56.510","7.373.190","7.373.189,72","Industrie","FR0000121972","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"EQIX","EQUINIX REIT INC","Aktien","0,15","826,11","8.894","7.347.422","7.347.422,34","Immobilien","US29444U7000","NASDAQ","Vereinigte Staaten","USD"
"BDX","BECTON DICKINSON","Aktien","0,15","236,71","30.853","7.303.214","7.303.213,63","Gesundheitsversorgung","US0758871091","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RIO","RIO TINTO PLC","Aktien","0,15","61,22","119.234","7.299.803","7.299.803,21","Materialien","GB0007188757","London Stock Exchange","Vereinigtes Königreich","GBP"
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","Aktien","0,15","166,80","43.508","7.257.134","7.257.134,40","Immobilien","US22822V1017","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TMUS","T MOBILE US INC","Aktien","0,14","121,57","58.709","7.137.253","7.137.253,13","Kommunikation","US8725901040","NASDAQ","Vereinigte Staaten","USD"
"DUK","DUKE ENERGY CORP","Aktien","0,14","92,92","76.747","7.131.331","7.131.331,24","Versorger","US26441C2044","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RB.","RECKITT BENCKISER GROUP PLC","Aktien","0,14","95,89","74.347","7.129.032","7.129.031,53","Nichtzyklische Konsumgüter","GB00B24CGK77","London Stock Exchange","Vereinigtes Königreich","GBP"
"D","DOMINION ENERGY INC","Aktien","0,14","81,57","86.647","7.067.796","7.067.795,79","Versorger","US25746U1097","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GS","GOLDMAN SACHS GROUP INC","Aktien","0,14","210,81","33.444","7.050.330","7.050.329,64","Financials","US38141G1040","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FDX","FEDEX CORP","Aktien","0,14","272,74","25.846","7.049.238","7.049.238,04","Industrie","US31428X1063","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CL","COLGATE-PALMOLIVE","Aktien","0,14","80,26","86.922","6.976.360","6.976.359,72","Nichtzyklische Konsumgüter","US1941621039","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"APD","AIR PRODUCTS AND CHEMICALS INC","Aktien","0,14","301,10","23.060","6.943.366","6.943.366,00","Materialien","US0091581068","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CI","CIGNA CORP","Aktien","0,14","174,58","39.390","6.876.706","6.876.706,20","Gesundheitsversorgung","US1255231003","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Aktien","0,14","149,69","45.932","6.875.561","6.875.561,08","IT","US0530151036","NASDAQ","Vereinigte Staaten","USD"
"ITW","ILLINOIS TOOL INC","Aktien","0,14","203,16","33.244","6.753.851","6.753.851,04","Industrie","US4523081093","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ADS","ADIDAS N AG","Aktien","0,13","336,47","19.812","6.666.056","6.666.056,47","Zyklische Konsumgüter ","DE000A1EWWW0","Xetra","Deutschland","EUR"
"7974","NINTENDO LTD","Aktien","0,13","562,75","11.800","6.640.470","6.640.469,99","Kommunikation","JP3756600007","Tokyo Stock Exchange","Japan","JPY"
"ENB","ENBRIDGE INC","Aktien","0,13","29,65","223.206","6.618.545","6.618.544,61","Energie","CA29250N1050","Toronto Stock Exchange","Kanada","CAD"
"ATVI","ACTIVISION BLIZZARD INC","Aktien","0,13","81,98","80.473","6.597.177","6.597.176,54","Kommunikation","US00507V1098","NASDAQ","Vereinigte Staaten","USD"
"AMAT","APPLIED MATERIAL INC","Aktien","0,13","64,69","100.964","6.531.361","6.531.361,16","IT","US0382221051","NASDAQ","Vereinigte Staaten","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Aktien","0,13","607,98","10.693","6.501.130","6.501.130,14","Gesundheitsversorgung","US75886F1075","NASDAQ","Vereinigte Staaten","USD"
"388","HONG KONG EXCHANGES AND CLEARING L","Aktien","0,13","48,62","133.274","6.479.696","6.479.695,90","Financials","HK0388045442","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"CSX","CSX CORP","Aktien","0,13","79,19","81.590","6.461.112","6.461.112,10","Industrie","US1264081035","NASDAQ","Vereinigte Staaten","USD"
"SO","SOUTHERN","Aktien","0,13","58,34","109.478","6.386.947","6.386.946,52","Versorger","US8425871071","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FISV","FISERV INC","Aktien","0,13","104,76","60.458","6.333.580","6.333.580,08","IT","US3377381088","NASDAQ","Vereinigte Staaten","USD"
"MMC","MARSH & MCLENNAN INC","Aktien","0,13","114,95","54.743","6.292.708","6.292.707,85","Financials","US5717481023","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CME","CME GROUP INC CLASS A","Aktien","0,13","167,50","37.534","6.286.945","6.286.945,00","Financials","US12572Q1058","NASDAQ","Vereinigte Staaten","USD"
