Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"UNA","UNILEVER NV","Aktien","2,01","52,94","198.333","10.499.749","10.499.749,02","Nichtzyklische Konsumgüter","NL0000388619","Euronext Amsterdam","Niederlande","EUR"
"HSBA","HSBC HOLDINGS PLC","Aktien","1,94","3,37","2.995.809","10.110.159","10.110.159,48","Financials","GB0005405286","London Stock Exchange","Vereinigtes Königreich","GBP"
"OR","LOREAL SA","Aktien","1,94","287,10","35.196","10.104.772","10.104.771,60","Nichtzyklische Konsumgüter","FR0000120321","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"DGE","DIAGEO PLC","Aktien","1,93","29,86","337.561","10.079.890","10.079.890,22","Nichtzyklische Konsumgüter","GB0002374006","London Stock Exchange","Vereinigtes Königreich","GBP"
"ALV","ALLIANZ","Aktien","1,93","166,52","60.383","10.054.977","10.054.977,16","Financials","DE0008404005","Xetra","Deutschland","EUR"
"BATS","BRITISH AMERICAN TOBACCO PLC","Aktien","1,91","30,01","331.938","9.961.533","9.961.532,87","Nichtzyklische Konsumgüter","GB0002875804","London Stock Exchange","Vereinigtes Königreich","GBP"
"IBE","IBERDROLA SA","Aktien","1,79","11,15","838.088","9.340.491","9.340.490,76","Versorger","ES0144580Y14","Bolsa De Madrid","Spanien","EUR"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Aktien","1,78","135,60","68.370","9.270.972","9.270.972,00","Materialien","FR0000120073","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ULVR","UNILEVER PLC","Aktien","1,75","53,89","169.148","9.116.156","9.116.155,99","Nichtzyklische Konsumgüter","GB00B10RZP78","London Stock Exchange","Vereinigtes Königreich","GBP"
"SU","SCHNEIDER ELECTRIC","Aktien","1,70","111,10","79.714","8.856.225","8.856.225,40","Industrie","FR0000121972","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"RB.","RECKITT BENCKISER GROUP PLC","Aktien","1,67","81,65","106.497","8.695.377","8.695.377,04","Nichtzyklische Konsumgüter","GB00B24CGK77","London Stock Exchange","Vereinigtes Königreich","GBP"
"ENEL","ENEL","Aktien","1,66","7,71","1.123.362","8.663.368","8.663.367,74","Versorger","IT0003128367","Borsa Italiana","Italien","EUR"
"RIO","RIO TINTO PLC","Aktien","1,55","52,13","154.983","8.079.399","8.079.399,06","Materialien","GB0007188757","London Stock Exchange","Vereinigtes Königreich","GBP"
"ADS","ADIDAS N AG","Aktien","1,48","286,50","26.976","7.728.624","7.728.624,00","Zyklische Konsumgüter ","DE000A1EWWW0","Xetra","Deutschland","EUR"
"BAS","BASF N","Aktien","1,38","54,33","132.923","7.221.707","7.221.706,59","Materialien","DE000BASF111","Xetra","Deutschland","EUR"
"ADYEN","ADYEN NV","Aktien","1,32","1.716,00","4.030","6.915.480","6.915.480,00","IT","NL0012969182","Euronext Amsterdam","Niederlande","EUR"
"BP.","BP PLC","Aktien","1,32","2,36","2.929.721","6.905.116","6.905.115,65","Energie","GB0007980591","London Stock Exchange","Vereinigtes Königreich","GBP"
"DTE","DEUTSCHE TELEKOM N AG","Aktien","1,31","14,54","469.315","6.821.494","6.821.493,53","Kommunikation","DE0005557508","Xetra","Deutschland","EUR"
"RDSA","ROYAL DUTCH SHELL PLC","Aktien","1,25","11,00","592.879","6.521.669","6.521.669,00","Energie","GB00B03MLX29","Euronext Amsterdam","Vereinigtes Königreich","EUR"
"ZURN","ZURICH INSURANCE GROUP AG","Aktien","1,23","295,48","21.732","6.421.385","6.421.385,49","Financials","CH0011075394","Six Swiss Exchange Ag","Schweiz","CHF"
"KER","KERING SA","Aktien","1,22","589,20","10.786","6.355.111","6.355.111,20","Zyklische Konsumgüter ","FR0000121485","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BAYN","BAYER AG","Aktien","1,22","44,75","141.878","6.349.041","6.349.040,50","Gesundheitsversorgung","DE000BAY0017","Xetra","Deutschland","EUR"
"ABBN","ABB LTD","Aktien","1,21","22,78","276.592","6.301.607","6.301.606,52","Industrie","CH0012221716","Six Swiss Exchange Ag","Schweiz","CHF"
"ABI","ANHEUSER BUSCH INBEV NV","Aktien","1,15","49,42","121.838","6.021.234","6.021.233,96","Nichtzyklische Konsumgüter","BE0974293251","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"DAI","DAIMLER AG","Aktien","1,13","48,88","121.224","5.924.823","5.924.823,00","Zyklische Konsumgüter ","DE0007100000","Xetra","Deutschland","EUR"
"DG","VINCI SA","Aktien","1,13","72,94","81.091","5.914.778","5.914.777,54","Industrie","FR0000125486","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"REL","RELX PLC","Aktien","1,03","18,89","286.031","5.403.653","5.403.652,89","Industrie","GB00B2B0DG97","London Stock Exchange","Vereinigtes Königreich","GBP"
"BNP","BNP PARIBAS SA","Aktien","1,03","32,17","166.525","5.357.942","5.357.941,87","Financials","FR0000131104","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"AIR","AIRBUS GROUP","Aktien","1,02","63,68","83.749","5.333.136","5.333.136,32","Industrie","NL0000235190","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BHP","BHP GROUP PLC","Aktien","1,01","18,24","290.048","5.291.919","5.291.918,84","Materialien","GB00BH0P3Z91","London Stock Exchange","Vereinigtes Königreich","GBP"
"NG.","NATIONAL GRID PLC","Aktien","1,01","10,37","508.895","5.276.004","5.276.004,27","Versorger","GB00BDR05C01","London Stock Exchange","Vereinigtes Königreich","GBP"
"UBSG","UBS GROUP AG","Aktien","0,98","9,92","516.935","5.127.603","5.127.603,17","Financials","CH0244767585","Six Swiss Exchange Ag","Schweiz","CHF"
"VOD","VODAFONE GROUP PLC","Aktien","0,92","1,24","3.874.457","4.798.309","4.798.309,13","Kommunikation","GB00BH4HKS39","London Stock Exchange","Vereinigtes Königreich","GBP"
"CS","AXA SA","Aktien","0,91","15,96","298.479","4.762.531","4.762.530,92","Financials","FR0000120628","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"PRU","PRUDENTIAL PLC","Aktien","0,91","12,59","376.214","4.736.171","4.736.170,67","Financials","GB0007099541","London Stock Exchange","Vereinigtes Königreich","GBP"
"SAF","SAFRAN SA","Aktien","0,83","85,28","50.970","4.346.722","4.346.721,60","Industrie","FR0000073272","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ISP","INTESA SANPAOLO","Aktien","0,82","1,63","2.615.527","4.271.679","4.271.678,70","Financials","IT0000072618","Borsa Italiana","Italien","EUR"
"EUR","EUR CASH","Geldmarkt","0,25","100,00","1.322.712","1.322.712","1.322.712,46","Cash und/oder Derivate","-","-","Europäische Union","EUR"
"ICSEAGD","BLK ICS EUR LIQ FUND AGEN ACC T0","Money Market","0,18","99,24","9.502","942.985","942.985,01","Cash und/oder Derivate","IE00B568BM13","-","Irland","EUR"
"BZFUT","CASH COLLATERAL EUR BZFUT","Cash Collateral and Margins","0,06","100,00","321.740","321.740","321.740,00","Cash und/oder Derivate","-","-","Europäische Union","EUR"
"GBP","GBP CASH","Geldmarkt","0,04","110,58","203.889","225.452","225.451,72","Cash und/oder Derivate","-","-","Vereinigtes Königreich","GBP"
"DKK","DKK CASH","Geldmarkt","0,04","13,43","1.365.238","183.413","183.412,86","Cash und/oder Derivate","-","-","Dänemark","DKK"
"USD","USD CASH","Geldmarkt","0,00","85,15","16.950","14.433","14.432,60","Cash und/oder Derivate","-","-","Vereinigte Staaten","USD"
"SEK","SEK CASH","Geldmarkt","0,00","9,67","32.521","3.145","3.145,37","Cash und/oder Derivate","-","-","Schweden","SEK"
"CHF","CHF CASH","Geldmarkt","0,00","93,18","1.943","1.810","1.810,36","Cash und/oder Derivate","-","-","Schweiz","CHF"
"VHZ0","STOXX 50 DEC 20","Futures","0,00","2.947,00","98","0","2.888.060,00","Cash und/oder Derivate","DE000C47BWP2","Eurex Deutschland","Europäische Union","EUR"
 
