Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"FP","TOTAL","Aktien","0,96","29,21","1.916.645","55.985.200","55.985.200,45","Energie","FR0000120271","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"OR","LOREAL SA","Aktien","0,96","287,10","194.663","55.887.747","55.887.747,30","Nichtzyklische Konsumgüter","FR0000120321","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"DGE","DIAGEO PLC","Aktien","0,93","29,86","1.812.052","54.109.584","54.109.583,86","Nichtzyklische Konsumgüter","GB0002374006","London Stock Exchange","Vereinigtes Königreich","GBP"
"ALV","ALLIANZ","Aktien","0,92","166,52","322.529","53.707.529","53.707.529,08","Financials","DE0008404005","Xetra","Deutschland","EUR"
"BATS","BRITISH AMERICAN TOBACCO PLC","Aktien","0,92","30,01","1.778.536","53.374.259","53.374.259,11","Nichtzyklische Konsumgüter","GB0002875804","London Stock Exchange","Vereinigtes Königreich","GBP"
"HSBA","HSBC HOLDINGS PLC","Aktien","0,91","3,37","15.726.547","53.073.443","53.073.443,02","Financials","GB0005405286","London Stock Exchange","Vereinigtes Königreich","GBP"
"IBE","IBERDROLA SA","Aktien","0,88","11,15","4.605.836","51.332.042","51.332.042,22","Versorger","ES0144580Y14","Bolsa De Madrid","Spanien","EUR"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Aktien","0,86","135,60","367.359","49.813.880","49.813.880,40","Materialien","FR0000120073","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ULVR","UNILEVER PLC","Aktien","0,84","53,89","906.010","48.829.005","48.829.004,70","Nichtzyklische Konsumgüter","GB00B10RZP78","London Stock Exchange","Vereinigtes Königreich","GBP"
"ENEL","ENEL","Aktien","0,83","7,71","6.289.778","48.506.768","48.506.767,94","Versorger","IT0003128367","Borsa Italiana","Italien","EUR"
"SU","SCHNEIDER ELECTRIC","Aktien","0,82","111,10","430.019","47.775.111","47.775.110,90","Industrie","FR0000121972","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"RIO","RIO TINTO PLC","Aktien","0,78","52,13","869.729","45.339.732","45.339.731,86","Materialien","GB0007188757","London Stock Exchange","Vereinigtes Königreich","GBP"
"RB.","RECKITT BENCKISER GROUP PLC","Aktien","0,77","81,65","549.552","44.870.389","44.870.389,22","Nichtzyklische Konsumgüter","GB00B24CGK77","London Stock Exchange","Vereinigtes Königreich","GBP"
"ADS","ADIDAS N AG","Aktien","0,73","286,50","147.646","42.300.579","42.300.579,00","Zyklische Konsumgüter ","DE000A1EWWW0","Xetra","Deutschland","EUR"
"BAS","BASF N","Aktien","0,67","54,33","713.640","38.772.061","38.772.061,20","Materialien","DE000BASF111","Xetra","Deutschland","EUR"
"DTE","DEUTSCHE TELEKOM N AG","Aktien","0,64","14,54","2.567.598","37.320.037","37.320.036,93","Kommunikation","DE0005557508","Xetra","Deutschland","EUR"
"BP.","BP PLC","Aktien","0,63","2,36","15.687.534","36.974.250","36.974.249,97","Energie","GB0007980591","London Stock Exchange","Vereinigtes Königreich","GBP"
"RDSA","ROYAL DUTCH SHELL PLC","Aktien","0,60","10,86","3.191.421","34.671.770","34.671.770,03","Energie","GB00B03MLX29","London Stock Exchange","Vereinigtes Königreich","GBP"
"KER","KERING SA","Aktien","0,59","589,20","58.637","34.548.920","34.548.920,40","Zyklische Konsumgüter ","FR0000121485","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BAYN","BAYER AG","Aktien","0,59","44,75","765.470","34.254.783","34.254.782,50","Gesundheitsversorgung","DE000BAY0017","Xetra","Deutschland","EUR"
"ZURN","ZURICH INSURANCE GROUP AG","Aktien","0,59","295,48","115.895","34.244.730","34.244.729,93","Financials","CH0011075394","Six Swiss Exchange Ag","Schweiz","CHF"
"ABBN","ABB LTD","Aktien","0,56","22,78","1.436.932","32.737.679","32.737.678,82","Industrie","CH0012221716","Six Swiss Exchange Ag","Schweiz","CHF"
"DAI","DAIMLER AG","Aktien","0,56","48,88","663.476","32.427.390","32.427.389,50","Zyklische Konsumgüter ","DE0007100000","Xetra","Deutschland","EUR"
"DPW","DEUTSCHE POST AG","Aktien","0,55","41,47","767.025","31.808.527","31.808.526,75","Industrie","DE0005552004","Xetra","Deutschland","EUR"
"PRX","PROSUS NV","Aktien","0,54","82,76","379.130","31.376.799","31.376.798,80","Zyklische Konsumgüter ","NL0013654783","Euronext Amsterdam","Niederlande","EUR"
"RDSB","ROYAL DUTCH SHELL PLC CLASS B","Aktien","0,52","10,52","2.875.672","30.258.900","30.258.900,14","Energie","GB00B03MM408","London Stock Exchange","Vereinigtes Königreich","GBP"
"LONN","LONZA GROUP AG","Aktien","0,52","521,82","57.936","30.232.171","30.232.171,20","Gesundheitsversorgung","CH0013841017","Six Swiss Exchange Ag","Schweiz","CHF"
"BHP","BHP GROUP PLC","Aktien","0,51","18,24","1.630.233","29.743.562","29.743.562,22","Materialien","GB00BH0P3Z91","London Stock Exchange","Vereinigtes Königreich","GBP"
"ABI","ANHEUSER BUSCH INBEV NV","Aktien","0,51","49,42","595.430","29.426.151","29.426.150,60","Nichtzyklische Konsumgüter","BE0974293251","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"DG","VINCI SA","Aktien","0,50","72,94","400.875","29.239.823","29.239.822,50","Industrie","FR0000125486","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"PHIA","KONINKLIJKE PHILIPS NV","Aktien","0,50","41,27","708.379","29.238.343","29.238.343,22","Gesundheitsversorgung","NL0000009538","Euronext Amsterdam","Niederlande","EUR"
"AIR","AIRBUS GROUP","Aktien","0,50","63,68","456.194","29.050.434","29.050.433,92","Industrie","NL0000235190","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"UBSG","UBS GROUP AG","Aktien","0,48","9,92","2.842.303","28.193.490","28.193.490,23","Financials","CH0244767585","Six Swiss Exchange Ag","Schweiz","CHF"
"BNP","BNP PARIBAS SA","Aktien","0,48","32,17","875.827","28.179.734","28.179.733,72","Financials","FR0000131104","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"REL","RELX PLC","Aktien","0,48","18,89","1.490.337","28.155.213","28.155.213,36","Industrie","GB00B2B0DG97","London Stock Exchange","Vereinigtes Königreich","GBP"
"NG.","NATIONAL GRID PLC","Aktien","0,48","10,37","2.711.318","28.109.778","28.109.777,75","Versorger","GB00BDR05C01","London Stock Exchange","Vereinigtes Königreich","GBP"
"GIVN","GIVAUDAN SA","Aktien","0,47","3.793,43","7.189","27.271.083","27.271.083,29","Materialien","CH0010645932","Six Swiss Exchange Ag","Schweiz","CHF"
"IFX","INFINEON TECHNOLOGIES AG","Aktien","0,46","27,57","967.574","26.671.177","26.671.177,31","IT","DE0006231004","Xetra","Deutschland","EUR"
"EL","ESSILORLUXOTTICA SA","Aktien","0,45","119,45","221.646","26.475.615","26.475.614,70","Zyklische Konsumgüter ","FR0000121667","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BN","DANONE SA","Aktien","0,45","55,00","476.173","26.189.515","26.189.515,00","Nichtzyklische Konsumgüter","FR0000120644","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"PRU","PRUDENTIAL PLC","Aktien","0,44","12,59","2.030.247","25.558.848","25.558.847,60","Financials","GB0007099541","London Stock Exchange","Vereinigtes Königreich","GBP"
"VOD","VODAFONE GROUP PLC","Aktien","0,44","1,24","20.575.730","25.481.948","25.481.948,34","Kommunikation","GB00BH4HKS39","London Stock Exchange","Vereinigtes Königreich","GBP"
"LSE","LONDON STOCK EXCHANGE GROUP PLC","Aktien","0,42","98,17","246.709","24.219.183","24.219.183,05","Financials","GB00B0SWJX34","London Stock Exchange","Vereinigtes Königreich","GBP"
"SIKA","SIKA AG","Aktien","0,42","220,10","109.991","24.208.610","24.208.609,64","Materialien","CH0418792922","Six Swiss Exchange Ag","Schweiz","CHF"
"CS","AXA SA","Aktien","0,41","15,96","1.506.338","24.035.129","24.035.129,13","Financials","FR0000120628","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ADYEN","ADYEN NV","Aktien","0,41","1.716,00","14.002","24.027.432","24.027.432,00","IT","NL0012969182","Euronext Amsterdam","Niederlande","EUR"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Aktien","0,41","58,72","403.609","23.701.293","23.701.293,29","Zyklische Konsumgüter ","CH0210483332","Six Swiss Exchange Ag","Schweiz","CHF"
"VNA","VONOVIA SE","Aktien","0,41","59,60","396.963","23.658.995","23.658.994,80","Immobilien","DE000A1ML7J1","Xetra","Deutschland","EUR"
"EXPN","EXPERIAN PLC","Aktien","0,41","33,87","698.160","23.646.198","23.646.197,67","Industrie","GB00B19NLV48","London Stock Exchange","Vereinigtes Königreich","GBP"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Aktien","0,40","217,10","108.604","23.577.928","23.577.928,40","Financials","DE0008430026","Xetra","Deutschland","EUR"
"DSV","DSV PANALPINA","Aktien","0,40","146,91","160.466","23.573.456","23.573.456,08","Industrie","DK0060079531","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"VWS","VESTAS WIND SYSTEMS","Aktien","0,40","151,81","154.216","23.411.504","23.411.504,41","Industrie","DK0010268606","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"RI","PERNOD RICARD SA","Aktien","0,40","141,00","165.170","23.288.970","23.288.970,00","Nichtzyklische Konsumgüter","FR0000120693","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ATCO A","ATLAS COPCO CLASS A","Aktien","0,37","41,69","518.669","21.621.155","21.621.154,73","Industrie","SE0011166610","Nasdaq Omx Nordic","Schweden","SEK"
"DB1","DEUTSCHE BOERSE AG","Aktien","0,37","146,70","147.180","21.591.306","21.591.306,00","Financials","DE0005810055","Xetra","Deutschland","EUR"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Aktien","0,37","24,79","857.944","21.268.432","21.268.431,76","Nichtzyklische Konsumgüter","NL0011794037","Euronext Amsterdam","Niederlande","EUR"
"SAF","SAFRAN SA","Aktien","0,36","85,28","248.417","21.185.002","21.185.001,76","Industrie","FR0000073272","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ISP","INTESA SANPAOLO","Aktien","0,36","1,63","12.814.796","20.929.125","20.929.124,83","Financials","IT0000072618","Borsa Italiana","Italien","EUR"
"ERIC B","ERICSSON B","Aktien","0,36","9,22","2.262.349","20.865.902","20.865.902,19","IT","SE0000108656","Nasdaq Omx Nordic","Schweden","SEK"
"SAN","BANCO SANTANDER SA","Aktien","0,36","1,61","12.921.409","20.847.401","20.847.401,28","Financials","ES0113900J37","Bolsa De Madrid","Spanien","EUR"
"ITX","INDUSTRIA DE DISENO TEXTIL INDITEX","Aktien","0,35","24,13","847.208","20.443.129","20.443.129,04","Zyklische Konsumgüter ","ES0148396007","Bolsa De Madrid","Spanien","EUR"
"AAL","ANGLO AMERICAN PLC","Aktien","0,35","21,46","951.991","20.434.428","20.434.427,80","Materialien","GB00B1XZS820","London Stock Exchange","Vereinigtes Königreich","GBP"
"ORSTED","ORSTED","Aktien","0,35","137,91","147.986","20.408.027","20.408.027,44","Versorger","DK0060094928","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"ALC","ALCON AG","Aktien","0,35","53,13","381.217","20.255.001","20.255.001,33","Gesundheitsversorgung","CH0432492467","Six Swiss Exchange Ag","Schweiz","CHF"
"CRG","CRH PLC","Aktien","0,34","33,01","608.711","20.093.550","20.093.550,11","Materialien","IE0001827041","Irish Stock Exchange - All Market","Irland","EUR"
"VOLV B","VOLVO CLASS B","Aktien","0,34","17,49","1.146.783","20.053.538","20.053.537,54","Industrie","SE0000115446","Nasdaq Omx Nordic","Schweden","SEK"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Aktien","0,34","138,50","144.465","20.008.403","20.008.402,50","Zyklische Konsumgüter ","DE0007664039","Xetra","Deutschland","EUR"
"DSM","KONINKILIJKE DSM NV","Aktien","0,34","147,35","133.656","19.694.212","19.694.211,60","Materialien","NL0000009827","Euronext Amsterdam","Niederlande","EUR"
"KNEBV","KONE","Aktien","0,34","74,86","262.212","19.629.190","19.629.190,32","Industrie","FI0009013403","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"INVE B","INVESTOR B","Aktien","0,33","54,72","352.860","19.309.752","19.309.751,99","Financials","SE0000107419","Nasdaq Omx Nordic","Schweden","SEK"
"RMS","HERMES INTERNATIONAL","Aktien","0,33","779,80","24.617","19.196.337","19.196.336,60","Zyklische Konsumgüter ","FR0000052292","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"TSCO","TESCO PLC","Aktien","0,32","2,46","7.671.047","18.864.651","18.864.651,32","Nichtzyklische Konsumgüter","GB0008847096","London Stock Exchange","Vereinigtes Königreich","GBP"
"INGA","ING GROEP NV","Aktien","0,32","6,25","3.008.632","18.797.933","18.797.932,74","Financials","NL0011821202","Euronext Amsterdam","Niederlande","EUR"
"CPG","COMPASS GROUP PLC","Aktien","0,32","13,43","1.382.539","18.574.324","18.574.324,35","Zyklische Konsumgüter ","GB00BD6K4575","London Stock Exchange","Vereinigtes Königreich","GBP"
"NDA SE","NORDEA BANK","Aktien","0,30","6,76","2.543.844","17.190.660","17.190.659,62","Financials","FI4000297767","Nasdaq Omx Nordic","Schweden","SEK"
"ENGI","ENGIE SA","Aktien","0,29","12,05","1.419.842","17.109.096","17.109.096,10","Versorger","FR0010208488","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"FLTR","FLUTTER ENTERTAINMENT PLC","Aktien","0,29","143,45","118.525","17.002.411","17.002.411,25","Zyklische Konsumgüter ","IE00BWT6H894","Irish Stock Exchange - All Market","Irland","EUR"
"AMS","AMADEUS IT GROUP SA","Aktien","0,29","48,41","349.226","16.906.031","16.906.030,66","IT","ES0109067019","Bolsa De Madrid","Spanien","EUR"
"EOAN","E.ON N","Aktien","0,29","9,65","1.751.158","16.895.172","16.895.172,38","Versorger","DE000ENAG999","Xetra","Deutschland","EUR"
"CSGN","CREDIT SUISSE GROUP AG","Aktien","0,29","8,97","1.881.856","16.886.727","16.886.726,86","Financials","CH0012138530","Six Swiss Exchange Ag","Schweiz","CHF"
"RWE","RWE AG","Aktien","0,29","33,95","496.880","16.869.076","16.869.076,00","Versorger","DE0007037129","Xetra","Deutschland","EUR"
"DSY","DASSAULT SYSTEMES","Aktien","0,29","160,90","103.350","16.629.015","16.629.015,00","IT","FR0000130650","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BMW","BMW AG","Aktien","0,28","64,25","257.294","16.531.140","16.531.139,50","Zyklische Konsumgüter ","DE0005190003","Xetra","Deutschland","EUR"
"GMAB","GENMAB","Aktien","0,28","323,91","50.450","16.341.045","16.341.044,98","Gesundheitsversorgung","DK0010272202","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"HEIA","HEINEKEN NV","Aktien","0,28","80,78","201.945","16.313.117","16.313.117,10","Nichtzyklische Konsumgüter","NL0000009165","Euronext Amsterdam","Niederlande","EUR"
"LHN","LAFARGEHOLCIM LTD","Aktien","0,28","40,19","405.822","16.309.770","16.309.770,45","Materialien","CH0012214059","Six Swiss Exchange Ag","Schweiz","CHF"
"LLOY","LLOYDS BANKING GROUP PLC","Aktien","0,28","0,30","54.556.850","16.209.750","16.209.749,73","Financials","GB0008706128","London Stock Exchange","Vereinigtes Königreich","GBP"
"VIV","VIVENDI SA","Aktien","0,28","25,05","645.982","16.181.849","16.181.849,10","Kommunikation","FR0000127771","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ASSA B","ASSA ABLOY B","Aktien","0,27","20,58","768.295","15.812.879","15.812.879,21","Industrie","SE0007100581","Nasdaq Omx Nordic","Schweden","SEK"
"NESTE","NESTE","Aktien","0,27","47,96","328.772","15.767.905","15.767.905,12","Energie","FI0009013296","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"WKL","WOLTERS KLUWER NV","Aktien","0,27","73,88","209.816","15.501.206","15.501.206,08","Industrie","NL0000395903","Euronext Amsterdam","Niederlande","EUR"
"FERG","FERGUSON PLC","Aktien","0,26","89,01","172.878","15.388.453","15.388.453,12","Industrie","JE00BJVNSS43","London Stock Exchange","Vereinigtes Königreich","GBP"
"RACE","FERRARI NV","Aktien","0,26","157,35","97.719","15.376.085","15.376.084,65","Zyklische Konsumgüter ","NL0011585146","Borsa Italiana","Italien","EUR"
"BARC","BARCLAYS PLC","Aktien","0,26","1,13","13.526.462","15.271.065","15.271.064,62","Financials","GB0031348658","London Stock Exchange","Vereinigtes Königreich","GBP"
"NOKIA","NOKIA","Aktien","0,26","3,44","4.389.401","15.092.955","15.092.955,34","IT","FI0009000681","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"SREN","SWISS RE AG","Aktien","0,26","65,56","229.859","15.070.239","15.070.239,26","Financials","CH0126881561","Six Swiss Exchange Ag","Schweiz","CHF"
"ORA","ORANGE SA","Aktien","0,26","9,72","1.548.227","15.054.959","15.054.959,35","Kommunikation","FR0000133308","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"GEBN","GEBERIT AG","Aktien","0,26","515,67","28.812","14.857.487","14.857.487,19","Industrie","CH0030170408","Six Swiss Exchange Ag","Schweiz","CHF"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Aktien","0,25","36,98","401.010","14.829.350","14.829.349,80","Industrie","FR0000125007","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"STM","STMICROELECTRONICS NV","Aktien","0,25","29,90","494.258","14.778.314","14.778.314,20","IT","NL0000226223","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"LR","LEGRAND SA","Aktien","0,25","71,06","203.081","14.430.936","14.430.935,86","Industrie","FR0010307819","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SAND","SANDVIK","Aktien","0,25","16,76","860.725","14.426.943","14.426.942,57","Industrie","SE0000667891","Nasdaq Omx Nordic","Schweden","SEK"
"GLEN","GLENCORE PLC","Aktien","0,25","1,86","7.744.116","14.415.129","14.415.128,84","Materialien","JE00B4T3BW64","London Stock Exchange","Vereinigtes Königreich","GBP"
"HEXA B","HEXAGON B","Aktien","0,25","65,44","218.113","14.273.316","14.273.315,57","IT","SE0000103699","Nasdaq Omx Nordic","Schweden","SEK"
"CAP","CAPGEMINI","Aktien","0,24","111,85","126.222","14.117.931","14.117.930,70","IT","FR0000125338","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"KRZ","KERRY GROUP PLC","Aktien","0,24","111,40","123.804","13.791.766","13.791.765,60","Nichtzyklische Konsumgüter","IE0004906560","Irish Stock Exchange - All Market","Irland","EUR"
"ESSITY B","ESSITY CLASS B","Aktien","0,23","29,11","469.993","13.682.618","13.682.618,19","Nichtzyklische Konsumgüter","SE0009922164","Nasdaq Omx Nordic","Schweden","SEK"
"AKZA","AKZO NOBEL NV","Aktien","0,23","90,74","149.584","13.573.252","13.573.252,16","Materialien","NL0013267909","Euronext Amsterdam","Niederlande","EUR"
"BA.","BAE SYSTEMS PLC","Aktien","0,23","5,34","2.507.411","13.394.359","13.394.358,55","Industrie","GB0002634946","London Stock Exchange","Vereinigtes Königreich","GBP"
"ENI","ENI","Aktien","0,23","6,69","1.986.380","13.280.937","13.280.936,68","Energie","IT0003132476","Borsa Italiana","Italien","EUR"
"CLNX","CELLNEX TELECOM SA","Aktien","0,23","53,56","246.776","13.217.323","13.217.322,56","Kommunikation","ES0105066007","Bolsa De Madrid","Spanien","EUR"
"MRK","MERCK","Aktien","0,23","130,55","100.877","13.169.492","13.169.492,35","Gesundheitsversorgung","DE0006599905","Xetra","Deutschland","EUR"
"SAMPO","SAMPO","Aktien","0,22","35,81","364.972","13.069.647","13.069.647,32","Financials","FI0009003305","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"HEN3","HENKEL & KGAA PREF AG","Aktien","0,22","91,56","139.480","12.770.789","12.770.788,80","Nichtzyklische Konsumgüter","DE0006048432","Xetra","Deutschland","EUR"
"TEP","TELEPERFORMANCE","Aktien","0,22","274,70","46.011","12.639.222","12.639.221,70","Industrie","FR0000051807","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"FRE","FRESENIUS SE AND CO KGAA","Aktien","0,21","38,37","324.459","12.449.492","12.449.491,83","Gesundheitsversorgung","DE0005785604","Xetra","Deutschland","EUR"
"COLO B","COLOPLAST B","Aktien","0,21","133,94","91.584","12.266.939","12.266.939,13","Gesundheitsversorgung","DK0060448595","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"ML","MICHELIN","Aktien","0,21","93,44","130.370","12.181.773","12.181.772,80","Zyklische Konsumgüter ","FR0000121261","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SSE","SSE PLC","Aktien","0,21","14,91","808.384","12.049.443","12.049.442,60","Versorger","GB0007908733","London Stock Exchange","Vereinigtes Königreich","GBP"
"FME","FRESENIUS MEDICAL CARE AG","Aktien","0,21","71,98","166.240","11.965.955","11.965.955,20","Gesundheitsversorgung","DE0005785802","Xetra","Deutschland","EUR"
"DWNI","DEUTSCHE WOHNEN","Aktien","0,20","44,92","264.746","11.892.390","11.892.390,32","Immobilien","DE000A0HN5C6","Xetra","Deutschland","EUR"
"SY1","SYMRISE AG","Aktien","0,20","118,70","100.031","11.873.680","11.873.679,70","Materialien","DE000SYM9999","Xetra","Deutschland","EUR"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA SA","Aktien","0,20","2,26","5.181.890","11.700.708","11.700.707,62","Financials","ES0113211835","Bolsa De Madrid","Spanien","EUR"
"PGHN","PARTNERS GROUP HOLDING AG","Aktien","0,20","808,07","14.456","11.681.543","11.681.543,01","Financials","CH0024608827","Six Swiss Exchange Ag","Schweiz","CHF"
"DBK","DEUTSCHE BANK AG","Aktien","0,20","7,79","1.498.963","11.670.926","11.670.925,92","Financials","DE0005140008","Xetra","Deutschland","EUR"
"UCG","UNICREDIT","Aktien","0,20","7,08","1.644.208","11.636.060","11.636.060,02","Financials","IT0005239360","Borsa Italiana","Italien","EUR"
"SN.","SMITH AND NEPHEW PLC","Aktien","0,20","16,88","687.382","11.606.374","11.606.373,66","Gesundheitsversorgung","GB0009223206","London Stock Exchange","Vereinigtes Königreich","GBP"
"TEF","TELEFONICA SA","Aktien","0,20","3,06","3.776.139","11.543.657","11.543.656,92","Kommunikation","ES0178430E18","Bolsa De Madrid","Spanien","EUR"
"ATCO B","ATLAS COPCO CLASS B","Aktien","0,19","36,16","310.243","11.219.378","11.219.377,98","Industrie","SE0011166628","Nasdaq Omx Nordic","Schweden","SEK"
"AHT","ASHTEAD GROUP PLC","Aktien","0,19","32,20","340.739","10.971.666","10.971.665,82","Industrie","GB0000536739","London Stock Exchange","Vereinigtes Königreich","GBP"
"IMB","IMPERIAL BRANDS PLC","Aktien","0,19","14,75","740.514","10.919.070","10.919.069,99","Nichtzyklische Konsumgüter","GB0004544929","London Stock Exchange","Vereinigtes Königreich","GBP"
"SGSN","SGS SA","Aktien","0,19","2.294,14","4.728","10.846.717","10.846.717,27","Industrie","CH0002497458","Six Swiss Exchange Ag","Schweiz","CHF"
"UPM","UPM-KYMMENE","Aktien","0,18","26,18","407.483","10.667.905","10.667.904,94","Materialien","FI0009005987","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"G","ASSICURAZIONI GENERALI","Aktien","0,18","12,35","849.688","10.493.647","10.493.646,80","Financials","IT0000062072","Borsa Italiana","Italien","EUR"
"SRT3","SARTORIUS PREF AG","Aktien","0,18","385,80","27.101","10.455.566","10.455.565,80","Gesundheitsversorgung","DE0007165631","Xetra","Deutschland","EUR"
"EUR","EUR CASH","Geldmarkt","0,18","100,00","10.375.048","10.375.048","10.375.048,35","Cash und/oder Derivate","-","-","Europäische Union","EUR"
"ZAL","ZALANDO","Aktien","0,17","85,82","118.738","10.190.095","10.190.095,16","Zyklische Konsumgüter ","DE000ZAL1111","Xetra","Deutschland","EUR"
"SOON","SONOVA HOLDING AG","Aktien","0,17","228,48","43.677","9.979.438","9.979.437,68","Gesundheitsversorgung","CH0012549785","Six Swiss Exchange Ag","Schweiz","CHF"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Aktien","0,17","4,65","2.130.685","9.899.163","9.899.162,51","Versorger","PTEDP0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"DHER","DELIVERY HERO","Aktien","0,17","99,20","99.243","9.844.906","9.844.905,60","Zyklische Konsumgüter ","DE000A2E4K43","Xetra","Deutschland","EUR"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Aktien","0,17","7,91","1.241.746","9.816.999","9.816.998,53","Financials","SE0000148884","Nasdaq Omx Nordic","Schweden","SEK"
"AV.","AVIVA PLC","Aktien","0,17","3,17","3.088.182","9.793.578","9.793.578,08","Financials","GB0002162385","London Stock Exchange","Vereinigtes Königreich","GBP"
"LGEN","LEGAL AND GENERAL GROUP PLC","Aktien","0,17","2,12","4.566.769","9.703.062","9.703.061,61","Financials","GB0005603997","London Stock Exchange","Vereinigtes Königreich","GBP"
"EQNR","EQUINOR","Aktien","0,17","12,45","778.150","9.684.161","9.684.160,84","Energie","NO0010096985","Oslo Bors Asa","Norwegen","NOK"
