Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"DGE","DIAGEO PLC","Aktien","0,93","29,86","786.192","23.476.436","23.476.435,53","Nichtzyklische Konsumgüter","GB0002374006","London Stock Exchange","Vereinigtes Königreich","GBP"
"ALV","ALLIANZ","Aktien","0,93","166,52","140.867","23.457.173","23.457.172,84","Financials","DE0008404005","Xetra","Deutschland","EUR"
"HSBA","HSBC HOLDINGS PLC","Aktien","0,92","3,37","6.888.440","23.246.885","23.246.884,89","Financials","GB0005405286","London Stock Exchange","Vereinigtes Königreich","GBP"
"BATS","BRITISH AMERICAN TOBACCO PLC","Aktien","0,91","30,01","771.707","23.159.098","23.159.097,92","Nichtzyklische Konsumgüter","GB0002875804","London Stock Exchange","Vereinigtes Königreich","GBP"
"IBE","IBERDROLA SA","Aktien","0,89","11,15","2.018.476","22.495.915","22.495.915,02","Versorger","ES0144580Y14","Bolsa De Madrid","Spanien","EUR"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Aktien","0,86","135,60","159.960","21.690.576","21.690.576,00","Materialien","FR0000120073","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ENEL","ENEL","Aktien","0,84","7,71","2.755.675","21.251.766","21.251.765,60","Versorger","IT0003128367","Borsa Italiana","Italien","EUR"
"ULVR","UNILEVER PLC","Aktien","0,84","53,89","393.112","21.186.596","21.186.595,84","Nichtzyklische Konsumgüter","GB00B10RZP78","London Stock Exchange","Vereinigtes Königreich","GBP"
"SU","SCHNEIDER ELECTRIC","Aktien","0,82","111,10","185.999","20.664.489","20.664.488,90","Industrie","FR0000121972","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"RIO","RIO TINTO PLC","Aktien","0,77","52,13","376.223","19.612.833","19.612.833,35","Materialien","GB0007188757","London Stock Exchange","Vereinigtes Königreich","GBP"
"RB.","RECKITT BENCKISER GROUP PLC","Aktien","0,77","81,65","240.169","19.609.567","19.609.566,53","Nichtzyklische Konsumgüter","GB00B24CGK77","London Stock Exchange","Vereinigtes Königreich","GBP"
"ADS","ADIDAS N AG","Aktien","0,73","286,50","64.081","18.359.207","18.359.206,50","Zyklische Konsumgüter ","DE000A1EWWW0","Xetra","Deutschland","EUR"
"BAS","BASF N","Aktien","0,66","54,33","308.114","16.739.834","16.739.833,62","Materialien","DE000BASF111","Xetra","Deutschland","EUR"
"DTE","DEUTSCHE TELEKOM N AG","Aktien","0,65","14,54","1.128.634","16.404.695","16.404.695,19","Kommunikation","DE0005557508","Xetra","Deutschland","EUR"
"BP.","BP PLC","Aktien","0,63","2,36","6.802.474","16.032.882","16.032.881,53","Energie","GB0007980591","London Stock Exchange","Vereinigtes Königreich","GBP"
"KER","KERING SA","Aktien","0,60","589,20","25.572","15.067.022","15.067.022,40","Zyklische Konsumgüter ","FR0000121485","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"RDSA","ROYAL DUTCH SHELL PLC","Aktien","0,59","10,86","1.384.897","15.045.596","15.045.595,77","Energie","GB00B03MLX29","London Stock Exchange","Vereinigtes Königreich","GBP"
"ZURN","ZURICH INSURANCE GROUP AG","Aktien","0,59","295,48","50.262","14.851.448","14.851.448,43","Financials","CH0011075394","Six Swiss Exchange Ag","Schweiz","CHF"
"BAYN","BAYER AG","Aktien","0,59","44,75","331.271","14.824.377","14.824.377,25","Gesundheitsversorgung","DE000BAY0017","Xetra","Deutschland","EUR"
"DAI","DAIMLER AG","Aktien","0,56","48,88","288.071","14.079.470","14.079.470,12","Zyklische Konsumgüter ","DE0007100000","Xetra","Deutschland","EUR"
"ABBN","ABB LTD","Aktien","0,55","22,78","615.406","14.020.819","14.020.819,34","Industrie","CH0012221716","Six Swiss Exchange Ag","Schweiz","CHF"
"DPW","DEUTSCHE POST AG","Aktien","0,54","41,47","331.548","13.749.296","13.749.295,56","Industrie","DE0005552004","Xetra","Deutschland","EUR"
"PRX","PROSUS NV","Aktien","0,54","82,76","164.745","13.634.296","13.634.296,20","Zyklische Konsumgüter ","NL0013654783","Euronext Amsterdam","Niederlande","EUR"
"RDSB","ROYAL DUTCH SHELL PLC CLASS B","Aktien","0,52","10,52","1.253.138","13.185.988","13.185.988,39","Energie","GB00B03MM408","London Stock Exchange","Vereinigtes Königreich","GBP"
"LONN","LONZA GROUP AG","Aktien","0,52","521,82","25.092","13.093.511","13.093.510,76","Gesundheitsversorgung","CH0013841017","Six Swiss Exchange Ag","Schweiz","CHF"
"BHP","BHP GROUP PLC","Aktien","0,51","18,24","712.194","12.993.963","12.993.962,55","Materialien","GB00BH0P3Z91","London Stock Exchange","Vereinigtes Königreich","GBP"
"PHIA","KONINKLIJKE PHILIPS NV","Aktien","0,50","41,27","307.918","12.709.315","12.709.315,45","Gesundheitsversorgung","NL0000009538","Euronext Amsterdam","Niederlande","EUR"
"ABI","ANHEUSER BUSCH INBEV NV","Aktien","0,50","49,42","256.984","12.700.149","12.700.149,28","Nichtzyklische Konsumgüter","BE0974293251","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"DG","VINCI SA","Aktien","0,50","72,94","173.498","12.654.944","12.654.944,12","Industrie","FR0000125486","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"AIR","AIRBUS GROUP","Aktien","0,50","63,68","197.363","12.568.076","12.568.075,84","Industrie","NL0000235190","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"REL","RELX PLC","Aktien","0,49","18,89","650.099","12.281.569","12.281.568,56","Industrie","GB00B2B0DG97","London Stock Exchange","Vereinigtes Königreich","GBP"
"UBSG","UBS GROUP AG","Aktien","0,48","9,92","1.233.935","12.239.699","12.239.699,42","Financials","CH0244767585","Six Swiss Exchange Ag","Schweiz","CHF"
"NG.","NATIONAL GRID PLC","Aktien","0,48","10,37","1.174.930","12.181.168","12.181.168,41","Versorger","GB00BDR05C01","London Stock Exchange","Vereinigtes Königreich","GBP"
"BNP","BNP PARIBAS SA","Aktien","0,48","32,17","378.563","12.180.265","12.180.264,52","Financials","FR0000131104","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"GIVN","GIVAUDAN SA","Aktien","0,47","3.793,43","3.106","11.782.443","11.782.443,27","Materialien","CH0010645932","Six Swiss Exchange Ag","Schweiz","CHF"
"IFX","INFINEON TECHNOLOGIES AG","Aktien","0,46","27,57","426.805","11.764.880","11.764.879,83","IT","DE0006231004","Xetra","Deutschland","EUR"
"EL","ESSILORLUXOTTICA SA","Aktien","0,46","119,45","97.016","11.588.561","11.588.561,20","Zyklische Konsumgüter ","FR0000121667","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BN","DANONE SA","Aktien","0,45","55,00","207.065","11.388.575","11.388.575,00","Nichtzyklische Konsumgüter","FR0000120644","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"VOD","VODAFONE GROUP PLC","Aktien","0,44","1,24","8.999.579","11.145.500","11.145.500,41","Kommunikation","GB00BH4HKS39","London Stock Exchange","Vereinigtes Königreich","GBP"
"PRU","PRUDENTIAL PLC","Aktien","0,43","12,59","873.712","10.999.190","10.999.189,68","Financials","GB0007099541","London Stock Exchange","Vereinigtes Königreich","GBP"
"SIKA","SIKA AG","Aktien","0,41","220,10","47.681","10.494.411","10.494.410,60","Materialien","CH0418792922","Six Swiss Exchange Ag","Schweiz","CHF"
"LSE","LONDON STOCK EXCHANGE GROUP PLC","Aktien","0,41","98,17","106.652","10.469.923","10.469.923,31","Financials","GB00B0SWJX34","London Stock Exchange","Vereinigtes Königreich","GBP"
"DSV","DSV PANALPINA","Aktien","0,41","146,91","71.223","10.463.103","10.463.102,85","Industrie","DK0060079531","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Aktien","0,41","58,72","177.821","10.442.254","10.442.253,95","Zyklische Konsumgüter ","CH0210483332","Six Swiss Exchange Ag","Schweiz","CHF"
"ADYEN","ADYEN NV","Aktien","0,41","1.716,00","6.060","10.398.960","10.398.960,00","IT","NL0012969182","Euronext Amsterdam","Niederlande","EUR"
"VNA","VONOVIA SE","Aktien","0,41","59,60","174.360","10.391.856","10.391.856,00","Immobilien","DE000A1ML7J1","Xetra","Deutschland","EUR"
"CS","AXA SA","Aktien","0,41","15,96","650.234","10.375.134","10.375.133,70","Financials","FR0000120628","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"EXPN","EXPERIAN PLC","Aktien","0,41","33,87","303.503","10.279.437","10.279.437,28","Industrie","GB00B19NLV48","London Stock Exchange","Vereinigtes Königreich","GBP"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Aktien","0,40","217,10","47.160","10.238.436","10.238.436,00","Financials","DE0008430026","Xetra","Deutschland","EUR"
"RI","PERNOD RICARD SA","Aktien","0,40","141,00","72.228","10.184.148","10.184.148,00","Nichtzyklische Konsumgüter","FR0000120693","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"VWS","VESTAS WIND SYSTEMS","Aktien","0,40","151,81","66.980","10.168.222","10.168.222,27","Industrie","DK0010268606","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"DB1","DEUTSCHE BOERSE AG","Aktien","0,37","146,70","63.810","9.360.927","9.360.927,00","Financials","DE0005810055","Xetra","Deutschland","EUR"
"ATCO A","ATLAS COPCO CLASS A","Aktien","0,37","41,69","224.537","9.360.014","9.360.014,23","Industrie","SE0011166610","Nasdaq Omx Nordic","Schweden","SEK"
"SAF","SAFRAN SA","Aktien","0,36","85,28","107.812","9.194.207","9.194.207,36","Industrie","FR0000073272","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ISP","INTESA SANPAOLO","Aktien","0,36","1,63","5.569.348","9.095.859","9.095.859,15","Financials","IT0000072618","Borsa Italiana","Italien","EUR"
"SAN","BANCO SANTANDER SA","Aktien","0,36","1,61","5.636.306","9.093.616","9.093.616,10","Financials","ES0113900J37","Bolsa De Madrid","Spanien","EUR"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Aktien","0,36","24,79","366.759","9.091.956","9.091.955,61","Nichtzyklische Konsumgüter","NL0011794037","Euronext Amsterdam","Niederlande","EUR"
"ERIC B","ERICSSON B","Aktien","0,36","9,22","982.846","9.064.900","9.064.900,47","IT","SE0000108656","Nasdaq Omx Nordic","Schweden","SEK"
"VOLV B","VOLVO CLASS B","Aktien","0,35","17,49","507.904","8.881.604","8.881.603,52","Industrie","SE0000115446","Nasdaq Omx Nordic","Schweden","SEK"
"AAL","ANGLO AMERICAN PLC","Aktien","0,35","21,46","413.613","8.878.177","8.878.177,41","Materialien","GB00B1XZS820","London Stock Exchange","Vereinigtes Königreich","GBP"
"ITX","INDUSTRIA DE DISENO TEXTIL INDITEX","Aktien","0,35","24,13","367.417","8.865.772","8.865.772,21","Zyklische Konsumgüter ","ES0148396007","Bolsa De Madrid","Spanien","EUR"
"ALC","ALCON AG","Aktien","0,35","53,13","165.547","8.795.921","8.795.921,23","Gesundheitsversorgung","CH0432492467","Six Swiss Exchange Ag","Schweiz","CHF"
"ORSTED","ORSTED","Aktien","0,35","137,91","63.507","8.757.941","8.757.940,61","Versorger","DK0060094928","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"CRG","CRH PLC","Aktien","0,34","33,01","264.409","8.728.141","8.728.141,09","Materialien","IE0001827041","Irish Stock Exchange - All Market","Irland","EUR"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Aktien","0,34","138,50","62.285","8.626.473","8.626.472,50","Zyklische Konsumgüter ","DE0007664039","Xetra","Deutschland","EUR"
"DSM","KONINKILIJKE DSM NV","Aktien","0,34","147,35","58.024","8.549.836","8.549.836,40","Materialien","NL0000009827","Euronext Amsterdam","Niederlande","EUR"
"KNEBV","KONE","Aktien","0,34","74,86","113.779","8.517.496","8.517.495,94","Industrie","FI0009013403","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"RMS","HERMES INTERNATIONAL","Aktien","0,33","779,80","10.866","8.473.307","8.473.306,80","Zyklische Konsumgüter ","FR0000052292","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"INVE B","INVESTOR B","Aktien","0,33","54,72","154.647","8.462.833","8.462.832,90","Financials","SE0000107419","Nasdaq Omx Nordic","Schweden","SEK"
"INGA","ING GROEP NV","Aktien","0,33","6,25","1.320.091","8.247.929","8.247.928,57","Financials","NL0011821202","Euronext Amsterdam","Niederlande","EUR"
"TSCO","TESCO PLC","Aktien","0,32","2,46","3.315.652","8.153.857","8.153.856,82","Nichtzyklische Konsumgüter","GB0008847096","London Stock Exchange","Vereinigtes Königreich","GBP"
"CPG","COMPASS GROUP PLC","Aktien","0,32","13,43","600.701","8.070.380","8.070.380,08","Zyklische Konsumgüter ","GB00BD6K4575","London Stock Exchange","Vereinigtes Königreich","GBP"
"AMS","AMADEUS IT GROUP SA","Aktien","0,30","48,41","154.595","7.483.944","7.483.943,95","IT","ES0109067019","Bolsa De Madrid","Spanien","EUR"
"ENGI","ENGIE SA","Aktien","0,29","12,05","614.936","7.409.979","7.409.978,80","Versorger","FR0010208488","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"FLTR","FLUTTER ENTERTAINMENT PLC","Aktien","0,29","143,45","51.465","7.382.654","7.382.654,25","Zyklische Konsumgüter ","IE00BWT6H894","Irish Stock Exchange - All Market","Irland","EUR"
"NDA SE","NORDEA BANK","Aktien","0,29","6,76","1.092.158","7.380.530","7.380.529,79","Financials","FI4000297767","Nasdaq Omx Nordic","Schweden","SEK"
"RWE","RWE AG","Aktien","0,29","33,95","216.364","7.345.558","7.345.557,80","Versorger","DE0007037129","Xetra","Deutschland","EUR"
"CSGN","CREDIT SUISSE GROUP AG","Aktien","0,29","8,97","817.881","7.339.208","7.339.208,24","Financials","CH0012138530","Six Swiss Exchange Ag","Schweiz","CHF"
"EOAN","E.ON N","Aktien","0,29","9,65","757.485","7.308.215","7.308.215,28","Versorger","DE000ENAG999","Xetra","Deutschland","EUR"
"DSY","DASSAULT SYSTEMES","Aktien","0,29","160,90","45.097","7.256.107","7.256.107,30","IT","FR0000130650","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BMW","BMW AG","Aktien","0,28","64,25","112.205","7.209.171","7.209.171,25","Zyklische Konsumgüter ","DE0005190003","Xetra","Deutschland","EUR"
"GMAB","GENMAB","Aktien","0,28","323,91","21.960","7.112.970","7.112.970,22","Gesundheitsversorgung","DK0010272202","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"LHN","LAFARGEHOLCIM LTD","Aktien","0,28","40,19","176.343","7.087.131","7.087.131,43","Materialien","CH0012214059","Six Swiss Exchange Ag","Schweiz","CHF"
"HEIA","HEINEKEN NV","Aktien","0,28","80,78","87.572","7.074.066","7.074.066,16","Nichtzyklische Konsumgüter","NL0000009165","Euronext Amsterdam","Niederlande","EUR"
"VIV","VIVENDI SA","Aktien","0,28","25,05","282.253","7.070.438","7.070.437,65","Kommunikation","FR0000127771","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"NESTE","NESTE","Aktien","0,28","47,96","146.977","7.049.017","7.049.016,92","Energie","FI0009013296","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"LLOY","LLOYDS BANKING GROUP PLC","Aktien","0,28","0,30","23.699.289","7.041.454","7.041.453,88","Financials","GB0008706128","London Stock Exchange","Vereinigtes Königreich","GBP"
"ASSA B","ASSA ABLOY B","Aktien","0,27","20,58","337.361","6.943.490","6.943.490,12","Industrie","SE0007100581","Nasdaq Omx Nordic","Schweden","SEK"
"FERG","FERGUSON PLC","Aktien","0,27","89,01","76.351","6.796.260","6.796.259,70","Industrie","JE00BJVNSS43","London Stock Exchange","Vereinigtes Königreich","GBP"
"WKL","WOLTERS KLUWER NV","Aktien","0,27","73,88","91.949","6.793.192","6.793.192,12","Industrie","NL0000395903","Euronext Amsterdam","Niederlande","EUR"
"SREN","SWISS RE AG","Aktien","0,26","65,56","101.398","6.647.954","6.647.954,27","Financials","CH0126881561","Six Swiss Exchange Ag","Schweiz","CHF"
"BARC","BARCLAYS PLC","Aktien","0,26","1,13","5.834.640","6.587.174","6.587.174,42","Financials","GB0031348658","London Stock Exchange","Vereinigtes Königreich","GBP"
"NOKIA","NOKIA","Aktien","0,26","3,44","1.896.622","6.521.535","6.521.534,75","IT","FI0009000681","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"ORA","ORANGE SA","Aktien","0,26","9,72","670.484","6.519.786","6.519.786,42","Kommunikation","FR0000133308","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"RACE","FERRARI NV","Aktien","0,26","157,35","41.240","6.489.114","6.489.114,00","Zyklische Konsumgüter ","NL0011585146","Borsa Italiana","Italien","EUR"
"GEBN","GEBERIT AG","Aktien","0,26","515,67","12.543","6.468.050","6.468.050,18","Industrie","CH0030170408","Six Swiss Exchange Ag","Schweiz","CHF"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Aktien","0,25","36,98","174.573","6.455.710","6.455.709,54","Industrie","FR0000125007","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"STM","STMICROELECTRONICS NV","Aktien","0,25","29,90","214.973","6.427.693","6.427.692,70","IT","NL0000226223","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"LR","LEGRAND SA","Aktien","0,25","71,06","89.396","6.352.480","6.352.479,76","Industrie","FR0010307819","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SAND","SANDVIK","Aktien","0,25","16,76","378.460","6.343.514","6.343.513,53","Industrie","SE0000667891","Nasdaq Omx Nordic","Schweden","SEK"
"GLEN","GLENCORE PLC","Aktien","0,25","1,86","3.366.945","6.267.332","6.267.332,00","Materialien","JE00B4T3BW64","London Stock Exchange","Vereinigtes Königreich","GBP"
"HEXA B","HEXAGON B","Aktien","0,25","65,44","94.827","6.205.479","6.205.479,25","IT","SE0000103699","Nasdaq Omx Nordic","Schweden","SEK"
"KRZ","KERRY GROUP PLC","Aktien","0,24","111,40","55.032","6.130.565","6.130.564,80","Nichtzyklische Konsumgüter","IE0004906560","Irish Stock Exchange - All Market","Irland","EUR"
"ESSITY B","ESSITY CLASS B","Aktien","0,24","29,11","208.073","6.057.502","6.057.501,74","Nichtzyklische Konsumgüter","SE0009922164","Nasdaq Omx Nordic","Schweden","SEK"
"CAP","CAPGEMINI","Aktien","0,24","111,85","53.683","6.004.444","6.004.443,55","IT","FR0000125338","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"AKZA","AKZO NOBEL NV","Aktien","0,23","90,74","65.366","5.931.311","5.931.310,84","Materialien","NL0013267909","Euronext Amsterdam","Niederlande","EUR"
"BA.","BAE SYSTEMS PLC","Aktien","0,23","5,34","1.096.955","5.859.833","5.859.832,55","Industrie","GB0002634946","London Stock Exchange","Vereinigtes Königreich","GBP"
"MRK","MERCK","Aktien","0,23","130,55","44.405","5.797.073","5.797.072,75","Gesundheitsversorgung","DE0006599905","Xetra","Deutschland","EUR"
"ENI","ENI","Aktien","0,23","6,69","859.990","5.749.893","5.749.893,14","Energie","IT0003132476","Borsa Italiana","Italien","EUR"
"CLNX","CELLNEX TELECOM SA","Aktien","0,23","53,56","106.506","5.704.461","5.704.461,36","Kommunikation","ES0105066007","Bolsa De Madrid","Spanien","EUR"
"HEN3","HENKEL & KGAA PREF AG","Aktien","0,22","91,56","60.318","5.522.716","5.522.716,08","Nichtzyklische Konsumgüter","DE0006048432","Xetra","Deutschland","EUR"
"ML","MICHELIN","Aktien","0,22","93,44","58.784","5.492.777","5.492.776,96","Zyklische Konsumgüter ","FR0000121261","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SAMPO","SAMPO","Aktien","0,22","35,81","152.564","5.463.317","5.463.316,84","Financials","FI0009003305","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"COLO B","COLOPLAST B","Aktien","0,22","133,94","40.786","5.462.956","5.462.956,19","Gesundheitsversorgung","DK0060448595","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"TEP","TELEPERFORMANCE","Aktien","0,21","274,70","19.493","5.354.727","5.354.727,10","Industrie","FR0000051807","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"FRE","FRESENIUS SE AND CO KGAA","Aktien","0,21","38,37","139.299","5.344.903","5.344.902,63","Gesundheitsversorgung","DE0005785604","Xetra","Deutschland","EUR"
"FME","FRESENIUS MEDICAL CARE AG","Aktien","0,21","71,98","73.664","5.302.335","5.302.334,72","Gesundheitsversorgung","DE0005785802","Xetra","Deutschland","EUR"
"SSE","SSE PLC","Aktien","0,21","14,91","351.486","5.239.107","5.239.107,14","Versorger","GB0007908733","London Stock Exchange","Vereinigtes Königreich","GBP"
"PGHN","PARTNERS GROUP HOLDING AG","Aktien","0,21","808,07","6.425","5.191.887","5.191.886,68","Financials","CH0024608827","Six Swiss Exchange Ag","Schweiz","CHF"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA SA","Aktien","0,20","2,26","2.274.101","5.134.920","5.134.920,06","Financials","ES0113211835","Bolsa De Madrid","Spanien","EUR"
"DWNI","DEUTSCHE WOHNEN","Aktien","0,20","44,92","113.771","5.110.593","5.110.593,32","Immobilien","DE000A0HN5C6","Xetra","Deutschland","EUR"
"SY1","SYMRISE AG","Aktien","0,20","118,70","42.853","5.086.651","5.086.651,10","Materialien","DE000SYM9999","Xetra","Deutschland","EUR"
"SN.","SMITH AND NEPHEW PLC","Aktien","0,20","16,88","300.989","5.082.168","5.082.168,00","Gesundheitsversorgung","GB0009223206","London Stock Exchange","Vereinigtes Königreich","GBP"
"DBK","DEUTSCHE BANK AG","Aktien","0,20","7,79","651.348","5.071.396","5.071.395,53","Financials","DE0005140008","Xetra","Deutschland","EUR"
"UCG","UNICREDIT","Aktien","0,20","7,08","715.036","5.060.310","5.060.309,77","Financials","IT0005239360","Borsa Italiana","Italien","EUR"
"AHT","ASHTEAD GROUP PLC","Aktien","0,20","32,20","156.271","5.031.867","5.031.866,59","Industrie","GB0000536739","London Stock Exchange","Vereinigtes Königreich","GBP"
"TEF","TELEFONICA SA","Aktien","0,20","3,06","1.619.362","4.950.390","4.950.389,63","Kommunikation","ES0178430E18","Bolsa De Madrid","Spanien","EUR"
"ATCO B","ATLAS COPCO CLASS B","Aktien","0,19","36,16","134.922","4.879.211","4.879.210,54","Industrie","SE0011166628","Nasdaq Omx Nordic","Schweden","SEK"
"IMB","IMPERIAL BRANDS PLC","Aktien","0,19","14,75","321.001","4.733.243","4.733.242,56","Nichtzyklische Konsumgüter","GB0004544929","London Stock Exchange","Vereinigtes Königreich","GBP"
"UPM","UPM-KYMMENE","Aktien","0,18","26,18","178.623","4.676.350","4.676.350,14","Materialien","FI0009005987","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"SGSN","SGS SA","Aktien","0,18","2.294,14","2.026","4.647.938","4.647.937,65","Industrie","CH0002497458","Six Swiss Exchange Ag","Schweiz","CHF"
"G","ASSICURAZIONI GENERALI","Aktien","0,18","12,35","374.731","4.627.928","4.627.927,85","Financials","IT0000062072","Borsa Italiana","Italien","EUR"
"SRT3","SARTORIUS PREF AG","Aktien","0,18","385,80","11.992","4.626.514","4.626.513,60","Gesundheitsversorgung","DE0007165631","Xetra","Deutschland","EUR"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Aktien","0,18","4,65","967.572","4.495.340","4.495.339,51","Versorger","PTEDP0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Aktien","0,17","7,91","555.815","4.394.164","4.394.163,57","Financials","SE0000148884","Nasdaq Omx Nordic","Schweden","SEK"
"SOON","SONOVA HOLDING AG","Aktien","0,17","228,48","18.925","4.324.035","4.324.034,57","Gesundheitsversorgung","CH0012549785","Six Swiss Exchange Ag","Schweiz","CHF"
"LGEN","LEGAL AND GENERAL GROUP PLC","Aktien","0,17","2,12","2.021.155","4.294.369","4.294.369,06","Financials","GB0005603997","London Stock Exchange","Vereinigtes Königreich","GBP"
"DHER","DELIVERY HERO","Aktien","0,17","99,20","43.085","4.274.032","4.274.032,00","Zyklische Konsumgüter ","DE000A2E4K43","Xetra","Deutschland","EUR"
"CARL B","CARLSBERG AS CL B","Aktien","0,17","120,40","35.369","4.258.427","4.258.426,59","Nichtzyklische Konsumgüter","DK0010181759","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"EUR","EUR CASH","Geldmarkt","0,17","100,00","4.229.631","4.229.631","4.229.630,60","Cash und/oder Derivate","-","-","Europäische Union","EUR"
"AV.","AVIVA PLC","Aktien","0,17","3,17","1.330.883","4.220.641","4.220.640,68","Financials","GB0002162385","London Stock Exchange","Vereinigtes Königreich","GBP"
"ZAL","ZALANDO","Aktien","0,17","85,82","48.858","4.192.994","4.192.993,56","Zyklische Konsumgüter ","DE000ZAL1111","Xetra","Deutschland","EUR"
"EQNR","EQUINOR","Aktien","0,16","12,45","334.125","4.158.222","4.158.221,73","Energie","NO0010096985","Oslo Bors Asa","Norwegen","NOK"
