Fondsposition per,"09.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"DAI","DAIMLER AG","Aktien","0,86","56,92","281.107","16.001.246","16.001.246,02","Zyklische Konsumgüter ","DE0007100000","Xetra","Deutschland","EUR"
"BMY","BRISTOL MYERS SQUIBB","Aktien","0,86","61,82","258.358","15.971.692","15.971.691,56","Gesundheitsversorgung","US1101221083","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CI","CIGNA CORP","Aktien","0,85","176,40","89.664","15.816.730","15.816.729,60","Gesundheitsversorgung","US1255231003","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"8306","MITSUBISHI UFJ FINANCIAL GROUP INC","Aktien","0,84","4,08","3.852.120","15.699.426","15.699.426,17","Financials","JP3902900004","Tokyo Stock Exchange","Japan","JPY"
"GM","GENERAL MOTORS","Aktien","0,83","32,16","482.123","15.505.076","15.505.075,68","Zyklische Konsumgüter ","US37045V1008","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BAYN","BAYER AG","Aktien","0,79","55,21","266.727","14.725.773","14.725.773,22","Gesundheitsversorgung","DE000BAY0017","Xetra","Deutschland","EUR"
"7267","HONDA MOTOR LTD","Aktien","0,79","24,44","601.400","14.697.031","14.697.030,90","Zyklische Konsumgüter ","JP3854600008","Tokyo Stock Exchange","Japan","JPY"
"ANTM","ANTHEM INC","Aktien","0,73","294,41","46.037","13.553.753","13.553.753,17","Gesundheitsversorgung","US0367521038","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"1925","DAIWA HOUSE INDUSTRY LTD","Aktien","0,72","27,24","495.100","13.486.326","13.486.326,25","Immobilien","JP3505000004","Tokyo Stock Exchange","Japan","JPY"
"BNP","BNP PARIBAS SA","Aktien","0,70","39,48","329.964","13.028.318","13.028.318,04","Financials","FR0000131104","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"VOD","VODAFONE GROUP PLC","Aktien","0,68","1,44","8.791.363","12.702.268","12.702.268,35","Kommunikation","GB00BH4HKS39","London Stock Exchange","Vereinigtes Königreich","GBP"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Aktien","0,67","162,64","77.141","12.546.089","12.546.089,35","Zyklische Konsumgüter ","DE0007664039","Xetra","Deutschland","EUR"
"MO","ALTRIA GROUP INC","Aktien","0,66","40,69","302.621","12.313.648","12.313.648,49","Nichtzyklische Konsumgüter","US02209S1033","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FP","TOTAL","Aktien","0,65","35,38","343.204","12.144.077","12.144.077,06","Energie","FR0000120271","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"HPQ","HP INC","Aktien","0,65","19,37","621.597","12.040.334","12.040.333,89","IT","US40434L1052","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"8316","SUMITOMO MITSUI FINANCIAL GROUP IN","Aktien","0,63","28,38","417.181","11.841.615","11.841.614,87","Financials","JP3890350006","Tokyo Stock Exchange","Japan","JPY"
"6702","FUJITSU LTD","Aktien","0,60","134,21","83.800","11.246.832","11.246.831,67","IT","JP3818000006","Tokyo Stock Exchange","Japan","JPY"
"AAL","ANGLO AMERICAN PLC","Aktien","0,60","25,35","441.400","11.190.063","11.190.063,47","Materialien","GB00B1XZS820","London Stock Exchange","Vereinigtes Königreich","GBP"
"BIIB","BIOGEN INC","Aktien","0,60","286,54","38.791","11.115.173","11.115.173,14","Gesundheitsversorgung","US09062X1037","NASDAQ","Vereinigte Staaten","USD"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Aktien","0,58","29,22","369.140","10.785.259","10.785.258,80","Nichtzyklische Konsumgüter","NL0011794037","Euronext Amsterdam","Niederlande","EUR"
"4901","FUJIFILM HOLDINGS CORP","Aktien","0,57","49,33","216.100","10.660.292","10.660.292,46","IT","JP3814000000","Tokyo Stock Exchange","Japan","JPY"
"9433","KDDI CORP","Aktien","0,57","25,50","417.335","10.641.243","10.641.242,63","Kommunikation","JP3496400007","Tokyo Stock Exchange","Japan","JPY"
"1","CK HUTCHISON HOLDINGS LTD","Aktien","0,57","6,10","1.729.740","10.545.766","10.545.766,16","Industrie","KYG217651051","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"WBA","WALGREEN BOOTS ALLIANCE INC","Aktien","0,55","36,34","282.743","10.274.881","10.274.880,62","Nichtzyklische Konsumgüter","US9314271084","NASDAQ","Vereinigte Staaten","USD"
"1113","CK ASSET HOLDINGS LTD","Aktien","0,54","4,95","2.019.340","10.005.439","10.005.439,45","Immobilien","KYG2177B1014","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"SAN","BANCO SANTANDER SA","Aktien","0,52","2,00","4.851.764","9.710.205","9.710.205,48","Financials","ES0113900J37","Bolsa De Madrid","Spanien","EUR"
"HPE","HEWLETT PACKARD ENTERPRISE","Aktien","0,51","9,81","972.017","9.535.487","9.535.486,77","IT","US42824C1099","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Aktien","0,48","43,38","207.815","9.015.606","9.015.605,73","Industrie","FR0000125007","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"9432","NIPPON TELEGRAPH AND TELEPHONE COR","Aktien","0,48","21,72","408.300","8.867.014","8.867.013,87","Kommunikation","JP3735400008","Tokyo Stock Exchange","Japan","JPY"
"6971","KYOCERA CORP","Aktien","0,47","57,15","152.100","8.692.251","8.692.251,19","IT","JP3249600002","Tokyo Stock Exchange","Japan","JPY"
"8053","SUMITOMO CORP","Aktien","0,45","11,94","710.782","8.483.234","8.483.234,13","Industrie","JP3404600003","Tokyo Stock Exchange","Japan","JPY"
"8411","MIZUHO FINANCIAL GROUP INC","Aktien","0,45","12,60","672.570","8.472.771","8.472.771,47","Financials","JP3885780001","Tokyo Stock Exchange","Japan","JPY"
"9437","NTT DOCOMO INC","Aktien","0,45","36,69","227.847","8.358.667","8.358.667,10","Kommunikation","JP3165650007","Tokyo Stock Exchange","Japan","JPY"
"BMW","BMW AG","Aktien","0,44","76,44","107.868","8.245.410","8.245.409,96","Zyklische Konsumgüter ","DE0005190003","Xetra","Deutschland","EUR"
"BARC","BARCLAYS PLC","Aktien","0,44","1,39","5.825.060","8.122.612","8.122.611,85","Financials","GB0031348658","London Stock Exchange","Vereinigtes Königreich","GBP"
"INGA","ING GROEP NV","Aktien","0,43","7,90","1.026.453","8.111.770","8.111.769,68","Financials","NL0011821202","Euronext Amsterdam","Niederlande","EUR"
"FMG","FORTESCUE METALS GROUP LTD","Aktien","0,43","12,25","659.929","8.084.534","8.084.534,46","Materialien","AU000000FMG4","Asx - All Markets","Australien","AUD"
"GLEN","GLENCORE PLC","Aktien","0,43","2,25","3.584.242","8.059.720","8.059.720,11","Materialien","JE00B4T3BW64","London Stock Exchange","Vereinigtes Königreich","GBP"
"FCA","FIAT CHRYSLER AUTOMOBILES NV","Aktien","0,43","12,44","637.267","7.929.533","7.929.533,29","Zyklische Konsumgüter ","NL0010877643","Borsa Italiana","Italien","EUR"
"RDSA","ROYAL DUTCH SHELL PLC","Aktien","0,41","13,21","578.905","7.648.011","7.648.010,75","Energie","GB00B03MLX29","London Stock Exchange","Vereinigtes Königreich","GBP"
"9022","CENTRAL JAPAN RAILWAY","Aktien","0,41","141,59","53.800","7.617.699","7.617.699,12","Industrie","JP3566800003","Tokyo Stock Exchange","Japan","JPY"
"7751","CANON INC","Aktien","0,41","16,06","470.800","7.561.853","7.561.853,20","IT","JP3242800005","Tokyo Stock Exchange","Japan","JPY"
"F","FORD MOTOR CO","Aktien","0,40","7,25","1.030.607","7.471.901","7.471.900,75","Zyklische Konsumgüter ","US3453708600","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"3382","SEVEN & I HOLDINGS LTD","Aktien","0,40","33,52","221.800","7.435.669","7.435.668,92","Nichtzyklische Konsumgüter","JP3422950000","Tokyo Stock Exchange","Japan","JPY"
"KHC","KRAFT HEINZ","Aktien","0,40","31,11","238.677","7.425.241","7.425.241,47","Nichtzyklische Konsumgüter","US5007541064","NASDAQ","Vereinigte Staaten","USD"
"9502","CHUBU ELECTRIC POWER INC","Aktien","0,40","12,18","605.700","7.375.260","7.375.259,57","Versorger","JP3526600006","Tokyo Stock Exchange","Japan","JPY"
"WDC","WESTERN DIGITAL CORP","Aktien","0,39","38,12","192.407","7.334.555","7.334.554,84","IT","US9581021055","NASDAQ","Vereinigte Staaten","USD"
"CS","AXA SA","Aktien","0,38","19,13","370.134","7.082.427","7.082.426,81","Financials","FR0000120628","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"JPY","JPY CASH","Geldmarkt","0,38","0,95","741.499.140","7.018.117","7.018.116,89","Cash und/oder Derivate","-","-","Japan","JPY"
"MT","ARCELORMITTAL SA","Aktien","0,38","14,33","489.730","7.016.001","7.016.000,63","Materialien","LU1598757687","Euronext Amsterdam","Frankreich","EUR"
"COF","CAPITAL ONE FINANCIAL CORP","Aktien","0,38","79,88","87.665","7.002.680","7.002.680,20","Financials","US14040H1059","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"6762","TDK CORP","Aktien","0,37","114,33","60.100","6.871.497","6.871.496,85","IT","JP3538800008","Tokyo Stock Exchange","Japan","JPY"
"BP.","BP PLC","Aktien","0,36","2,89","2.326.684","6.716.801","6.716.801,20","Energie","GB0007980591","London Stock Exchange","Vereinigtes Königreich","GBP"
"EDF","ELECTRICITE DE FRANCE SA","Aktien","0,36","12,10","549.769","6.654.379","6.654.379,37","Versorger","FR0010242511","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"MCK","MCKESSON CORP","Aktien","0,35","151,29","43.686","6.609.255","6.609.254,94","Gesundheitsversorgung","US58155Q1031","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TSCO","TESCO PLC","Aktien","0,35","2,85","2.292.269","6.542.963","6.542.962,78","Nichtzyklische Konsumgüter","GB0008847096","London Stock Exchange","Vereinigtes Königreich","GBP"
"KR","KROGER","Aktien","0,35","34,45","189.756","6.537.094","6.537.094,20","Nichtzyklische Konsumgüter","US5010441013","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"6701","NEC CORP","Aktien","0,35","57,17","114.000","6.517.060","6.517.060,24","IT","JP3733000008","Tokyo Stock Exchange","Japan","JPY"
"NOKIA","NOKIA","Aktien","0,35","4,06","1.600.597","6.505.127","6.505.127,12","IT","FI0009000681","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"UCG","UNICREDIT","Aktien","0,35","8,76","739.301","6.479.231","6.479.231,08","Financials","IT0005239360","Borsa Italiana","Italien","EUR"
"6503","MITSUBISHI ELECTRIC CORP","Aktien","0,35","13,54","478.400","6.477.225","6.477.224,93","Industrie","JP3902400005","Tokyo Stock Exchange","Japan","JPY"
"VIAC","VIACOMCBS INC CLASS B","Aktien","0,35","28,91","223.900","6.474.069","6.474.068,50","Kommunikation","US92556H2067","NASDAQ","Vereinigte Staaten","USD"
"IMB","IMPERIAL BRANDS PLC","Aktien","0,34","17,60","365.144","6.426.276","6.426.275,88","Nichtzyklische Konsumgüter","GB0004544929","London Stock Exchange","Vereinigtes Königreich","GBP"
"RDSB","ROYAL DUTCH SHELL PLC CLASS B","Aktien","0,34","12,72","497.812","6.334.032","6.334.031,55","Energie","GB00B03MM408","London Stock Exchange","Vereinigtes Königreich","GBP"
"9503","KANSAI ELECTRIC POWER INC","Aktien","0,34","9,67","650.400","6.291.314","6.291.314,18","Versorger","JP3228600007","Tokyo Stock Exchange","Japan","JPY"
"2914","JAPAN TOBACCO INC","Aktien","0,34","18,95","332.000","6.290.890","6.290.890,16","Nichtzyklische Konsumgüter","JP3726800000","Tokyo Stock Exchange","Japan","JPY"
"UG","PEUGEOT SA","Aktien","0,34","18,37","342.486","6.289.975","6.289.974,67","Zyklische Konsumgüter ","FR0000121501","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"QRVO","QORVO INC","Aktien","0,34","137,87","45.365","6.254.473","6.254.472,55","IT","US74736K1016","NASDAQ","Vereinigte Staaten","USD"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Aktien","0,33","29,95","207.218","6.206.179","6.206.179,10","Financials","US0268747849","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"8002","MARUBENI CORP","Aktien","0,33","5,76","1.063.600","6.123.590","6.123.589,80","Industrie","JP3877600001","Tokyo Stock Exchange","Japan","JPY"
"MET","METLIFE INC","Aktien","0,32","39,48","152.127","6.005.974","6.005.973,96","Financials","US59156R1086","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PRU","PRUDENTIAL FINANCIAL INC","Aktien","0,31","67,88","84.710","5.750.115","5.750.114,80","Financials","US7443201022","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ISP","INTESA SANPAOLO","Aktien","0,30","1,98","2.859.547","5.672.353","5.672.353,42","Financials","IT0000072618","Borsa Italiana","Italien","EUR"
"LEN","LENNAR A CORP","Aktien","0,30","84,07","66.730","5.609.991","5.609.991,10","Zyklische Konsumgüter ","US5260571048","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CSGN","CREDIT SUISSE GROUP AG","Aktien","0,30","10,50","531.478","5.580.023","5.580.023,49","Financials","CH0012138530","Six Swiss Exchange Ag","Schweiz","CHF"
"CNC","CENTENE CORP","Aktien","0,29","64,20","84.705","5.438.061","5.438.061,00","Gesundheitsversorgung","US15135B1017","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"STX","SEAGATE TECHNOLOGY PLC","Aktien","0,29","50,97","105.479","5.376.265","5.376.264,63","IT","IE00B58JVZ52","NASDAQ","Vereinigte Staaten","USD"
"TSN","TYSON FOODS INC CLASS A","Aktien","0,29","57,98","92.205","5.346.046","5.346.045,90","Nichtzyklische Konsumgüter","US9024941034","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ORA","ORANGE SA","Aktien","0,29","11,15","478.206","5.331.118","5.331.118,05","Kommunikation","FR0000133308","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"LLOY","LLOYDS BANKING GROUP PLC","Aktien","0,28","0,37","14.387.755","5.278.415","5.278.414,81","Financials","GB0008706128","London Stock Exchange","Vereinigtes Königreich","GBP"
"TEF","TELEFONICA SA","Aktien","0,28","3,77","1.395.230","5.255.082","5.255.081,61","Kommunikation","ES0178430E18","Bolsa De Madrid","Spanien","EUR"
"9501","TOKYO ELECTRIC POWER HOLDINGS INC","Aktien","0,28","2,73","1.902.100","5.184.845","5.184.845,01","Versorger","JP3585800000","Tokyo Stock Exchange","Japan","JPY"
"9020","EAST JAPAN RAILWAY","Aktien","0,28","60,13","85.900","5.165.138","5.165.138,42","Industrie","JP3783600004","Tokyo Stock Exchange","Japan","JPY"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Aktien","0,28","58,75","87.465","5.138.876","5.138.875,62","Zyklische Konsumgüter ","DE000PAH0038","Xetra","Deutschland","EUR"
"6902","DENSO CORP","Aktien","0,27","45,95","110.600","5.082.230","5.082.229,90","Zyklische Konsumgüter ","JP3551500006","Tokyo Stock Exchange","Japan","JPY"
"CBRE","CBRE GROUP INC CLASS A","Aktien","0,27","49,90","101.390","5.059.361","5.059.361,00","Immobilien","US12504L1098","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"8802","MITSUBISHI ESTATE CO LTD","Aktien","0,27","15,36","328.800","5.050.801","5.050.801,19","Immobilien","JP3899600005","Tokyo Stock Exchange","Japan","JPY"
"ATO","ATOS","Aktien","0,27","83,39","59.731","4.980.773","4.980.773,43","IT","FR0000051732","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"MG","MAGNA INTERNATIONAL INC","Aktien","0,27","52,97","93.695","4.962.778","4.962.778,29","Zyklische Konsumgüter ","CA5592224011","Toronto Stock Exchange","Kanada","CAD"
"ALXN","ALEXION PHARMACEUTICALS INC","Aktien","0,26","124,52","39.247","4.887.036","4.887.036,44","Gesundheitsversorgung","US0153511094","NASDAQ","Vereinigte Staaten","USD"
"DBK","DEUTSCHE BANK AG","Aktien","0,26","9,27","526.576","4.879.312","4.879.312,38","Financials","DE0005140008","Xetra","Deutschland","EUR"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Aktien","0,26","13,92","345.738","4.811.824","4.811.824,31","Materialien","CA8787422044","Toronto Stock Exchange","Kanada","CAD"
"8591","ORIX CORP","Aktien","0,26","13,13","362.500","4.760.482","4.760.482,23","Financials","JP3200450009","Tokyo Stock Exchange","Japan","JPY"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA SA","Aktien","0,25","2,82","1.678.070","4.738.308","4.738.308,37","Financials","ES0113211835","Bolsa De Madrid","Spanien","EUR"
"HST","HOST HOTELS & RESORTS REIT INC","Aktien","0,25","11,58","397.480","4.602.818","4.602.818,40","Immobilien","US44107P1049","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"HEI","HEIDELBERGCEMENT AG","Aktien","0,25","66,09","69.432","4.588.783","4.588.782,61","Materialien","DE0006047004","Xetra","Deutschland","EUR"
"URI","UNITED RENTALS INC","Aktien","0,24","196,94","23.187","4.566.448","4.566.447,78","Industrie","US9113631090","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ABI","ANHEUSER BUSCH INBEV NV","Aktien","0,24","59,66","76.504","4.564.475","4.564.475,37","Nichtzyklische Konsumgüter","BE0974293251","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"5401","NIPPON STEEL CORP","Aktien","0,24","10,29","442.600","4.555.653","4.555.652,83","Materialien","JP3381000003","Tokyo Stock Exchange","Japan","JPY"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES LTD","Aktien","0,24","9,76","463.586","4.522.623","4.522.622,86","Gesundheitsversorgung","IL0006290147","Tel Aviv Stock Exchange","Israel","ILS"
"ML","MICHELIN","Aktien","0,24","109,80","41.046","4.507.013","4.507.013,47","Zyklische Konsumgüter ","FR0000121261","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"5108","BRIDGESTONE CORP","Aktien","0,23","32,72","133.700","4.374.624","4.374.624,01","Zyklische Konsumgüter ","JP3830800003","Tokyo Stock Exchange","Japan","JPY"
"GLE","SOCIETE GENERALE SA","Aktien","0,23","14,67","296.111","4.343.618","4.343.617,67","Financials","FR0000130809","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"DELL","DELL TECHNOLOGIES INC CLASS C","Aktien","0,23","68,39","63.353","4.332.712","4.332.711,67","IT","US24703L2025","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BT.A","BT GROUP PLC","Aktien","0,22","1,39","3.008.655","4.188.306","4.188.305,90","Kommunikation","GB0030913577","London Stock Exchange","Vereinigtes Königreich","GBP"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Aktien","0,22","147,99","28.291","4.186.785","4.186.785,09","Gesundheitsversorgung","US98956P1021","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ARW","ARROW ELECTRONICS INC","Aktien","0,22","83,45","48.581","4.054.084","4.054.084,45","IT","US0427351004","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NN","NN GROUP NV","Aktien","0,22","39,11","103.624","4.052.320","4.052.319,63","Financials","NL0010773842","Euronext Amsterdam","Niederlande","EUR"
"GLW","CORNING INC","Aktien","0,22","34,78","116.010","4.034.828","4.034.827,80","IT","US2193501051","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"6301","KOMATSU LTD","Aktien","0,21","23,06","171.400","3.951.828","3.951.828,12","Industrie","JP3304200003","Tokyo Stock Exchange","Japan","JPY"
"9532","OSAKA GAS LTD","Aktien","0,21","19,12","204.300","3.905.977","3.905.977,00","Versorger","JP3180400008","Tokyo Stock Exchange","Japan","JPY"
"UN01","UNIPER","Aktien","0,21","33,08","116.816","3.864.343","3.864.343,37","Versorger","DE000UNSE018","Xetra","Deutschland","EUR"
"FRE","FRESENIUS SE AND CO KGAA","Aktien","0,20","46,62","82.017","3.823.634","3.823.633,93","Gesundheitsversorgung","DE0005785604","Xetra","Deutschland","EUR"
"ON","ON SEMICONDUCTOR CORP","Aktien","0,20","26,35","144.968","3.819.907","3.819.906,80","IT","US6821891057","NASDAQ","Vereinigte Staaten","USD"
"4503","ASTELLAS PHARMA INC","Aktien","0,20","14,20","267.800","3.803.264","3.803.264,40","Gesundheitsversorgung","JP3942400007","Tokyo Stock Exchange","Japan","JPY"
"7269","SUZUKI MOTOR CORP","Aktien","0,20","46,06","82.200","3.785.767","3.785.766,88","Zyklische Konsumgüter ","JP3397200001","Tokyo Stock Exchange","Japan","JPY"
"J36","JARDINE MATHESON HOLDINGS LTD","Aktien","0,20","42,93","87.700","3.764.961","3.764.961,00","Industrie","BMG507361001","Singapore Exchange","Hongkong","USD"
"USD","USD CASH","Geldmarkt","0,19","100,00","3.636.008","3.636.008","3.636.007,90","Cash und/oder Derivate","-","-","Vereinigte Staaten","USD"
"4188","MITSUBISHI CHEMICAL CORP","Aktien","0,19","5,81","614.716","3.570.013","3.570.013,13","Materialien","JP3897700005","Tokyo Stock Exchange","Japan","JPY"
"CAP","CAPGEMINI","Aktien","0,19","133,39","26.748","3.567.801","3.567.800,84","IT","FR0000125338","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"LUMN","LUMEN TECHNOLOGIES INC","Aktien","0,19","10,11","351.513","3.553.796","3.553.796,43","Kommunikation","US1567001060","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AV.","AVIVA PLC","Aktien","0,19","3,84","922.332","3.544.991","3.544.990,97","Financials","GB0002162385","London Stock Exchange","Vereinigtes Königreich","GBP"
"6963","ROHM LTD","Aktien","0,18","81,59","42.300","3.451.100","3.451.100,28","IT","JP3982800009","Tokyo Stock Exchange","Japan","JPY"
"5020","ENEOS HOLDINGS INC","Aktien","0,18","3,65","944.900","3.447.626","3.447.626,24","Energie","JP3386450005","Tokyo Stock Exchange","Japan","JPY"
"STAN","STANDARD CHARTERED PLC","Aktien","0,18","4,90","698.613","3.421.559","3.421.559,44","Financials","GB0004082847","London Stock Exchange","Vereinigtes Königreich","GBP"
"HCA","HCA HEALTHCARE INC","Aktien","0,18","133,96","25.429","3.406.469","3.406.468,84","Gesundheitsversorgung","US40412C1018","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WRK","WESTROCK","Aktien","0,18","37,80","90.022","3.402.832","3.402.831,60","Materialien","US96145D1054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MYL","MYLAN NV","Aktien","0,18","15,64","212.972","3.330.882","3.330.882,08","Gesundheitsversorgung","NL0011031208","NASDAQ","Vereinigte Staaten","USD"
"CA","CARREFOUR SA","Aktien","0,18","16,39","200.979","3.294.572","3.294.572,12","Nichtzyklische Konsumgüter","FR0000120172","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"CAH","CARDINAL HEALTH INC","Aktien","0,18","48,03","68.395","3.285.012","3.285.011,85","Gesundheitsversorgung","US14149Y1082","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"6178","JAPAN POST HOLDINGS LTD","Aktien","0,17","6,94","469.900","3.260.903","3.260.902,75","Financials","JP3752900005","Tokyo Stock Exchange","Japan","JPY"
"JNPR","JUNIPER NETWORKS INC","Aktien","0,17","22,66","143.703","3.256.310","3.256.309,98","IT","US48203R1041","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"1878","DAITO TRUST CONSTRUCTION LTD","Aktien","0,17","88,30","36.100","3.187.515","3.187.515,03","Immobilien","JP3486800000","Tokyo Stock Exchange","Japan","JPY"
"7201","NISSAN MOTOR LTD","Aktien","0,17","3,61","880.800","3.180.400","3.180.400,36","Zyklische Konsumgüter ","JP3672400003","Tokyo Stock Exchange","Japan","JPY"
"WPP","WPP PLC","Aktien","0,17","8,70","364.465","3.170.212","3.170.211,91","Kommunikation","JE00B8KF9B49","London Stock Exchange","Vereinigtes Königreich","GBP"
"LH","LABORATORY CORPORATION OF AMERICA","Aktien","0,17","195,76","16.110","3.153.694","3.153.693,60","Gesundheitsversorgung","US50540R4092","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
