Fondsposition per,"09.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"PANW","PALO ALTO NETWORKS INC","Aktien","1,31","252,52","56.036","14.150.211","14.150.210,72","IT","US6974351057","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AKAM","AKAMAI TECHNOLOGIES INC","Aktien","1,29","112,53","123.800","13.931.214","13.931.214,00","IT","US00971T1016","NASDAQ","Vereinigte Staaten","USD"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Aktien","1,28","149,03","92.672","13.810.908","13.810.908,16","IT","US31620M1062","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","Aktien","1,28","125,18","109.840","13.749.771","13.749.771,20","IT","IL0010824113","NASDAQ","Israel","USD"
"V","VISA INC CLASS A","Aktien","1,26","206,64","65.851","13.607.451","13.607.450,64","IT","US92826C8394","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NPN","NASPERS LIMITED N LTD","Aktien","1,24","185,94","72.088","13.404.014","13.404.013,65","Zyklische Konsumgüter ","ZAE000015889","Johannesburg Stock Exchange","Südafrika","ZAR"
"PRX","PROSUS NV","Aktien","1,24","94,52","141.260","13.351.330","13.351.330,16","Zyklische Konsumgüter ","NL0013654783","Euronext Amsterdam","Niederlande","EUR"
"ROP","ROPER TECHNOLOGIES INC","Aktien","1,22","414,39","31.697","13.134.920","13.134.919,83","Industrie","US7766961061","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CSU","CONSTELLATION SOFTWARE INC","Aktien","1,22","1.152,58","11.371","13.105.934","13.105.933,50","IT","CA21037X1006","Toronto Stock Exchange","Kanada","CAD"
"FISV","FISERV INC","Aktien","1,22","105,11","124.575","13.094.078","13.094.078,25","IT","US3377381088","NASDAQ","Vereinigte Staaten","USD"
"GPN","GLOBAL PAYMENTS INC","Aktien","1,21","183,78","70.926","13.034.780","13.034.780,28","IT","US37940X1028","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"APT","AFTERPAY LTD","Aktien","1,20","64,69","199.731","12.921.268","12.921.267,99","IT","AU000000APT1","Asx - All Markets","Australien","AUD"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Aktien","1,17","64,09","197.052","12.629.063","12.629.062,68","IT","US78467J1007","NASDAQ","Vereinigte Staaten","USD"
"CTXS","CITRIX SYSTEMS INC","Aktien","1,17","139,43","90.222","12.579.653","12.579.653,46","IT","US1773761002","NASDAQ","Vereinigte Staaten","USD"
"BKI","BLACK KNIGHT INC","Aktien","1,12","90,49","133.464","12.077.157","12.077.157,36","IT","US09215C1053","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"9143","SG HOLDINGS LTD","Aktien","1,12","53,38","225.700","12.048.157","12.048.156,74","Industrie","JP3162770006","Tokyo Stock Exchange","Japan","JPY"
"FLT","FLEETCOR TECHNOLOGIES INC","Aktien","1,11","247,11","48.518","11.989.283","11.989.282,98","IT","US3390411052","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FTNT","FORTINET INC","Aktien","1,11","126,18","94.421","11.914.042","11.914.041,78","IT","US34959E1091","NASDAQ","Vereinigte Staaten","USD"
"GDDY","GODADDY INC CLASS A","Aktien","1,10","76,83","154.887","11.899.968","11.899.968,21","IT","US3802371076","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PINS","PINTEREST INC CLASS A","Aktien","1,09","43,39","271.619","11.785.548","11.785.548,41","Kommunikation","US72352L1061","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FICO","FAIR ISAAC CORP","Aktien","1,07","442,30","26.003","11.501.127","11.501.126,90","IT","US3032501047","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CI","CIGNA CORP","Aktien","1,06","176,40","64.928","11.453.299","11.453.299,20","Gesundheitsversorgung","US1255231003","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Aktien","1,05","164,49","68.455","11.260.163","11.260.162,95","IT","US4262811015","NASDAQ","Vereinigte Staaten","USD"
"NLOK","NORTONLIFELOCK INC","Aktien","1,04","20,98","535.886","11.245.568","11.245.567,71","IT","US6687711084","NASDAQ","Vereinigte Staaten","USD"
"EDEN","EDENRED SA","Aktien","1,00","49,70","217.419","10.806.507","10.806.507,33","IT","FR0010908533","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"DT","DYNATRACE INC","Aktien","1,00","43,05","250.634","10.789.794","10.789.793,70","IT","US2681501092","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"VMW","VMWARE CLASS A INC","Aktien","0,99","151,48","70.703","10.710.090","10.710.090,44","IT","US9285634021","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"Z","ZILLOW GROUP INC CLASS C","Aktien","0,92","104,26","95.410","9.947.447","9.947.446,60","Kommunikation","US98954M2008","NASDAQ","Vereinigte Staaten","USD"
"WLN","WORLDLINE SA","Aktien","0,92","83,29","119.305","9.937.179","9.937.178,90","IT","FR0011981968","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"9064","YAMATO HOLDINGS LTD","Aktien","0,90","26,32","368.082","9.688.477","9.688.477,04","Industrie","JP3940000007","Tokyo Stock Exchange","Japan","JPY"
"CVNA","CARVANA CLASS A","Aktien","0,89","213,45","44.702","9.541.642","9.541.641,90","Zyklische Konsumgüter ","US1468691027","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NTAP","NETAPP INC","Aktien","0,84","45,87","197.713","9.069.095","9.069.095,31","IT","US64110D1046","NASDAQ","Vereinigte Staaten","USD"
"G24","SCOUT24 N AG","Aktien","0,80","89,73","96.444","8.654.029","8.654.028,86","Kommunikation","DE000A12DM80","Xetra","Deutschland","EUR"
"GWRE","GUIDEWIRE SOFTWARE INC","Aktien","0,79","115,47","73.899","8.533.118","8.533.117,53","IT","US40171V1008","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ZS","ZSCALER INC","Aktien","0,78","151,96","54.949","8.350.050","8.350.050,04","IT","US98980G1022","NASDAQ","Vereinigte Staaten","USD"
"CONE","CYRUSONE REIT INC","Aktien","0,76","80,13","101.476","8.131.272","8.131.271,88","Immobilien","US23283R1005","NASDAQ","Vereinigte Staaten","USD"
"TEMN","TEMENOS AG","Aktien","0,72","133,38","58.090","7.747.882","7.747.881,98","IT","CH0012453913","Six Swiss Exchange Ag","Schweiz","CHF"
"ATO","ATOS","Aktien","0,67","83,39","86.306","7.196.776","7.196.776,07","IT","FR0000051732","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"FFIV","F5 NETWORKS INC","Aktien","0,65","127,56","54.495","6.951.382","6.951.382,20","IT","US3156161024","NASDAQ","Vereinigte Staaten","USD"
"4704","TREND MICRO INC","Aktien","0,64","60,01","115.489","6.930.105","6.930.105,15","IT","JP3637300009","Tokyo Stock Exchange","Japan","JPY"
"WSM","WILLIAMS SONOMA INC","Aktien","0,64","100,17","69.155","6.927.256","6.927.256,35","Zyklische Konsumgüter ","US9699041011","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RMV","RIGHTMOVE PLC","Aktien","0,64","8,70","791.801","6.885.234","6.885.233,87","Kommunikation","GB00BGDT3G23","London Stock Exchange","Vereinigtes Königreich","GBP"
"IAA","IAA INC","Aktien","0,63","57,42","119.017","6.833.956","6.833.956,14","Industrie","US4492531037","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GOOG","ALPHABET INC CLASS C","Aktien","0,63","1.515,22","4.453","6.747.275","6.747.274,66","Kommunikation","US02079K1079","NASDAQ","Vereinigte Staaten","USD"
"GOOGL","ALPHABET INC CLASS A","Aktien","0,62","1.510,45","4.424","6.682.231","6.682.230,80","Kommunikation","US02079K3059","NASDAQ","Vereinigte Staaten","USD"
"JNPR","JUNIPER NETWORKS INC","Aktien","0,62","22,66","293.156","6.642.915","6.642.914,96","IT","US48203R1041","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AUTO","AUTO TRADER GROUP PLC","Aktien","0,56","7,40","821.879","6.082.777","6.082.776,78","Kommunikation","GB00BVYVFW23","London Stock Exchange","Vereinigtes Königreich","GBP"
"WEX","WEX INC","Aktien","0,54","150,21","38.386","5.765.961","5.765.961,06","IT","US96208T1043","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"IAC","IAC INTERACTIVE","Aktien","0,53","125,09","45.858","5.736.377","5.736.377,22","Kommunikation","US44891N1090","NASDAQ","Vereinigte Staaten","USD"
"4751","CYBER AGENT INC","Aktien","0,52","62,56","89.900","5.624.334","5.624.333,92","Kommunikation","JP3311400000","Tokyo Stock Exchange","Japan","JPY"
"PFPT","PROOFPOINT INC","Aktien","0,51","109,36","50.221","5.492.169","5.492.168,56","IT","US7434241037","NASDAQ","Vereinigte Staaten","USD"
"MTCH","MATCH GROUP INC","Aktien","0,51","112,38","48.422","5.441.664","5.441.664,36","Kommunikation","US57667L1070","NASDAQ","Vereinigte Staaten","USD"
"SEK","SEEK LTD","Aktien","0,49","16,91","314.371","5.314.480","5.314.480,27","Kommunikation","AU000000SEK6","Asx - All Markets","Australien","AUD"
"NEXI","NEXI","Aktien","0,46","18,74","266.686","4.997.108","4.997.108,13","IT","IT0005366767","Borsa Italiana","Italien","EUR"
"SIM","SIMCORP","Aktien","0,44","130,25","36.240","4.720.391","4.720.390,52","IT","DK0060495240","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Aktien","0,43","41,85","110.630","4.629.866","4.629.865,50","IT","KYG687071012","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"3769","GMO PAYMENT GATEWAY INC","Aktien","0,41","114,24","39.088","4.465.403","4.465.403,06","IT","JP3385890003","Tokyo Stock Exchange","Japan","JPY"
"DBX","DROPBOX INC CLASS A","Aktien","0,40","20,39","211.801","4.318.622","4.318.622,39","IT","US26210C1045","NASDAQ","Vereinigte Staaten","USD"
"ZG","ZILLOW GROUP INC CLASS A","Aktien","0,38","104,64","39.052","4.086.401","4.086.401,28","Kommunikation","US98954M1018","NASDAQ","Vereinigte Staaten","USD"
"QTWO","Q2 HOLDINGS INC","Aktien","0,37","97,84","40.290","3.941.974","3.941.973,60","IT","US74736L1098","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"REA","REA GROUP LTD","Aktien","0,36","86,46","45.423","3.927.390","3.927.389,88","Kommunikation","AU000000REA9","Asx - All Markets","Australien","AUD"
"EVBG","EVERBRIDGE INC","Aktien","0,35","126,50","30.169","3.816.379","3.816.378,50","IT","US29978A1043","NASDAQ","Vereinigte Staaten","USD"
"ADE","ADEVINTA","Aktien","0,35","18,53","205.710","3.812.461","3.812.460,70","Kommunikation","NO0010844038","Oslo Bors Asa","Norwegen","NOK"
"NAUKRI","INFO EDGE INDIA LTD","Aktien","0,33","47,26","75.850","3.584.741","3.584.740,79","Kommunikation","INE663F01024","National Stock Exchange Of India","Indien","INR"
"CAR","CARSALES.COM LTD","Aktien","0,33","15,99","221.725","3.546.371","3.546.371,09","Kommunikation","AU000000CAR3","Asx - All Markets","Australien","AUD"
"QTS","QTS REALTY REIT INC TRUST CLASS A","Aktien","0,32","66,92","52.169","3.491.149","3.491.149,48","Immobilien","US74736A1034","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"2371","KAKAKU.COM INC","Aktien","0,32","28,68","118.481","3.397.827","3.397.827,17","Kommunikation","JP3206000006","Tokyo Stock Exchange","Japan","JPY"
"ACIW","ACI WORLDWIDE INC","Aktien","0,29","30,08","104.358","3.139.089","3.139.088,64","IT","US0044981019","NASDAQ","Vereinigte Staaten","USD"
"JCOM","J2 GLOBAL INC","Aktien","0,29","71,24","43.989","3.133.776","3.133.776,36","IT","US48123V1026","NASDAQ","Vereinigte Staaten","USD"
"QLYS","QUALYS INC","Aktien","0,28","99,90","30.130","3.009.987","3.009.987,00","IT","US74758T3032","NASDAQ","Vereinigte Staaten","USD"
"NEWR","NEW RELIC INC","Aktien","0,28","64,39","46.612","3.001.347","3.001.346,68","IT","US64829B1008","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"4716","ORACLE JAPAN CORP","Aktien","0,28","103,54","28.900","2.992.438","2.992.437,65","IT","JP3689500001","Tokyo Stock Exchange","Japan","JPY"
"RMG","ROYAL MAIL PLC","Aktien","0,27","3,23","912.481","2.948.502","2.948.502,41","Industrie","GB00BDVZYZ77","London Stock Exchange","Vereinigtes Königreich","GBP"
"BTOW3","B2W COMPANHIA DIGITAL","Aktien","0,27","16,11","181.040","2.915.885","2.915.884,91","Zyklische Konsumgüter ","BRBTOWACNOR8","XBSP","Brasilien","BRL"
"NXT","NEXTDC LTD","Aktien","0,27","9,23","313.878","2.896.942","2.896.942,49","IT","AU000000NXT8","Asx - All Markets","Australien","AUD"
"OSTK","OVERSTOCK COM INC","Aktien","0,26","83,23","33.665","2.801.938","2.801.937,95","Zyklische Konsumgüter ","US6903701018","NASDAQ","Vereinigte Staaten","USD"
"3092","ZOZO INC","Aktien","0,25","28,91","94.900","2.744.021","2.744.020,63","Zyklische Konsumgüter ","JP3399310006","Tokyo Stock Exchange","Japan","JPY"
"FEYE","FIREEYE INC","Aktien","0,25","13,58","196.665","2.670.711","2.670.710,70","IT","US31816Q1013","NASDAQ","Vereinigte Staaten","USD"
"GDOT","GREEN DOT CORP CLASS A","Aktien","0,24","63,34","41.320","2.617.209","2.617.208,80","Financials","US39304D1028","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"HYQ","HYPOPORT N","Aktien","0,24","658,07","3.923","2.581.599","2.581.599,39","Financials","DE0005493365","Xetra","Deutschland","EUR"
"MIME","MIMECAST LTD","Aktien","0,23","47,92","50.882","2.438.265","2.438.265,44","IT","GB00BYT5JK65","NASDAQ","Vereinigte Staaten","USD"
"SINA","SINA CORP","Aktien","0,22","42,56","56.557","2.407.066","2.407.065,92","Kommunikation","KYG814771047","NASDAQ","China","USD"
"LSPD","LIGHTSPEED POS SUBORDINATE VOTING","Aktien","0,22","37,12","63.481","2.356.160","2.356.160,30","IT","CA53227R1064","Toronto Stock Exchange","Kanada","CAD"
"ALRM","ALARM.COM HOLDINGS INC","Aktien","0,21","60,54","37.168","2.250.151","2.250.150,72","IT","US0116421050","NASDAQ","Vereinigte Staaten","USD"
"FUTR","FUTURE PLC","Aktien","0,20","25,32","85.443","2.163.426","2.163.425,65","Kommunikation","GB00BYZN9041","London Stock Exchange","Vereinigtes Königreich","GBP"
"2175","SMS LTD","Aktien","0,19","31,04","66.168","2.054.148","2.054.148,31","Industrie","JP3162350007","Tokyo Stock Exchange","Japan","JPY"
"ADS","ALLIANCE DATA SYSTEMS CORP","Aktien","0,19","48,62","41.994","2.041.748","2.041.748,28","IT","US0185811082","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TRIP","TRIPADVISOR INC","Aktien","0,19","20,37","99.132","2.019.319","2.019.318,84","Kommunikation","US8969452015","NASDAQ","Vereinigte Staaten","USD"
"EVTC","EVERTEC INC","Aktien","0,18","36,69","52.572","1.928.867","1.928.866,68","IT","PR30040P1032","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TIETO","TIETO","Aktien","0,17","28,19","66.068","1.862.417","1.862.417,08","IT","FI0009000277","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"CARG","CARGURUS INC CLASS A","Aktien","0,17","22,63","78.565","1.777.926","1.777.925,95","Kommunikation","US1417881091","NASDAQ","Vereinigte Staaten","USD"
"IDCC","INTERDIGITAL INC","Aktien","0,16","60,66","28.761","1.744.642","1.744.642,26","IT","US45867G1013","NASDAQ","Vereinigte Staaten","USD"
"ROSE","ZUR ROSE GROUP AG","Aktien","0,16","250,63","6.825","1.710.554","1.710.554,46","Nichtzyklische Konsumgüter","CH0042615283","SIX Swiss Exchange","Schweiz","CHF"
"NTCT","NETSCOUT SYSTEMS INC","Aktien","0,15","23,59","68.896","1.625.257","1.625.256,64","IT","US64115T1043","NASDAQ","Vereinigte Staaten","USD"
"2432","DENA LTD","Aktien","0,15","18,44","87.482","1.612.938","1.612.937,73","Kommunikation","JP3548610009","Tokyo Stock Exchange","Japan","JPY"
"NETW","NETWORK INTERNATIONAL HOLDINGS PLC","Aktien","0,15","4,13","384.373","1.585.756","1.585.755,87","IT","GB00BH3VJ782","London Stock Exchange","Vereinigtes Königreich","GBP"
"SFIX","STITCH FIX INC CLASS A","Aktien","0,14","31,48","48.243","1.518.690","1.518.689,64","Zyklische Konsumgüter ","US8608971078","NASDAQ","Vereinigte Staaten","USD"
"UPWK","UPWORK INC","Aktien","0,12","20,21","66.239","1.338.690","1.338.690,19","Industrie","US91688F1049","NASDAQ","Vereinigte Staaten","USD"
"TENB","TENABLE HOLDINGS INC","Aktien","0,12","40,81","31.892","1.301.513","1.301.512,52","IT","US88025T1025","NASDAQ","Vereinigte Staaten","USD"
"YELP","YELP INC","Aktien","0,12","20,72","61.278","1.269.680","1.269.680,16","Kommunikation","US9858171054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MP1","MEGAPORT LTD","Aktien","0,11","11,35","105.905","1.201.723","1.201.722,57","IT","AU000000MP15","Asx - All Markets","Australien","AUD"
"4819","DIGITAL GARAGE INC","Aktien","0,11","35,82","32.400","1.160.702","1.160.702,29","IT","JP3549070005","Tokyo Stock Exchange","Japan","JPY"
"SWI","SOLARWINDS CORP","Aktien","0,11","21,56","52.649","1.135.112","1.135.112,44","IT","US83417Q1058","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"IRE","IRESS LTD","Aktien","0,10","7,10","152.573","1.083.975","1.083.975,09","IT","AU000000IRE2","Asx - All Markets","Australien","AUD"
"SWCH","SWITCH INC CLASS A","Aktien","0,09","16,30","58.845","959.174","959.173,50","IT","US87105L1044","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"POST","OSTERREICHISCHE POST AG","Aktien","0,09","33,97","27.765","943.085","943.085,08","Industrie","AT0000APOST4","Wiener Boerse Ag","Österreich","EUR"
"PBI","PITNEY BOWES INC","Aktien","0,09","6,06","151.961","920.884","920.883,66","Industrie","US7244791007","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"EVOP","EVO PAYMENTS INC CLASS A","Aktien","0,08","25,46","35.908","914.218","914.217,68","IT","US26927E1047","NASDAQ","Vereinigte Staaten","USD"
"4348","INFOCOM CORP","Aktien","0,08","39,75","22.600","898.396","898.395,72","IT","JP3153450006","Tokyo Stock Exchange","Japan","JPY"
"LINX3","LINX SA","Aktien","0,08","6,33","139.798","885.174","885.173,63","IT","BRLINXACNOR0","XBSP","Brasilien","BRL"
"060250","NHN KCP CORP","Aktien","0,08","62,26","14.195","883.764","883.764,14","IT","KR7060250008","Korea Exchange (Kosdaq)","Korea","KRW"
"ZO1","ZOOPLUS AG","Aktien","0,08","166,35","5.285","879.150","879.150,03","Zyklische Konsumgüter ","DE0005111702","Xetra","Deutschland","EUR"
"2678","ASKUL CORP","Aktien","0,08","44,58","19.400","864.834","864.833,66","Zyklische Konsumgüter ","JP3119920001","Tokyo Stock Exchange","Japan","JPY"
"8454","MOMO COM INC","Aktien","0,08","25,27","34.000","859.214","859.214,33","Zyklische Konsumgüter ","TW0008454000","Taiwan Stock Exchange","Taiwan","TWD"
"BPOST","BPOST SA","Aktien","0,08","9,93","85.422","848.248","848.247,91","Industrie","BE0974268972","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"OFSS","ORACLE FINANCIAL SERVICES SOFTWARE","Aktien","0,08","42,02","19.845","833.940","833.940,38","IT","INE881D01027","National Stock Exchange Of India","Indien","INR"
"HUB","HUB24 LTD","Aktien","0,08","14,72","54.886","808.055","808.054,61","Financials","AU000000HUB4","Asx - All Markets","Australien","AUD"
"NWO","NEW WORK N","Aktien","0,07","310,13","2.425","752.067","752.066,77","Kommunikation","DE000NWRK013","Xetra","Deutschland","EUR"
"2326","DIGITAL ARTS INC","Aktien","0,07","79,88","9.300","742.909","742.908,52","IT","JP3549020000","Tokyo Stock Exchange","Japan","JPY"
"BHG","BHG GROUP","Aktien","0,07","15,36","47.840","734.794","734.794,18","Zyklische Konsumgüter ","SE0010948588","Nasdaq Omx Nordic","Schweden","SEK"
"QNST","QUINSTREET INC","Aktien","0,07","17,19","41.194","708.125","708.124,86","Kommunikation","US74874Q1004","NASDAQ","Vereinigte Staaten","USD"
"FLWS","1-800 FLOWERS.COM INC CLASS A","Aktien","0,06","27,29","25.506","695.931","695.931,21","Zyklische Konsumgüter ","US68243Q1067","NASDAQ","Vereinigte Staaten","USD"
"CIEL3","CIELO SA","Aktien","0,06","0,67","1.010.991","678.548","678.548,14","IT","BRCIELACNOR3","XBSP","Brasilien","BRL"
"EML","EML PAYMENTS LTD","Aktien","0,06","2,38","283.923","675.126","675.125,60","IT","AU000000EML7","Asx - All Markets","Australien","AUD"
"1137","HONG KONG TELEVISION NETWORK LTD","Aktien","0,06","1,57","410.000","645.415","645.415,19","Zyklische Konsumgüter ","HK0000065349","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"S08","SINGAPORE POST LTD","Aktien","0,06","0,51","1.264.979","640.176","640.176,29","Industrie","SG1N89910219","Singapore Exchange","Singapur","SGD"
"PSN","PARSONS CORP","Aktien","0,06","33,56","18.733","628.679","628.679,48","Industrie","US70202L1026","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"QUOT","QUOTIENT TECHNOLOGY INC","Aktien","0,06","8,63","69.442","599.284","599.284,46","Zyklische Konsumgüter ","US7491191034","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"DHG","DOMAIN HOLDINGS AUSTRALIA LTD","Aktien","0,06","2,85","208.101","594.100","594.099,74","Kommunikation","AU000000DHG9","Asx - All Markets","Australien","AUD"
"FING B","FINGERPRINT CARDS CLASS B","Aktien","0,05","2,05","269.267","552.510","552.509,88","IT","SE0008374250","Nasdaq Omx Nordic","Schweden","SEK"
"REAL","THE REALREAL INC","Aktien","0,05","15,50","35.067","543.539","543.538,50","Zyklische Konsumgüter ","US88339P1012","NASDAQ","Vereinigte Staaten","USD"
"BVS","BRAVURA SOLUTIONS LTD","Aktien","0,05","2,44","213.270","520.996","520.996,22","IT","AU000000BVS9","Asx - All Markets","Australien","AUD"
"CARS","CARS.COM INC","Aktien","0,05","8,66","58.480","506.437","506.436,80","Kommunikation","US14575E1055","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"1686","SUNEVISION HOLDINGS LTD","Aktien","0,04","0,90","530.000","478.707","478.706,59","IT","KYG857001054","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"BCOR","BLUCORA INC","Aktien","0,04","10,83","42.798","463.502","463.502,34","Financials","US0952291005","NASDAQ","Vereinigte Staaten","USD"
"028150","GS HOME SHOPPING INC","Aktien","0,04","112,72","4.089","460.932","460.932,15","Zyklische Konsumgüter ","KR7028150001","Korea Exchange (Kosdaq)","Korea","KRW"
"EBIX","EBIX INC","Aktien","0,04","21,36","20.640","440.870","440.870,40","IT","US2787152063","NASDAQ","Vereinigte Staaten","USD"
"GRPN","GROUPON INC","Aktien","0,04","21,14","19.757","417.663","417.662,98","Zyklische Konsumgüter ","US3994732069","NASDAQ","Vereinigte Staaten","USD"
"053800","AHNLAB INC","Aktien","0,03","58,27","6.276","365.703","365.703,19","IT","KR7053800009","Korea Exchange (Kosdaq)","Korea","KRW"
"042000","CAFE24 CORP","Aktien","0,03","52,72","6.867","362.032","362.032,17","IT","KR7042000000","Korea Exchange (Kosdaq)","Korea","KRW"
