Fondsposition per,"09.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"CSCO","CISCO SYSTEMS INC","Aktien","0,38","39,85","65.298","2.602.125","2.602.125,30","IT","US17275R1023","NASDAQ","Vereinigte Staaten","USD"
"ASML","ASML HOLDING NV","Aktien","0,38","387,63","6.647","2.576.602","2.576.601,50","IT","NL0010273215","Euronext Amsterdam","Niederlande","EUR"
"SAP","SAP","Aktien","0,38","157,20","16.375","2.574.211","2.574.211,19","IT","DE0007164600","Xetra","Deutschland","EUR"
"COST","COSTCO WHOLESALE CORP","Aktien","0,37","369,46","6.890","2.545.579","2.545.579,40","Nichtzyklische Konsumgüter","US22160K1051","NASDAQ","Vereinigte Staaten","USD"
"NKE","NIKE INC CLASS B","Aktien","0,37","130,98","19.068","2.497.527","2.497.526,64","Zyklische Konsumgüter ","US6541061031","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ABBV","ABBVIE INC","Aktien","0,35","87,70","27.471","2.409.207","2.409.206,70","Gesundheitsversorgung","US00287Y1091","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AVGO","BROADCOM INC","Aktien","0,34","376,70","6.158","2.319.719","2.319.718,60","IT","US11135F1012","NASDAQ","Vereinigte Staaten","USD"
"NEE","NEXTERA ENERGY INC","Aktien","0,34","302,91","7.595","2.300.601","2.300.601,45","Versorger","US65339F1012","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"XOM","EXXON MOBIL CORP","Aktien","0,33","34,74","65.827","2.286.830","2.286.829,98","Energie","US30231G1022","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MDT","MEDTRONIC PLC","Aktien","0,33","108,68","20.935","2.275.216","2.275.215,80","Gesundheitsversorgung","IE00BTN1Y115","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CVX","CHEVRON CORP","Aktien","0,33","74,00","30.196","2.234.504","2.234.504,00","Energie","US1667641005","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ACN","ACCENTURE PLC CLASS A","Aktien","0,33","228,69","9.747","2.229.041","2.229.041,43","IT","IE00B4BNMY34","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AZN","ASTRAZENECA PLC","Aktien","0,32","109,50","20.189","2.210.598","2.210.597,62","Gesundheitsversorgung","GB0009895292","London Stock Exchange","Vereinigtes Königreich","GBP"
"AMGN","AMGEN INC","Aktien","0,32","236,70","9.260","2.191.842","2.191.842,00","Gesundheitsversorgung","US0311621009","NASDAQ","Vereinigte Staaten","USD"
"TXN","TEXAS INSTRUMENT INC","Aktien","0,32","150,91","14.474","2.184.271","2.184.271,34","IT","US8825081040","NASDAQ","Vereinigte Staaten","USD"
"DHR","DANAHER CORP","Aktien","0,32","226,06","9.662","2.184.192","2.184.191,72","Gesundheitsversorgung","US2358511028","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BMY","BRISTOL MYERS SQUIBB","Aktien","0,32","61,82","35.327","2.183.915","2.183.915,14","Gesundheitsversorgung","US1101221083","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"QCOM","QUALCOMM INC","Aktien","0,32","124,87","17.482","2.182.977","2.182.977,34","IT","US7475251036","NASDAQ","Vereinigte Staaten","USD"
"UNP","UNION PACIFIC CORP","Aktien","0,32","205,78","10.532","2.167.275","2.167.274,96","Industrie","US9078181081","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"7203","TOYOTA MOTOR CORP","Aktien","0,31","65,94","32.600","2.149.678","2.149.677,72","Zyklische Konsumgüter ","JP3633400001","Tokyo Stock Exchange","Japan","JPY"
"LLY","ELI LILLY","Aktien","0,31","156,88","13.571","2.129.018","2.129.018,48","Gesundheitsversorgung","US5324571083","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MC","LVMH","Aktien","0,31","486,64","4.337","2.110.554","2.110.554,45","Zyklische Konsumgüter ","FR0000121014","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"LOW","LOWES COMPANIES INC","Aktien","0,30","173,23","11.643","2.016.917","2.016.916,89","Zyklische Konsumgüter ","US5486611073","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NOVO B","NOVO NORDISK CLASS B","Aktien","0,29","72,04","27.262","1.963.963","1.963.963,27","Gesundheitsversorgung","DK0060534915","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"LIN","LINDE PLC","Aktien","0,29","239,94","8.153","1.956.231","1.956.230,82","Materialien","IE00BZ12WP82","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ORCL","ORACLE CORP","Aktien","0,28","61,15","31.832","1.946.527","1.946.526,80","IT","US68389X1054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"1299","AIA GROUP LTD","Aktien","0,28","10,28","186.000","1.911.588","1.911.587,67","Financials","HK0000069689","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Aktien","0,28","174,69","10.875","1.899.754","1.899.753,75","Industrie","US9113121068","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Aktien","0,27","1.095,34","1.678","1.837.988","1.837.987,77","IT","CA82509L1076","Toronto Stock Exchange","Kanada","CAD"
"SAN","SANOFI SA","Aktien","0,26","101,97","17.239","1.757.877","1.757.877,20","Gesundheitsversorgung","FR0000120578","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Aktien","0,25","127,79","13.530","1.728.999","1.728.998,70","IT","US4592001014","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AMT","AMERICAN TOWER REIT CORP","Aktien","0,24","244,68","6.829","1.670.920","1.670.919,72","Immobilien","US03027X1000","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RY","ROYAL BANK OF CANADA","Aktien","0,24","74,12","22.492","1.667.057","1.667.057,14","Financials","CA7800871021","Toronto Stock Exchange","Kanada","CAD"
"SBUX","STARBUCKS CORP","Aktien","0,24","90,01","18.241","1.641.872","1.641.872,41","Zyklische Konsumgüter ","US8552441094","NASDAQ","Vereinigte Staaten","USD"
"USD","USD CASH","Geldmarkt","0,24","100,00","1.636.835","1.636.835","1.636.834,91","Cash und/oder Derivate","-","-","Vereinigte Staaten","USD"
"9984","SOFTBANK GROUP CORP","Aktien","0,24","66,22","24.300","1.609.267","1.609.266,95","Kommunikation","JP3436100006","Tokyo Stock Exchange","Japan","JPY"
"SIE","SIEMENS N AG","Aktien","0,23","131,80","12.024","1.584.794","1.584.794,01","Industrie","DE0007236101","Xetra","Deutschland","EUR"
"CSL","CSL LTD","Aktien","0,22","213,44","7.184","1.533.371","1.533.371,14","Gesundheitsversorgung","AU000000CSL8","Asx - All Markets","Australien","AUD"
"WFC","WELLS FARGO","Aktien","0,22","25,30","60.385","1.527.741","1.527.740,50","Financials","US9497461015","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MMM","3M","Aktien","0,22","169,30","9.003","1.524.208","1.524.207,90","Industrie","US88579Y1010","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AMD","ADVANCED MICRO DEVICES INC","Aktien","0,22","83,10","18.097","1.503.861","1.503.860,70","IT","US0079031078","NASDAQ","Vereinigte Staaten","USD"
"NOW","SERVICENOW INC","Aktien","0,22","508,61","2.940","1.495.313","1.495.313,40","IT","US81762P1021","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"6758","SONY CORP","Aktien","0,22","74,41","20.000","1.488.240","1.488.240,03","Zyklische Konsumgüter ","JP3435000009","Tokyo Stock Exchange","Japan","JPY"
"C","CITIGROUP INC","Aktien","0,21","44,93","32.628","1.465.976","1.465.976,04","Financials","US1729674242","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GSK","GLAXOSMITHKLINE PLC","Aktien","0,21","18,81","77.791","1.463.304","1.463.303,60","Gesundheitsversorgung","GB0009252882","London Stock Exchange","Vereinigtes Königreich","GBP"
"BLK","BLACKROCK INC","Aktien","0,21","611,57","2.358","1.442.082","1.442.082,06","Financials","US09247X1019","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Aktien","0,21","149,03","9.654","1.438.736","1.438.735,62","IT","US31620M1062","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Aktien","0,21","635,64","2.249","1.429.554","1.429.554,36","Kommunikation","US16119P1084","NASDAQ","Vereinigte Staaten","USD"
"UNA","UNILEVER NV","Aktien","0,20","62,26","22.364","1.392.437","1.392.436,65","Nichtzyklische Konsumgüter","NL0000388619","Euronext Amsterdam","Niederlande","EUR"
"INTU","INTUIT INC","Aktien","0,20","341,81","4.055","1.386.040","1.386.039,55","IT","US4612021034","NASDAQ","Vereinigte Staaten","USD"
"FP","TOTAL","Aktien","0,20","35,38","38.693","1.369.130","1.369.129,65","Energie","FR0000120271","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"6861","KEYENCE CORP","Aktien","0,20","468,70","2.900","1.359.216","1.359.216,32","IT","JP3236200006","Tokyo Stock Exchange","Japan","JPY"
"CBA","COMMONWEALTH BANK OF AUSTRALIA","Aktien","0,20","48,94","27.586","1.349.987","1.349.987,19","Financials","AU000000CBA7","Asx - All Markets","Australien","AUD"
"SPGI","S&P GLOBAL INC","Aktien","0,20","356,76","3.750","1.337.850","1.337.850,00","Financials","US78409V1044","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"OR","LOREAL SA","Aktien","0,20","333,64","3.996","1.333.231","1.333.231,35","Nichtzyklische Konsumgüter","FR0000120321","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"CAT","CATERPILLAR INC","Aktien","0,19","158,94","8.348","1.326.831","1.326.831,12","Industrie","US1491231015","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"DGE","DIAGEO PLC","Aktien","0,19","35,08","37.452","1.313.876","1.313.876,16","Nichtzyklische Konsumgüter","GB0002374006","London Stock Exchange","Vereinigtes Königreich","GBP"
"TD","TORONTO DOMINION","Aktien","0,19","46,85","27.955","1.309.795","1.309.795,35","Financials","CA8911605092","Toronto Stock Exchange","Kanada","CAD"
"ISRG","INTUITIVE SURGICAL INC","Aktien","0,19","738,19","1.767","1.304.382","1.304.381,73","Gesundheitsversorgung","US46120E6023","NASDAQ","Vereinigte Staaten","USD"
"ALV","ALLIANZ","Aktien","0,19","198,65","6.548","1.300.754","1.300.753,67","Financials","DE0008404005","Xetra","Deutschland","EUR"
"HSBA","HSBC HOLDINGS PLC","Aktien","0,19","4,02","316.042","1.270.989","1.270.988,57","Financials","GB0005405286","London Stock Exchange","Vereinigtes Königreich","GBP"
"TGT","TARGET CORP","Aktien","0,19","163,71","7.742","1.267.443","1.267.442,82","Zyklische Konsumgüter ","US87612E1064","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Aktien","0,18","57,30","21.949","1.257.678","1.257.677,70","Nichtzyklische Konsumgüter","US6092071058","NASDAQ","Vereinigte Staaten","USD"
"PLD","PROLOGIS REIT INC","Aktien","0,18","106,91","11.596","1.239.728","1.239.728,36","Immobilien","US74340W1036","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GILD","GILEAD SCIENCES INC","Aktien","0,18","63,84","19.344","1.234.921","1.234.920,96","Gesundheitsversorgung","US3755581036","NASDAQ","Vereinigte Staaten","USD"
"CNR","CANADIAN NATIONAL RAILWAY","Aktien","0,18","109,96","11.090","1.219.482","1.219.482,05","Industrie","CA1363751027","Toronto Stock Exchange","Kanada","CAD"
"ZTS","ZOETIS INC CLASS A","Aktien","0,18","165,43","7.335","1.213.429","1.213.429,05","Gesundheitsversorgung","US98978V1035","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"IBE","IBERDROLA SA","Aktien","0,18","12,76","94.942","1.211.428","1.211.427,64","Versorger","ES0144580Y14","Bolsa De Madrid","Spanien","EUR"
"CVS","CVS HEALTH CORP","Aktien","0,18","59,40","20.381","1.210.631","1.210.631,40","Gesundheitsversorgung","US1266501006","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","Aktien","0,18","492,41","2.454","1.208.374","1.208.374,14","IT","US98980L1017","NASDAQ","Vereinigte Staaten","USD"
"ANTM","ANTHEM INC","Aktien","0,17","294,41","4.049","1.192.066","1.192.066,09","Gesundheitsversorgung","US0367521038","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SYK","STRYKER CORP","Aktien","0,17","222,93","5.166","1.151.656","1.151.656,38","Gesundheitsversorgung","US8636671013","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BKNG","BOOKING HOLDINGS INC","Aktien","0,17","1.817,89","631","1.147.089","1.147.088,59","Zyklische Konsumgüter ","US09857L1089","NASDAQ","Vereinigte Staaten","USD"
"AXP","AMERICAN EXPRESS","Aktien","0,17","106,34","10.765","1.144.750","1.144.750,10","Financials","US0258161092","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ULVR","UNILEVER PLC","Aktien","0,17","63,00","18.151","1.143.537","1.143.536,71","Nichtzyklische Konsumgüter","GB00B10RZP78","London Stock Exchange","Vereinigtes Königreich","GBP"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Aktien","0,17","157,78","7.229","1.140.611","1.140.610,76","Materialien","FR0000120073","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"RIO","RIO TINTO PLC","Aktien","0,16","62,40","18.059","1.126.826","1.126.825,60","Materialien","GB0007188757","London Stock Exchange","Vereinigtes Königreich","GBP"
"SU","SCHNEIDER ELECTRIC","Aktien","0,16","128,31","8.654","1.110.356","1.110.355,54","Industrie","FR0000121972","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"VRTX","VERTEX PHARMACEUTICALS INC","Aktien","0,16","269,95","4.102","1.107.335","1.107.334,90","Gesundheitsversorgung","US92532F1003","NASDAQ","Vereinigte Staaten","USD"
"EQIX","EQUINIX REIT INC","Aktien","0,16","829,35","1.328","1.101.377","1.101.376,80","Immobilien","US29444U7000","NASDAQ","Vereinigte Staaten","USD"
"MS","MORGAN STANLEY","Aktien","0,16","48,83","22.492","1.098.284","1.098.284,36","Financials","US6174464486","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ENEL","ENEL","Aktien","0,16","8,89","122.945","1.092.886","1.092.886,36","Versorger","IT0003128367","Borsa Italiana","Italien","EUR"
"TJX","TJX INC","Aktien","0,16","58,19","18.721","1.089.375","1.089.374,99","Zyklische Konsumgüter ","US8725401090","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","Aktien","0,16","167,36","6.499","1.087.673","1.087.672,64","Immobilien","US22822V1017","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RB.","RECKITT BENCKISER GROUP PLC","Aktien","0,16","96,47","11.264","1.086.651","1.086.651,10","Nichtzyklische Konsumgüter","GB00B24CGK77","London Stock Exchange","Vereinigtes Königreich","GBP"
"DE","DEERE","Aktien","0,16","234,81","4.623","1.085.527","1.085.526,63","Industrie","US2441991054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GS","GOLDMAN SACHS GROUP INC","Aktien","0,15","207,54","5.078","1.053.888","1.053.888,12","Financials","US38141G1040","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SQ","SQUARE INC CLASS A","Aktien","0,15","187,28","5.580","1.045.022","1.045.022,40","IT","US8522341036","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BDX","BECTON DICKINSON","Aktien","0,15","237,31","4.379","1.039.180","1.039.180,49","Gesundheitsversorgung","US0758871091","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CI","CIGNA CORP","Aktien","0,15","176,40","5.835","1.029.294","1.029.294,00","Gesundheitsversorgung","US1255231003","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"APD","AIR PRODUCTS AND CHEMICALS INC","Aktien","0,15","300,60","3.391","1.019.335","1.019.334,60","Materialien","US0091581068","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FDX","FEDEX CORP","Aktien","0,15","271,55","3.722","1.010.709","1.010.709,10","Industrie","US31428X1063","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ITW","ILLINOIS TOOL INC","Aktien","0,15","205,71","4.906","1.009.213","1.009.213,26","Industrie","US4523081093","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TMUS","T MOBILE US INC","Aktien","0,15","117,23","8.590","1.007.006","1.007.005,70","Kommunikation","US8725901040","NASDAQ","Vereinigte Staaten","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Aktien","0,14","149,85","6.594","988.111","988.110,90","IT","US0530151036","NASDAQ","Vereinigte Staaten","USD"
"CL","COLGATE-PALMOLIVE","Aktien","0,14","79,77","12.249","977.103","977.102,73","Nichtzyklische Konsumgüter","US1941621039","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ADS","ADIDAS N AG","Aktien","0,14","333,76","2.861","954.886","954.886,29","Zyklische Konsumgüter ","DE000A1EWWW0","Xetra","Deutschland","EUR"
"BAS","BASF N","Aktien","0,14","65,03","14.545","945.818","945.817,83","Materialien","DE000BASF111","Xetra","Deutschland","EUR"
"ATVI","ACTIVISION BLIZZARD INC","Aktien","0,14","78,21","12.059","943.134","943.134,39","Kommunikation","US00507V1098","NASDAQ","Vereinigte Staaten","USD"
"ENB","ENBRIDGE INC","Aktien","0,14","29,85","31.344","935.702","935.702,34","Energie","CA29250N1050","Toronto Stock Exchange","Kanada","CAD"
"7974","NINTENDO LTD","Aktien","0,14","550,19","1.700","935.318","935.317,78","Kommunikation","JP3756600007","Tokyo Stock Exchange","Japan","JPY"
"GE","GENERAL ELECTRIC","Aktien","0,14","6,84","136.490","933.592","933.591,60","Industrie","US3696041033","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Aktien","0,14","602,07","1.547","931.402","931.402,29","Gesundheitsversorgung","US75886F1075","NASDAQ","Vereinigte Staaten","USD"
"CME","CME GROUP INC CLASS A","Aktien","0,14","169,41","5.492","930.400","930.399,72","Financials","US12572Q1058","NASDAQ","Vereinigte Staaten","USD"
"PGR","PROGRESSIVE CORP","Aktien","0,14","99,88","9.312","930.083","930.082,56","Financials","US7433151039","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FISV","FISERV INC","Aktien","0,14","105,11","8.781","922.971","922.970,91","IT","US3377381088","NASDAQ","Vereinigte Staaten","USD"
"SHW","SHERWIN WILLIAMS","Aktien","0,13","698,40","1.310","914.904","914.904,00","Materialien","US8243481061","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BP.","BP PLC","Aktien","0,13","2,89","316.412","913.436","913.435,82","Energie","GB0007980591","London Stock Exchange","Vereinigtes Königreich","GBP"
"CSX","CSX CORP","Aktien","0,13","78,48","11.603","910.603","910.603,44","Industrie","US1264081035","NASDAQ","Vereinigte Staaten","USD"
"DTE","DEUTSCHE TELEKOM N AG","Aktien","0,13","17,01","53.322","906.846","906.845,80","Kommunikation","DE0005557508","Xetra","Deutschland","EUR"
"AMAT","APPLIED MATERIAL INC","Aktien","0,13","63,29","14.228","900.490","900.490,12","IT","US0382221051","NASDAQ","Vereinigte Staaten","USD"
"DG","DOLLAR GENERAL CORP","Aktien","0,13","220,98","4.058","896.737","896.736,84","Zyklische Konsumgüter ","US2566771059","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BSX","BOSTON SCIENTIFIC CORP","Aktien","0,13","41,14","21.785","896.235","896.234,90","Gesundheitsversorgung","US1011371077","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"HUM","HUMANA INC","Aktien","0,13","433,44","2.056","891.153","891.152,64","Gesundheitsversorgung","US4448591028","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TFC","TRUIST FINANCIAL CORP","Aktien","0,13","43,21","20.619","890.947","890.946,99","Financials","US89832Q1094","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MMC","MARSH & MCLENNAN INC","Aktien","0,13","115,71","7.647","884.834","884.834,37","Financials","US5717481023","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NSC","NORFOLK SOUTHERN CORP","Aktien","0,13","218,39","4.047","883.824","883.824,33","Industrie","US6558441084","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GPN","GLOBAL PAYMENTS INC","Aktien","0,13","183,78","4.715","866.523","866.522,70","IT","US37940X1028","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"4502","TAKEDA PHARMACEUTICAL LTD","Aktien","0,13","35,13","24.615","864.804","864.804,13","Gesundheitsversorgung","JP3463000004","Tokyo Stock Exchange","Japan","JPY"
"ICE","INTERCONTINENTAL EXCHANGE INC","Aktien","0,12","101,39","8.422","853.907","853.906,58","Financials","US45866F1049","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
