Fondsposition per,"09.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"RGEN","REPLIGEN CORP","Aktien","0,14","170,50","11.793","2.010.707","2.010.706,50","Gesundheitsversorgung","US7599161095","NASDAQ","Vereinigte Staaten","USD"
"TOL","TOLL BROTHERS INC","Aktien","0,14","49,83","40.303","2.008.298","2.008.298,49","Zyklische Konsumgüter ","US8894781033","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AYX","ALTERYX INC CLASS A","Aktien","0,14","151,97","13.061","1.984.880","1.984.880,17","IT","US02156B1035","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"OLED","UNIVERSAL DISPLAY CORP","Aktien","0,13","202,20","9.773","1.976.101","1.976.100,60","IT","US91347P1057","NASDAQ","Vereinigte Staaten","USD"
"FIVN","FIVE9 INC","Aktien","0,13","140,08","14.030","1.965.322","1.965.322,40","IT","US3383071012","NASDAQ","Vereinigte Staaten","USD"
"ZNGA","ZYNGA INC CLASS A","Aktien","0,13","9,31","209.215","1.947.792","1.947.791,65","Kommunikation","US98986T1088","NASDAQ","Vereinigte Staaten","USD"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Aktien","0,13","38,28","50.802","1.944.701","1.944.700,56","Immobilien","US36467J1088","NASDAQ","Vereinigte Staaten","USD"
"LB","L BRANDS INC","Aktien","0,13","32,26","59.624","1.923.470","1.923.470,24","Zyklische Konsumgüter ","US5017971046","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PWR","QUANTA SERVICES INC","Aktien","0,13","59,23","32.428","1.920.710","1.920.710,44","Industrie","US74762E1029","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"HFG","HELLOFRESH","Aktien","0,13","55,24","34.653","1.914.391","1.914.391,19","Zyklische Konsumgüter ","DE000A161408","Xetra","Deutschland","EUR"
"SCI","SERVICE","Aktien","0,13","44,94","42.329","1.902.265","1.902.265,26","Zyklische Konsumgüter ","US8175651046","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"COLD","AMERICOLD REALTY TRUST","Aktien","0,13","38,89","48.241","1.876.092","1.876.092,49","Immobilien","US03064D1081","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RP","REALPAGE INC","Aktien","0,13","59,42","31.569","1.875.830","1.875.829,98","IT","US75606N1090","NASDAQ","Vereinigte Staaten","USD"
"PSPN","PSP SWISS PROPERTY AG","Aktien","0,13","123,40","15.165","1.871.298","1.871.298,12","Immobilien","CH0018294154","SIX Swiss Exchange","Schweiz","CHF"
"LIGHT","SIGNIFY NV","Aktien","0,13","41,49","44.893","1.862.724","1.862.723,88","Industrie","NL0011821392","Euronext Amsterdam","Niederlande","EUR"
"PRAH","PRA HEALTH SCIENCES INC","Aktien","0,13","111,50","16.563","1.846.775","1.846.774,50","Gesundheitsversorgung","US69354M1080","NASDAQ","Vereinigte Staaten","USD"
"AMED","AMEDISYS INC","Aktien","0,13","247,83","7.427","1.840.633","1.840.633,41","Gesundheitsversorgung","US0234361089","NASDAQ","Vereinigte Staaten","USD"
"SAM","BOSTON BEER INC CLASS A","Aktien","0,13","918,19","2.003","1.839.135","1.839.134,57","Nichtzyklische Konsumgüter","US1005571070","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WSM","WILLIAMS SONOMA INC","Aktien","0,12","100,17","17.952","1.798.252","1.798.251,84","Zyklische Konsumgüter ","US9699041011","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CHE","CHEMED CORP","Aktien","0,12","478,97","3.742","1.792.306","1.792.305,74","Gesundheitsversorgung","US16359R1032","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"HLF","HERBALIFE NUTRITION LTD","Aktien","0,12","51,35","34.607","1.777.069","1.777.069,45","Nichtzyklische Konsumgüter","KYG4412G1010","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"EXEL","EXELIXIS INC","Aktien","0,12","23,91","73.977","1.768.790","1.768.790,07","Gesundheitsversorgung","US30161Q1040","NASDAQ","Vereinigte Staaten","USD"
"WSO","WATSCO INC","Aktien","0,12","237,15","7.457","1.768.428","1.768.427,55","Industrie","US9426222009","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ASM","ASM INTERNATIONAL NV","Aktien","0,12","158,25","11.164","1.766.761","1.766.761,36","IT","NL0000334118","Euronext Amsterdam","Niederlande","EUR"
"HUBB","HUBBELL INC","Aktien","0,12","144,08","12.152","1.750.860","1.750.860,16","Industrie","US4435106079","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RGLD","ROYAL GOLD INC","Aktien","0,12","121,49","14.302","1.737.550","1.737.549,98","Materialien","US7802871084","NASDAQ","Vereinigte Staaten","USD"
"FIVE","FIVE BELOW INC","Aktien","0,12","135,78","12.795","1.737.305","1.737.305,10","Zyklische Konsumgüter ","US33829M1018","NASDAQ","Vereinigte Staaten","USD"
"IAA","IAA INC","Aktien","0,12","57,42","30.111","1.728.974","1.728.973,62","Industrie","US4492531037","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ATR","APTARGROUP INC","Aktien","0,12","116,81","14.647","1.710.916","1.710.916,07","Materialien","US0383361039","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Aktien","0,12","29,90","57.168","1.709.323","1.709.323,20","Immobilien","US02665T3068","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CREE","CREE INC","Aktien","0,12","69,54","24.577","1.709.085","1.709.084,58","IT","US2254471012","NASDAQ","Vereinigte Staaten","USD"
"PEN","PENUMBRA INC","Aktien","0,12","216,06","7.843","1.694.559","1.694.558,58","Gesundheitsversorgung","US70975L1070","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RS","RELIANCE STEEL & ALUMINUM","Aktien","0,12","111,75","15.150","1.693.013","1.693.012,50","Materialien","US7595091023","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RMV","RIGHTMOVE PLC","Aktien","0,12","8,70","194.390","1.690.350","1.690.349,74","Kommunikation","GB00BGDT3G23","London Stock Exchange","Vereinigtes Königreich","GBP"
"ESTC","ELASTIC NV","Aktien","0,11","122,30","13.733","1.679.546","1.679.545,90","IT","NL0013056914","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"IRTC","IRHYTHM TECHNOLOGIES INC","Aktien","0,11","251,88","6.636","1.671.476","1.671.475,68","Gesundheitsversorgung","US4500561067","NASDAQ","Vereinigte Staaten","USD"
"ACM","AECOM","Aktien","0,11","46,16","36.160","1.669.146","1.669.145,60","Industrie","US00766T1007","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"DECK","DECKERS OUTDOOR CORP","Aktien","0,11","251,21","6.620","1.663.010","1.663.010,20","Zyklische Konsumgüter ","US2435371073","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GRUB","GRUBHUB INC","Aktien","0,11","74,50","22.123","1.648.164","1.648.163,50","Zyklische Konsumgüter ","US4001101025","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PLAN","ANAPLAN INC","Aktien","0,11","62,71","26.053","1.633.784","1.633.783,63","IT","US03272L1089","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CSL","CARLISLE COMPANIES INC","Aktien","0,11","127,41","12.761","1.625.879","1.625.879,01","Industrie","US1423391002","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BILL","BILL COM HOLDINGS INC","Aktien","0,11","113,71","14.289","1.624.802","1.624.802,19","IT","US0900431000","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TNDM","TANDEM DIABETES CARE INC","Aktien","0,11","115,52","14.059","1.624.096","1.624.095,68","Gesundheitsversorgung","US8753722037","NASDAQ","Vereinigte Staaten","USD"
"SMG","SCOTTS MIRACLE GRO","Aktien","0,11","164,05","9.731","1.596.371","1.596.370,55","Materialien","US8101861065","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LHCG","LHC GROUP INC","Aktien","0,11","225,66","7.073","1.596.093","1.596.093,18","Gesundheitsversorgung","US50187A1079","NASDAQ","Vereinigte Staaten","USD"
"ENX","EURONEXT NV","Aktien","0,11","115,78","13.715","1.587.952","1.587.951,50","Financials","NL0006294274","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"VRT","VERTIV HOLDINGS CLASS A","Aktien","0,11","18,04","87.632","1.580.881","1.580.881,28","Industrie","US92537N1081","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"KESKOB","KESKO CLASS B","Aktien","0,11","26,54","59.225","1.571.557","1.571.557,11","Nichtzyklische Konsumgüter","FI0009000202","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"DNKN","DUNKIN BRANDS GROUP INC","Aktien","0,11","84,30","18.639","1.571.268","1.571.267,70","Zyklische Konsumgüter ","US2655041000","NASDAQ","Vereinigte Staaten","USD"
"DAR","DARLING INGREDIENTS INC","Aktien","0,11","42,35","37.051","1.569.110","1.569.109,85","Nichtzyklische Konsumgüter","US2372661015","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NVTA","INVITAE CORP","Aktien","0,11","53,31","29.316","1.562.836","1.562.835,96","Gesundheitsversorgung","US46185L1035","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LPLA","LPL FINANCIAL HOLDINGS INC","Aktien","0,11","82,85","18.701","1.549.378","1.549.377,85","Financials","US50212V1008","NASDAQ","Vereinigte Staaten","USD"
"CASY","CASEYS GENERAL STORES INC","Aktien","0,10","183,31","8.397","1.539.254","1.539.254,07","Nichtzyklische Konsumgüter","US1475281036","NASDAQ","Vereinigte Staaten","USD"
"EHC","ENCOMPASS HEALTH CORP","Aktien","0,10","67,03","22.918","1.536.194","1.536.193,54","Gesundheitsversorgung","US29261A1007","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CIEN","CIENA CORP","Aktien","0,10","43,03","35.641","1.533.632","1.533.632,23","IT","US1717793095","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Aktien","0,10","79,64","19.202","1.529.247","1.529.247,28","Zyklische Konsumgüter ","US3397501012","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MANH","MANHATTAN ASSOCIATES INC","Aktien","0,10","102,00","14.971","1.527.042","1.527.042,00","IT","US5627501092","NASDAQ","Vereinigte Staaten","USD"
"CUBE","CUBESMART REIT","Aktien","0,10","34,33","44.476","1.526.861","1.526.861,08","Immobilien","US2296631094","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SNX","SYNNEX CORP","Aktien","0,10","150,26","10.134","1.522.735","1.522.734,84","IT","US87162W1009","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"UNM","UNUM","Aktien","0,10","18,73","81.280","1.522.374","1.522.374,40","Financials","US91529Y1064","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WEX","WEX INC","Aktien","0,10","150,21","10.131","1.521.778","1.521.777,51","IT","US96208T1043","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FLEX","FLEX LTD","Aktien","0,10","12,14","125.338","1.521.603","1.521.603,32","IT","SG9999000020","NASDAQ","Vereinigte Staaten","USD"
"AMS","AMS AG","Aktien","0,10","25,61","59.030","1.511.847","1.511.846,55","IT","AT0000A18XM4","Six Swiss Exchange Ag","Schweiz","CHF"
"NVAX","NOVAVAX INC","Aktien","0,10","111,22","13.576","1.509.923","1.509.922,72","Gesundheitsversorgung","US6700024010","NASDAQ","Vereinigte Staaten","USD"
"MKSI","MKS INSTRUMENTS INC","Aktien","0,10","118,88","12.660","1.505.021","1.505.020,80","IT","US55306N1046","NASDAQ","Vereinigte Staaten","USD"
"DCI","DONALDSON INC","Aktien","0,10","51,01","29.502","1.504.897","1.504.897,02","Industrie","US2576511099","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"POST","POST HOLDINGS INC","Aktien","0,10","92,64","16.218","1.502.436","1.502.435,52","Nichtzyklische Konsumgüter","US7374461041","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BERY","BERRY GLOBAL GROUP INC","Aktien","0,10","49,39","30.386","1.500.765","1.500.764,54","Materialien","US08579W1036","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AAXN","AXON ENTERPRISE INC","Aktien","0,10","98,99","15.096","1.494.353","1.494.353,04","Industrie","US05464C1018","NASDAQ","Vereinigte Staaten","USD"
"LEG","LEGGETT & PLATT INC","Aktien","0,10","44,94","33.234","1.493.536","1.493.535,96","Zyklische Konsumgüter ","US5246601075","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CHDN","CHURCHILL DOWNS INC","Aktien","0,10","170,68","8.713","1.487.135","1.487.134,84","Zyklische Konsumgüter ","US1714841087","NASDAQ","Vereinigte Staaten","USD"
"SMAR","SMARTSHEET INC CLASS A","Aktien","0,10","54,28","27.365","1.485.372","1.485.372,20","IT","US83200N1037","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ITV","ITV PLC","Aktien","0,10","0,99","1.495.916","1.484.737","1.484.737,44","Kommunikation","GB0033986497","London Stock Exchange","Vereinigtes Königreich","GBP"
"GH","GUARDANT HEALTH INC","Aktien","0,10","108,19","13.694","1.481.554","1.481.553,86","Gesundheitsversorgung","US40131M1099","NASDAQ","Vereinigte Staaten","USD"
"NYT","NEW YORK TIMES CLASS A","Aktien","0,10","43,83","33.781","1.480.621","1.480.621,23","Kommunikation","US6501111073","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LITE","LUMENTUM HOLDINGS INC","Aktien","0,10","82,74","17.781","1.471.200","1.471.199,94","IT","US55024U1097","NASDAQ","Vereinigte Staaten","USD"
"PCTY","PAYLOCITY HOLDING CORP","Aktien","0,10","183,94","7.965","1.465.082","1.465.082,10","IT","US70438V1061","NASDAQ","Vereinigte Staaten","USD"
"BLD","TOPBUILD CORP","Aktien","0,10","186,91","7.836","1.464.627","1.464.626,76","Zyklische Konsumgüter ","US89055F1030","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GNTX","GENTEX CORP","Aktien","0,10","27,47","53.206","1.461.569","1.461.568,82","Zyklische Konsumgüter ","US3719011096","NASDAQ","Vereinigte Staaten","USD"
"LAD","LITHIA MOTORS INC CLASS A","Aktien","0,10","283,62","5.147","1.459.792","1.459.792,14","Zyklische Konsumgüter ","US5367971034","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"STOR","STORE CAPITAL CORP","Aktien","0,10","27,98","51.832","1.450.259","1.450.259,36","Immobilien","US8621211007","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RH","RH","Aktien","0,10","371,46","3.894","1.446.465","1.446.465,24","Zyklische Konsumgüter ","US74967X1037","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FSLR","FIRST SOLAR INC","Aktien","0,10","78,81","18.342","1.445.533","1.445.533,02","IT","US3364331070","NASDAQ","Vereinigte Staaten","USD"
"HBI","HANESBRANDS INC","Aktien","0,10","17,21","82.981","1.428.103","1.428.103,01","Zyklische Konsumgüter ","US4103451021","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PFPT","PROOFPOINT INC","Aktien","0,10","109,36","13.025","1.424.414","1.424.414,00","IT","US7434241037","NASDAQ","Vereinigte Staaten","USD"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Aktien","0,10","70,26","20.240","1.422.062","1.422.062,40","Immobilien","US5128161099","NASDAQ","Vereinigte Staaten","USD"
"PLUG","PLUG POWER INC","Aktien","0,10","18,43","76.788","1.415.203","1.415.202,84","Industrie","US72919P2020","NASDAQ","Vereinigte Staaten","USD"
"IPHI","INPHI CORP","Aktien","0,10","122,09","11.588","1.414.779","1.414.778,92","IT","US45772F1075","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FAF","FIRST AMERICAN FINANCIAL CORP","Aktien","0,10","52,78","26.767","1.412.762","1.412.762,26","Financials","US31847R1023","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PII","POLARIS INDUSTRIES INC","Aktien","0,10","99,88","14.128","1.411.105","1.411.104,64","Zyklische Konsumgüter ","US7310681025","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"IMCD","IMCD NV","Aktien","0,10","121,81","11.558","1.407.851","1.407.851,03","Industrie","NL0010801007","Euronext Amsterdam","Niederlande","EUR"
"HRC","HILL ROM HOLDINGS INC","Aktien","0,10","89,46","15.681","1.402.822","1.402.822,26","Gesundheitsversorgung","US4314751029","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BC8","BECHTLE AG","Aktien","0,09","209,23","6.629","1.387.017","1.387.017,46","IT","DE0005158703","Xetra","Deutschland","EUR"
"CBSH","COMMERCE BANCSHARES INC","Aktien","0,09","60,51","22.800","1.379.628","1.379.628,00","Financials","US2005251036","NASDAQ","Vereinigte Staaten","USD"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Aktien","0,09","51,37","26.840","1.378.771","1.378.770,80","Immobilien","US76169C1009","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WEIR","WEIR GROUP PLC","Aktien","0,09","21,17","64.844","1.372.990","1.372.990,13","Industrie","GB0009465807","London Stock Exchange","Vereinigtes Königreich","GBP"
"SRCL","STERICYCLE INC","Aktien","0,09","65,44","20.979","1.372.866","1.372.865,76","Industrie","US8589121081","NASDAQ","Vereinigte Staaten","USD"
"TMX","TERMINIX GLOBAL HOLDINGS INC","Aktien","0,09","43,69","31.289","1.367.016","1.367.016,41","Zyklische Konsumgüter ","US88087E1001","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TPR","TAPESTRY INC","Aktien","0,09","18,82","72.458","1.363.660","1.363.659,56","Zyklische Konsumgüter ","US8760301072","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RDN","RADIAN GROUP INC","Aktien","0,09","17,44","77.485","1.351.338","1.351.338,40","Financials","US7502361014","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CAST","CASTELLUM","Aktien","0,09","23,72","56.615","1.343.007","1.343.007,20","Immobilien","SE0000379190","Nasdaq Omx Nordic","Schweden","SEK"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Aktien","0,09","130,83","10.196","1.333.943","1.333.942,68","Industrie","US82982L1035","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"EGP","EASTGROUP PROPERTIES REIT INC","Aktien","0,09","145,45","9.115","1.325.777","1.325.776,75","Immobilien","US2772761019","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ASRNL","ASR NEDERLAND NV","Aktien","0,09","34,85","37.872","1.319.944","1.319.944,29","Financials","NL0011872643","Euronext Amsterdam","Niederlande","EUR"
"XLRN","ACCELERON PHARMA INC","Aktien","0,09","118,98","11.093","1.319.845","1.319.845,14","Gesundheitsversorgung","US00434H1086","NASDAQ","Vereinigte Staaten","USD"
"KRC","KILROY REALTY REIT CORP","Aktien","0,09","53,94","24.422","1.317.323","1.317.322,68","Immobilien","US49427F1084","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TECN","TECAN GROUP AG","Aktien","0,09","499,29","2.636","1.316.121","1.316.120,65","Gesundheitsversorgung","CH0012100191","SIX Swiss Exchange","Schweiz","CHF"
"BME","B&M EUROPEAN VALUE RETAIL SA","Aktien","0,09","6,42","204.871","1.316.012","1.316.011,73","Zyklische Konsumgüter ","LU1072616219","London Stock Exchange","Vereinigtes Königreich","GBP"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Aktien","0,09","95,98","13.709","1.315.790","1.315.789,82","Industrie","US5339001068","NASDAQ","Vereinigte Staaten","USD"
"TIH","TOROMONT INDUSTRIES LTD","Aktien","0,09","62,61","20.970","1.313.010","1.313.009,86","Industrie","CA8911021050","Toronto Stock Exchange","Kanada","CAD"
"PEGA","PEGASYSTEMS INC","Aktien","0,09","131,36","9.972","1.309.922","1.309.921,92","IT","US7055731035","NASDAQ","Vereinigte Staaten","USD"
"MIDD","MIDDLEBY CORP","Aktien","0,09","102,31","12.785","1.308.033","1.308.033,35","Industrie","US5962781010","NASDAQ","Vereinigte Staaten","USD"
"ITT","ITT INC","Aktien","0,09","64,25","20.333","1.306.395","1.306.395,25","Industrie","US45073V1089","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PLNT","PLANET FITNESS INC CLASS A","Aktien","0,09","67,60","19.246","1.301.030","1.301.029,60","Zyklische Konsumgüter ","US72703H1014","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LVGO","LIVONGO HEALTH INC","Aktien","0,09","140,05","9.287","1.300.644","1.300.644,35","Gesundheitsversorgung","US5391831030","NASDAQ","Vereinigte Staaten","USD"
"LSI","LIFE STORAGE INC","Aktien","0,09","113,68","11.428","1.299.135","1.299.135,04","Immobilien","US53223X1072","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MRTX","MIRATI THERAPEUTICS INC","Aktien","0,09","183,30","7.051","1.292.448","1.292.448,30","Gesundheitsversorgung","US60468T1051","NASDAQ","Vereinigte Staaten","USD"
"DXC","DXC TECHNOLOGY","Aktien","0,09","20,05","64.395","1.291.120","1.291.119,75","IT","US23355L1061","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TTEK","TETRA TECH INC","Aktien","0,09","102,56","12.587","1.290.923","1.290.922,72","Industrie","US88162G1031","NASDAQ","Vereinigte Staaten","USD"
