Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"ABT","ABBOTT LABORATORIES","Aktien","0,41","108,37","1.007.842","109.219.838","109.219.837,54","Gesundheitsversorgung","US0028241000","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TMO","THERMO FISHER SCIENTIFIC INC","Aktien","0,39","467,53","225.569","105.460.275","105.460.274,57","Gesundheitsversorgung","US8835561023","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ASML","ASML HOLDING NV","Aktien","0,37","404,29","243.470","98.431.805","98.431.804,58","IT","NL0010273215","Euronext Amsterdam","Niederlande","EUR"
"MCD","MCDONALDS CORP","Aktien","0,36","227,35","427.363","97.160.978","97.160.978,05","Zyklische Konsumgüter ","US5801351017","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CSCO","CISCO SYSTEMS INC","Aktien","0,36","39,81","2.411.447","95.999.705","95.999.705,07","IT","US17275R1023","NASDAQ","Vereinigte Staaten","USD"
"COST","COSTCO WHOLESALE CORP","Aktien","0,35","380,68","250.119","95.215.301","95.215.300,92","Nichtzyklische Konsumgüter","US22160K1051","NASDAQ","Vereinigte Staaten","USD"
"SAP","SAP","Aktien","0,35","157,46","589.502","92.825.079","92.825.078,83","IT","DE0007164600","Xetra","Deutschland","EUR"
"NKE","NIKE INC CLASS B","Aktien","0,34","129,20","706.403","91.267.268","91.267.267,60","Zyklische Konsumgüter ","US6541061031","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ABBV","ABBVIE INC","Aktien","0,33","87,83","999.549","87.790.389","87.790.388,67","Gesundheitsversorgung","US00287Y1091","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AVGO","BROADCOM INC","Aktien","0,32","381,49","224.846","85.776.501","85.776.500,54","IT","US11135F1012","NASDAQ","Vereinigte Staaten","USD"
"NEE","NEXTERA ENERGY INC","Aktien","0,32","301,47","281.762","84.942.790","84.942.790,14","Versorger","US65339F1012","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"DHR","DANAHER CORP","Aktien","0,31","225,62","367.493","82.913.771","82.913.770,66","Gesundheitsversorgung","US2358511028","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"QCOM","QUALCOMM INC","Aktien","0,31","127,46","649.374","82.769.210","82.769.210,04","IT","US7475251036","NASDAQ","Vereinigte Staaten","USD"
"XOM","EXXON MOBIL CORP","Aktien","0,31","34,22","2.411.124","82.508.663","82.508.663,28","Energie","US30231G1022","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ACN","ACCENTURE PLC CLASS A","Aktien","0,31","229,38","359.182","82.389.167","82.389.167,16","IT","IE00B4BNMY34","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AZN","ASTRAZENECA PLC","Aktien","0,30","109,81","743.626","81.657.286","81.657.285,51","Gesundheitsversorgung","GB0009895292","London Stock Exchange","Vereinigtes Königreich","GBP"
"CVX","CHEVRON CORP","Aktien","0,30","73,40","1.102.402","80.916.307","80.916.306,80","Energie","US1667641005","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AMGN","AMGEN INC","Aktien","0,30","239,34","337.055","80.670.744","80.670.743,70","Gesundheitsversorgung","US0311621009","NASDAQ","Vereinigte Staaten","USD"
"MDT","MEDTRONIC PLC","Aktien","0,30","106,94","753.375","80.565.923","80.565.922,50","Gesundheitsversorgung","IE00BTN1Y115","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TXN","TEXAS INSTRUMENT INC","Aktien","0,30","154,49","518.527","80.107.236","80.107.236,23","IT","US8825081040","NASDAQ","Vereinigte Staaten","USD"
"7203","TOYOTA MOTOR CORP","Aktien","0,30","66,61","1.192.500","79.435.969","79.435.969,11","Zyklische Konsumgüter ","JP3633400001","Tokyo Stock Exchange","Japan","JPY"
"BMY","BRISTOL MYERS SQUIBB","Aktien","0,30","61,13","1.299.099","79.413.922","79.413.921,87","Gesundheitsversorgung","US1101221083","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"UNP","UNION PACIFIC CORP","Aktien","0,29","203,00","387.762","78.715.686","78.715.686,00","Industrie","US9078181081","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MC","LVMH","Aktien","0,29","489,43","159.183","77.909.127","77.909.126,71","Zyklische Konsumgüter ","FR0000121014","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"LOW","LOWES COMPANIES INC","Aktien","0,28","175,33","429.886","75.371.912","75.371.912,38","Zyklische Konsumgüter ","US5486611073","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LLY","ELI LILLY","Aktien","0,27","150,08","489.264","73.428.741","73.428.741,12","Gesundheitsversorgung","US5324571083","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NOVO B","NOVO NORDISK CLASS B","Aktien","0,27","73,52","984.506","72.376.099","72.376.098,81","Gesundheitsversorgung","DK0060534915","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"LIN","LINDE PLC","Aktien","0,27","235,98","303.827","71.697.095","71.697.095,46","Materialien","IE00BZ12WP82","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ORCL","ORACLE CORP","Aktien","0,27","60,97","1.167.189","71.163.513","71.163.513,33","IT","US68389X1054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"1299","AIA GROUP LTD","Aktien","0,26","10,37","6.785.674","70.352.117","70.352.116,89","Financials","HK0000069689","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"HON","HONEYWELL INTERNATIONAL INC","Aktien","0,26","171,55","410.016","70.338.245","70.338.244,80","Industrie","US4385161066","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Aktien","0,26","175,33","400.684","70.251.926","70.251.925,72","Industrie","US9113121068","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PM","PHILIP MORRIS INTERNATIONAL INC","Aktien","0,26","79,21","885.315","70.125.801","70.125.801,15","Nichtzyklische Konsumgüter","US7181721090","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Aktien","0,26","1.108,11","62.737","69.519.701","69.519.701,00","IT","CA82509L1076","Toronto Stock Exchange","Kanada","CAD"
"SAN","SANOFI SA","Aktien","0,25","102,78","640.863","65.870.134","65.870.134,47","Gesundheitsversorgung","FR0000120578","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Aktien","0,23","125,10","502.375","62.847.113","62.847.112,50","IT","US4592001014","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AMT","AMERICAN TOWER REIT CORP","Aktien","0,23","242,41","251.400","60.941.874","60.941.874,00","Immobilien","US03027X1000","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RY","ROYAL BANK OF CANADA","Aktien","0,23","74,05","821.758","60.854.748","60.854.748,00","Financials","CA7800871021","Toronto Stock Exchange","Kanada","CAD"
"SBUX","STARBUCKS CORP","Aktien","0,23","90,16","670.483","60.450.747","60.450.747,28","Zyklische Konsumgüter ","US8552441094","NASDAQ","Vereinigte Staaten","USD"
"9984","SOFTBANK GROUP CORP","Aktien","0,22","66,88","889.922","59.516.459","59.516.458,77","Kommunikation","JP3436100006","Tokyo Stock Exchange","Japan","JPY"
"SIE","SIEMENS N AG","Aktien","0,22","130,64","451.706","59.010.987","59.010.987,48","Industrie","DE0007236101","Xetra","Deutschland","EUR"
"AMD","ADVANCED MICRO DEVICES INC","Aktien","0,21","85,28","668.688","57.025.713","57.025.712,64","IT","US0079031078","NASDAQ","Vereinigte Staaten","USD"
"NOW","SERVICENOW INC","Aktien","0,21","518,30","108.612","56.293.600","56.293.599,60","IT","US81762P1021","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LMT","LOCKHEED MARTIN CORP","Aktien","0,21","388,95","144.009","56.012.301","56.012.300,55","Industrie","US5398301094","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BLK","BLACKROCK INC","Aktien","0,21","638,96","86.729","55.416.362","55.416.361,84","Financials","US09247X1019","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CSL","CSL LTD","Aktien","0,20","213,76","257.330","55.005.922","55.005.922,19","Gesundheitsversorgung","AU000000CSL8","Asx - All Markets","Australien","AUD"
"WFC","WELLS FARGO","Aktien","0,20","24,74","2.214.899","54.796.601","54.796.601,26","Financials","US9497461015","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"6758","SONY CORP","Aktien","0,20","74,95","721.198","54.054.827","54.054.827,12","Zyklische Konsumgüter ","JP3435000009","Tokyo Stock Exchange","Japan","JPY"
"MMM","3M","Aktien","0,20","166,63","322.537","53.744.340","53.744.340,31","Industrie","US88579Y1010","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GSK","GLAXOSMITHKLINE PLC","Aktien","0,20","18,69","2.868.647","53.620.889","53.620.888,57","Gesundheitsversorgung","GB0009252882","London Stock Exchange","Vereinigtes Königreich","GBP"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Aktien","0,20","649,95","82.287","53.482.436","53.482.435,65","Kommunikation","US16119P1084","NASDAQ","Vereinigte Staaten","USD"
"C","CITIGROUP INC","Aktien","0,19","43,68","1.197.848","52.322.001","52.322.000,64","Financials","US1729674242","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CBA","COMMONWEALTH BANK OF AUSTRALIA","Aktien","0,19","49,73","1.051.843","52.306.170","52.306.169,67","Financials","AU000000CBA7","Asx - All Markets","Australien","AUD"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Aktien","0,19","145,96","354.957","51.809.524","51.809.523,72","IT","US31620M1062","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RTX","RAYTHEON TECHNOLOGIES CORP","Aktien","0,19","59,52","861.717","51.289.396","51.289.395,84","Industrie","US75513E1010","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"INTU","INTUIT INC","Aktien","0,19","349,59","146.459","51.200.602","51.200.601,81","IT","US4612021034","NASDAQ","Vereinigte Staaten","USD"
"UNA","UNILEVER NV","Aktien","0,19","62,17","806.875","50.165.626","50.165.626,36","Nichtzyklische Konsumgüter","NL0000388619","Euronext Amsterdam","Niederlande","EUR"
"ISRG","INTUITIVE SURGICAL INC","Aktien","0,19","755,35","66.092","49.922.592","49.922.592,20","Gesundheitsversorgung","US46120E6023","NASDAQ","Vereinigte Staaten","USD"
"6861","KEYENCE CORP","Aktien","0,18","471,60","105.004","49.519.582","49.519.581,94","IT","JP3236200006","Tokyo Stock Exchange","Japan","JPY"
"SPGI","S&P GLOBAL INC","Aktien","0,18","354,00","139.579","49.410.966","49.410.966,00","Financials","US78409V1044","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TD","TORONTO DOMINION","Aktien","0,18","46,03","1.070.291","49.266.458","49.266.458,39","Financials","CA8911605092","Toronto Stock Exchange","Kanada","CAD"
"BA","BOEING","Aktien","0,18","162,14","301.663","48.911.639","48.911.638,82","Industrie","US0970231058","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"OR","LOREAL SA","Aktien","0,18","337,17","144.542","48.735.261","48.735.260,83","Nichtzyklische Konsumgüter","FR0000120321","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"CAT","CATERPILLAR INC","Aktien","0,18","162,12","298.730","48.430.108","48.430.107,60","Industrie","US1491231015","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FP","TOTAL","Aktien","0,18","34,30","1.405.532","48.215.685","48.215.684,57","Energie","FR0000120271","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"TGT","TARGET CORP","Aktien","0,18","165,64","290.297","48.084.795","48.084.795,08","Zyklische Konsumgüter ","US87612E1064","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Aktien","0,18","58,90","814.053","47.947.722","47.947.721,70","Nichtzyklische Konsumgüter","US6092071058","NASDAQ","Vereinigte Staaten","USD"
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","Aktien","0,18","518,79","92.293","47.880.685","47.880.685,47","IT","US98980L1017","NASDAQ","Vereinigte Staaten","USD"
"DGE","DIAGEO PLC","Aktien","0,18","35,07","1.352.720","47.438.122","47.438.122,39","Nichtzyklische Konsumgüter","GB0002374006","London Stock Exchange","Vereinigtes Königreich","GBP"
"BATS","BRITISH AMERICAN TOBACCO PLC","Aktien","0,18","35,24","1.337.786","47.148.935","47.148.935,14","Nichtzyklische Konsumgüter","GB0002875804","London Stock Exchange","Vereinigtes Königreich","GBP"
"CNR","CANADIAN NATIONAL RAILWAY","Aktien","0,18","110,83","425.389","47.146.013","47.146.012,77","Industrie","CA1363751027","Toronto Stock Exchange","Kanada","CAD"
"ALV","ALLIANZ","Aktien","0,17","195,56","239.210","46.780.168","46.780.167,86","Financials","DE0008404005","Xetra","Deutschland","EUR"
"GILD","GILEAD SCIENCES INC","Aktien","0,17","64,49","722.506","46.594.412","46.594.411,94","Gesundheitsversorgung","US3755581036","NASDAQ","Vereinigte Staaten","USD"
"HSBA","HSBC HOLDINGS PLC","Aktien","0,17","3,96","11.490.825","45.541.899","45.541.899,27","Financials","GB0005405286","London Stock Exchange","Vereinigtes Königreich","GBP"
"IBE","IBERDROLA SA","Aktien","0,17","13,09","3.458.195","45.263.235","45.263.235,40","Versorger","ES0144580Y14","Bolsa De Madrid","Spanien","EUR"
"PLD","PROLOGIS REIT INC","Aktien","0,17","106,63","417.732","44.542.763","44.542.763,16","Immobilien","US74340W1036","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BHP","BHP GROUP LTD","Aktien","0,17","26,03","1.706.944","44.423.546","44.423.546,19","Materialien","AU000000BHP4","Asx - All Markets","Australien","AUD"
"ZTS","ZOETIS INC CLASS A","Aktien","0,16","165,32","266.286","44.022.402","44.022.401,52","Gesundheitsversorgung","US98978V1035","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CVS","CVS HEALTH CORP","Aktien","0,16","59,12","737.392","43.594.615","43.594.615,04","Gesundheitsversorgung","US1266501006","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ENEL","ENEL","Aktien","0,16","9,06","4.770.153","43.203.146","43.203.145,97","Versorger","IT0003128367","Borsa Italiana","Italien","EUR"
"MS","MORGAN STANLEY","Aktien","0,16","50,44","854.171","43.084.385","43.084.385,24","Financials","US6174464486","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ULVR","UNILEVER PLC","Aktien","0,16","63,29","678.317","42.933.236","42.933.236,12","Nichtzyklische Konsumgüter","GB00B10RZP78","London Stock Exchange","Vereinigtes Königreich","GBP"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Aktien","0,16","159,25","269.391","42.900.150","42.900.150,38","Materialien","FR0000120073","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"EQIX","EQUINIX REIT INC","Aktien","0,16","826,11","51.895","42.870.978","42.870.978,45","Immobilien","US29444U7000","NASDAQ","Vereinigte Staaten","USD"
"ANTM","ANTHEM INC","Aktien","0,16","297,44","142.428","42.363.784","42.363.784,32","Gesundheitsversorgung","US0367521038","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","Aktien","0,16","166,80","249.521","41.620.103","41.620.102,80","Immobilien","US22822V1017","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SYK","STRYKER CORP","Aktien","0,15","220,00","189.097","41.601.340","41.601.340,00","Gesundheitsversorgung","US8636671013","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SU","SCHNEIDER ELECTRIC","Aktien","0,15","130,48","318.022","41.494.188","41.494.187,59","Industrie","FR0000121972","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BKNG","BOOKING HOLDINGS INC","Aktien","0,15","1.780,97","23.183","41.288.228","41.288.227,51","Zyklische Konsumgüter ","US09857L1089","NASDAQ","Vereinigte Staaten","USD"
"AXP","AMERICAN EXPRESS","Aktien","0,15","105,01","391.491","41.110.470","41.110.469,91","Financials","US0258161092","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MO","ALTRIA GROUP INC","Aktien","0,15","39,38","1.043.740","41.102.481","41.102.481,20","Nichtzyklische Konsumgüter","US02209S1033","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Aktien","0,15","276,09","147.573","40.743.430","40.743.429,57","Gesundheitsversorgung","US92532F1003","NASDAQ","Vereinigte Staaten","USD"
"D","DOMINION ENERGY INC","Aktien","0,15","81,57","499.252","40.723.986","40.723.985,64","Versorger","US25746U1097","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RIO","RIO TINTO PLC","Aktien","0,15","61,22","664.076","40.656.391","40.656.390,92","Materialien","GB0007188757","London Stock Exchange","Vereinigtes Königreich","GBP"
"DE","DEERE","Aktien","0,15","237,22","171.195","40.610.878","40.610.877,90","Industrie","US2441991054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BDX","BECTON DICKINSON","Aktien","0,15","236,71","171.212","40.527.593","40.527.592,52","Gesundheitsversorgung","US0758871091","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GS","GOLDMAN SACHS GROUP INC","Aktien","0,15","210,81","188.249","39.684.772","39.684.771,69","Financials","US38141G1040","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TJX","TJX INC","Aktien","0,15","57,39","690.652","39.636.518","39.636.518,28","Zyklische Konsumgüter ","US8725401090","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RB.","RECKITT BENCKISER GROUP PLC","Aktien","0,15","95,89","406.046","38.935.192","38.935.192,22","Nichtzyklische Konsumgüter","GB00B24CGK77","London Stock Exchange","Vereinigtes Königreich","GBP"
"SQ","SQUARE INC CLASS A","Aktien","0,14","190,47","203.606","38.780.835","38.780.834,82","IT","US8522341036","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"USD","USD CASH","Geldmarkt","0,14","100,00","38.769.481","38.769.481","38.769.481,26","Cash und/oder Derivate","-","-","Vereinigte Staaten","USD"
"TMUS","T MOBILE US INC","Aktien","0,14","121,57","314.601","38.246.044","38.246.043,57","Kommunikation","US8725901040","NASDAQ","Vereinigte Staaten","USD"
"DUK","DUKE ENERGY CORP","Aktien","0,14","92,92","411.569","38.242.991","38.242.991,48","Versorger","US26441C2044","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CL","COLGATE-PALMOLIVE","Aktien","0,14","80,26","474.243","38.062.743","38.062.743,18","Nichtzyklische Konsumgüter","US1941621039","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"APD","AIR PRODUCTS AND CHEMICALS INC","Aktien","0,14","301,10","125.672","37.839.839","37.839.839,20","Materialien","US0091581068","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ITW","ILLINOIS TOOL INC","Aktien","0,14","203,16","182.887","37.155.323","37.155.322,92","Industrie","US4523081093","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FDX","FEDEX CORP","Aktien","0,14","272,74","135.574","36.976.453","36.976.452,76","Industrie","US31428X1063","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CI","CIGNA CORP","Aktien","0,14","174,58","210.457","36.741.583","36.741.583,06","Gesundheitsversorgung","US1255231003","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ADS","ADIDAS N AG","Aktien","0,14","336,47","108.354","36.457.394","36.457.393,62","Zyklische Konsumgüter ","DE000A1EWWW0","Xetra","Deutschland","EUR"
"ATVI","ACTIVISION BLIZZARD INC","Aktien","0,13","81,98","439.825","36.056.854","36.056.853,50","Kommunikation","US00507V1098","NASDAQ","Vereinigte Staaten","USD"
"7974","NINTENDO LTD","Aktien","0,13","562,75","63.977","36.003.165","36.003.165,11","Kommunikation","JP3756600007","Tokyo Stock Exchange","Japan","JPY"
"ADP","AUTOMATIC DATA PROCESSING INC","Aktien","0,13","149,69","240.100","35.940.569","35.940.569,00","IT","US0530151036","NASDAQ","Vereinigte Staaten","USD"
"FISV","FISERV INC","Aktien","0,13","104,76","336.344","35.235.397","35.235.397,44","IT","US3377381088","NASDAQ","Vereinigte Staaten","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Aktien","0,13","607,98","57.391","34.892.580","34.892.580,18","Gesundheitsversorgung","US75886F1075","NASDAQ","Vereinigte Staaten","USD"
"CSX","CSX CORP","Aktien","0,13","79,19","436.658","34.578.947","34.578.947,02","Industrie","US1264081035","NASDAQ","Vereinigte Staaten","USD"
"CME","CME GROUP INC CLASS A","Aktien","0,13","167,50","205.042","34.344.535","34.344.535,00","Financials","US12572Q1058","NASDAQ","Vereinigte Staaten","USD"
"PGR","PROGRESSIVE CORP","Aktien","0,13","100,27","341.876","34.279.907","34.279.906,52","Financials","US7433151039","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AMAT","APPLIED MATERIAL INC","Aktien","0,13","64,69","529.500","34.253.355","34.253.355,00","IT","US0382221051","NASDAQ","Vereinigte Staaten","USD"
"SO","SOUTHERN","Aktien","0,13","58,34","578.561","33.753.249","33.753.248,74","Versorger","US8425871071","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
